seed,method,harm_to_correction_ratio,n,correction_opportunities,corrections_retained,harm_opportunities,harms_realized,recovery_selection_rate,negative_transfer_prevention,recovery_retention,test_utility_per_10000,calibration_utility_per_10000,test_minus_calibration_utility
107,Conditional Lite-CF,1.0,5744,212.0,212.0,58.0,58.0,1.0,0.0,1.0,268.1058495821727,262.4384909786769,5.667358603495813
107,All-row multinomial,1.0,5744,212.0,212.0,58.0,58.0,0.9996518105849582,0.0,1.0,268.1058495821727,262.4384909786769,5.667358603495813
107,Two-stage,1.0,5744,212.0,212.0,58.0,58.0,1.0,0.0,1.0,268.1058495821727,262.4384909786769,5.667358603495813
107,Frozen Lite-CF (ungated),1.0,5744,212.0,42.0,58.0,6.0,0.8184192200557103,0.896551724137931,0.19811320754716982,62.674094707520894,,
107,Prospective gate Lite-CF,1.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,All-row multinomial (safety),1.0,5744,212.0,4.0,58.0,3.0,0.06267409470752085,0.9482758620689655,0.018867924528301886,1.7409470752089136,,
107,Always PDRF,1.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,Always RO-PDRF-Lite,1.0,5744,212.0,212.0,58.0,58.0,1.0,0.0,1.0,268.1058495821727,,
107,Conditional Lite-CF,2.0,5744,212.0,83.0,58.0,17.0,0.8894498607242339,0.7068965517241379,0.3915094339622642,85.30640668523677,224.16621104428648,-138.85980435904972
107,All-row multinomial,2.0,5744,212.0,79.0,58.0,17.0,0.8941504178272981,0.7068965517241379,0.37264150943396224,78.34261838440112,224.16621104428648,-145.82359265988538
107,Two-stage,2.0,5744,212.0,92.0,58.0,21.0,0.6417130919220055,0.6379310344827587,0.4339622641509434,87.04735376044569,224.16621104428648,-137.11885728384078
107,Frozen Lite-CF (ungated),2.0,5744,212.0,42.0,58.0,6.0,0.8184192200557103,0.896551724137931,0.19811320754716982,52.22841225626741,,
107,Prospective gate Lite-CF,2.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,All-row multinomial (safety),2.0,5744,212.0,4.0,58.0,3.0,0.06267409470752085,0.9482758620689655,0.018867924528301886,-3.481894150417827,,
107,Always PDRF,2.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,Always RO-PDRF-Lite,2.0,5744,212.0,212.0,58.0,58.0,1.0,0.0,1.0,167.13091922005572,,
107,Conditional Lite-CF,5.0,5744,212.0,83.0,58.0,17.0,0.8894498607242339,0.7068965517241379,0.3915094339622642,-3.481894150417827,191.3613996719519,-194.8432938223697
107,All-row multinomial,5.0,5744,212.0,34.0,58.0,9.0,0.25383008356545955,0.8448275862068966,0.16037735849056603,-19.15041782729805,180.42646254784034,-199.5768803751384
107,Two-stage,5.0,5744,212.0,61.0,58.0,13.0,0.2783774373259053,0.7758620689655172,0.28773584905660377,-6.963788300835654,180.42646254784034,-187.390250848676
107,Frozen Lite-CF (ungated),5.0,5744,212.0,42.0,58.0,6.0,0.8184192200557103,0.896551724137931,0.19811320754716982,20.891364902506965,,
107,Prospective gate Lite-CF,5.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,All-row multinomial (safety),5.0,5744,212.0,4.0,58.0,3.0,0.06267409470752085,0.9482758620689655,0.018867924528301886,-19.15041782729805,,
107,Always PDRF,5.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,Always RO-PDRF-Lite,5.0,5744,212.0,212.0,58.0,58.0,1.0,0.0,1.0,-135.79387186629526,,
107,Conditional Lite-CF,10.0,5744,212.0,76.0,58.0,15.0,0.8758704735376045,0.7413793103448276,0.3584905660377358,-128.8300835654596,158.5565882996173,-287.3866718650769
107,All-row multinomial,10.0,5744,212.0,34.0,58.0,9.0,0.25383008356545955,0.8448275862068966,0.16037735849056603,-97.49303621169916,153.0891197375615,-250.58215594926065
107,Two-stage,10.0,5744,212.0,61.0,58.0,13.0,0.2783774373259053,0.7758620689655172,0.28773584905660377,-120.12534818941504,180.42646254784034,-300.5518107372554
107,Frozen Lite-CF (ungated),10.0,5744,212.0,42.0,58.0,6.0,0.8184192200557103,0.896551724137931,0.19811320754716982,-31.337047353760447,,
107,Prospective gate Lite-CF,10.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,All-row multinomial (safety),10.0,5744,212.0,4.0,58.0,3.0,0.06267409470752085,0.9482758620689655,0.018867924528301886,-45.26462395543175,,
107,Always PDRF,10.0,5744,212.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,,
107,Always RO-PDRF-Lite,10.0,5744,212.0,212.0,58.0,58.0,1.0,0.0,1.0,-640.6685236768802,,
108,Conditional Lite-CF,1.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-1.7409470752089136,0.0,-1.7409470752089136
108,All-row multinomial,1.0,5744,102.0,64.0,66.0,53.0,0.14606545961002781,0.19696969696969702,0.6274509803921569,19.15041782729805,10.793308148947652,8.357109678350398
108,Two-stage,1.0,5744,102.0,48.0,66.0,39.0,0.10167130919220052,0.40909090909090906,0.47058823529411764,15.668523676880223,10.793308148947652,4.875215527932571
108,Frozen Lite-CF (ungated),1.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-1.7409470752089136,,
108,Prospective gate Lite-CF,1.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,All-row multinomial (safety),1.0,5744,102.0,0.0,66.0,1.0,0.00069637883008355,0.9848484848484849,0.0,-1.7409470752089136,,
108,Always PDRF,1.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,Always RO-PDRF-Lite,1.0,5744,102.0,102.0,66.0,66.0,1.0,0.0,1.0,62.674094707520894,,
108,Conditional Lite-CF,2.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-3.481894150417827,0.0,-3.481894150417827
108,All-row multinomial,2.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,Two-stage,2.0,5744,102.0,0.0,66.0,1.0,0.00226323119777155,0.9848484848484849,0.0,-3.481894150417827,0.0,-3.481894150417827
108,Frozen Lite-CF (ungated),2.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-3.481894150417827,,
108,Prospective gate Lite-CF,2.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,All-row multinomial (safety),2.0,5744,102.0,0.0,66.0,1.0,0.00069637883008355,0.9848484848484849,0.0,-3.481894150417827,,
108,Always PDRF,2.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,Always RO-PDRF-Lite,2.0,5744,102.0,102.0,66.0,66.0,1.0,0.0,1.0,-52.22841225626741,,
108,Conditional Lite-CF,5.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-8.704735376044567,0.0,-8.704735376044567
108,All-row multinomial,5.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,Two-stage,5.0,5744,102.0,0.0,66.0,1.0,0.00226323119777155,0.9848484848484849,0.0,-8.704735376044567,0.0,-8.704735376044567
108,Frozen Lite-CF (ungated),5.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-8.704735376044567,,
108,Prospective gate Lite-CF,5.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,All-row multinomial (safety),5.0,5744,102.0,0.0,66.0,1.0,0.00069637883008355,0.9848484848484849,0.0,-8.704735376044567,,
108,Always PDRF,5.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,Always RO-PDRF-Lite,5.0,5744,102.0,102.0,66.0,66.0,1.0,0.0,1.0,-396.9359331476323,,
108,Conditional Lite-CF,10.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-17.409470752089135,0.0,-17.409470752089135
108,All-row multinomial,10.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,Two-stage,10.0,5744,102.0,0.0,66.0,1.0,0.00226323119777155,0.9848484848484849,0.0,-17.409470752089135,0.0,-17.409470752089135
108,Frozen Lite-CF (ungated),10.0,5744,102.0,0.0,66.0,1.0,0.0012186629526462,0.9848484848484849,0.0,-17.409470752089135,,
108,Prospective gate Lite-CF,10.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,All-row multinomial (safety),10.0,5744,102.0,0.0,66.0,1.0,0.00069637883008355,0.9848484848484849,0.0,-17.409470752089135,,
108,Always PDRF,10.0,5744,102.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,,
108,Always RO-PDRF-Lite,10.0,5744,102.0,102.0,66.0,66.0,1.0,0.0,1.0,-971.4484679665738,,
109,Conditional Lite-CF,1.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,165.3899721448468,377.6595744680851,-212.2696023232383
109,All-row multinomial,1.0,5744,177.0,130.0,82.0,53.0,0.958391364902507,0.35365853658536583,0.7344632768361582,134.05292479108635,377.6595744680851,-243.60664967699876
109,Two-stage,1.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,165.3899721448468,377.6595744680851,-212.2696023232383
109,Frozen Lite-CF (ungated),1.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Prospective gate Lite-CF,1.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,All-row multinomial (safety),1.0,5744,177.0,13.0,82.0,4.0,0.05727715877437322,0.9512195121951219,0.07344632768361582,15.668523676880223,,
109,Always PDRF,1.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Always RO-PDRF-Lite,1.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,165.3899721448468,,
109,Conditional Lite-CF,2.0,5744,177.0,145.0,82.0,62.0,0.9751044568245125,0.24390243902439024,0.8192090395480226,36.559888579387184,281.9148936170213,-245.3550050376341
109,All-row multinomial,2.0,5744,177.0,99.0,82.0,39.0,0.9256615598885793,0.524390243902439,0.559322033898305,36.559888579387184,303.1914893617021,-266.63160078231493
109,Two-stage,2.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,22.632311977715876,281.9148936170213,-259.2825816393054
109,Frozen Lite-CF (ungated),2.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Prospective gate Lite-CF,2.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,All-row multinomial (safety),2.0,5744,177.0,13.0,82.0,4.0,0.05727715877437322,0.9512195121951219,0.07344632768361582,8.704735376044567,,
109,Always PDRF,2.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Always RO-PDRF-Lite,2.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,22.632311977715876,,
109,Conditional Lite-CF,5.0,5744,177.0,145.0,82.0,62.0,0.9751044568245125,0.24390243902439024,0.8192090395480226,-287.25626740947075,74.46808510638297,-361.72435251585375
109,All-row multinomial,5.0,5744,177.0,50.0,82.0,15.0,0.6048050139275766,0.8170731707317074,0.2824858757062147,-43.523676880222844,164.89361702127658,-208.41729390149942
109,Two-stage,5.0,5744,177.0,6.0,82.0,1.0,0.012708913649025025,0.9878048780487805,0.03389830508474576,1.7409470752089136,90.42553191489361,-88.6845848396847
109,Frozen Lite-CF (ungated),5.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Prospective gate Lite-CF,5.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,All-row multinomial (safety),5.0,5744,177.0,13.0,82.0,4.0,0.05727715877437322,0.9512195121951219,0.07344632768361582,-12.186629526462395,,
109,Always PDRF,5.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Always RO-PDRF-Lite,5.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,-405.6406685236769,,
109,Conditional Lite-CF,10.0,5744,177.0,11.0,82.0,3.0,0.7144846796657381,0.9634146341463414,0.062146892655367235,-33.07799442896936,15.957446808510639,-49.03544123748
109,All-row multinomial,10.0,5744,177.0,31.0,82.0,8.0,0.1767061281337047,0.9024390243902439,0.1751412429378531,-85.30640668523677,127.65957446808511,-212.96598115332188
109,Two-stage,10.0,5744,177.0,6.0,82.0,1.0,0.012708913649025025,0.9878048780487805,0.03389830508474576,-6.963788300835654,90.42553191489361,-97.38932021572927
109,Frozen Lite-CF (ungated),10.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Prospective gate Lite-CF,10.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,All-row multinomial (safety),10.0,5744,177.0,13.0,82.0,4.0,0.05727715877437322,0.9512195121951219,0.07344632768361582,-47.00557103064067,,
109,Always PDRF,10.0,5744,177.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,,
109,Always RO-PDRF-Lite,10.0,5744,177.0,177.0,82.0,82.0,1.0,0.0,1.0,-1119.4289693593314,,
110,Conditional Lite-CF,1.0,5744,123.0,59.0,41.0,22.0,0.44986072423398327,0.46341463414634143,0.4796747967479675,64.4150417827298,123.26656394453005,-58.85152216180025
110,All-row multinomial,1.0,5744,123.0,87.0,41.0,27.0,0.9516016713091922,0.3414634146341463,0.7073170731707317,104.45682451253482,190.03595274781716,-85.57912823528234
110,Two-stage,1.0,5744,123.0,53.0,41.0,21.0,0.24286211699164337,0.4878048780487805,0.43089430894308944,55.710306406685234,123.26656394453005,-67.55625753784481
110,Frozen Lite-CF (ungated),1.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,31.337047353760447,,
110,Prospective gate Lite-CF,1.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,31.337047353760447,,
110,All-row multinomial (safety),1.0,5744,123.0,8.0,41.0,2.0,0.020891364902506926,0.9512195121951219,0.06504065040650407,10.445682451253482,,
110,Always PDRF,1.0,5744,123.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,,
110,Always RO-PDRF-Lite,1.0,5744,123.0,123.0,41.0,41.0,1.0,0.0,1.0,142.75766016713092,,
110,Conditional Lite-CF,2.0,5744,123.0,51.0,41.0,14.0,0.36246518105849584,0.6585365853658536,0.4146341463414634,40.041782729805014,102.7221366204417,-62.68035389063669
110,All-row multinomial,2.0,5744,123.0,87.0,41.0,27.0,0.9516016713091922,0.3414634146341463,0.7073170731707317,57.45125348189415,148.94709809964047,-91.49584461774631
110,Two-stage,2.0,5744,123.0,48.0,41.0,17.0,0.17305013927576599,0.5853658536585367,0.3902439024390244,24.37325905292479,92.44992295839754,-68.07666390547274
110,Frozen Lite-CF (ungated),2.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,22.632311977715876,,
110,Prospective gate Lite-CF,2.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,22.632311977715876,,
110,All-row multinomial (safety),2.0,5744,123.0,8.0,41.0,2.0,0.020891364902506926,0.9512195121951219,0.06504065040650407,6.963788300835654,,
110,Always PDRF,2.0,5744,123.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,,
110,Always RO-PDRF-Lite,2.0,5744,123.0,123.0,41.0,41.0,1.0,0.0,1.0,71.37883008356546,,
110,Conditional Lite-CF,5.0,5744,123.0,51.0,41.0,14.0,0.36246518105849584,0.6585365853658536,0.4146341463414634,-33.07799442896936,71.90549563430919,-104.98349006327855
110,All-row multinomial,5.0,5744,123.0,45.0,41.0,10.0,0.13178969359331472,0.7560975609756098,0.36585365853658536,-8.704735376044567,92.44992295839754,-101.1546583344421
110,Two-stage,5.0,5744,123.0,36.0,41.0,9.0,0.06894150417827297,0.7804878048780488,0.2926829268292683,-15.668523676880223,56.49717514124294,-72.16569881812316
110,Frozen Lite-CF (ungated),5.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,-3.481894150417827,,
110,Prospective gate Lite-CF,5.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,-3.481894150417827,,
110,All-row multinomial (safety),5.0,5744,123.0,8.0,41.0,2.0,0.020891364902506926,0.9512195121951219,0.06504065040650407,-3.481894150417827,,
110,Always PDRF,5.0,5744,123.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,,
110,Always RO-PDRF-Lite,5.0,5744,123.0,123.0,41.0,41.0,1.0,0.0,1.0,-142.75766016713092,,
110,Conditional Lite-CF,10.0,5744,123.0,22.0,41.0,5.0,0.15999303621169908,0.8780487804878049,0.17886178861788618,-48.74651810584958,46.22496147919877,-94.97147958504834
110,All-row multinomial,10.0,5744,123.0,45.0,41.0,10.0,0.13178969359331472,0.7560975609756098,0.36585365853658536,-95.75208913649026,66.76938880328711,-162.52147793977736
110,Two-stage,10.0,5744,123.0,36.0,41.0,9.0,0.06894150417827297,0.7804878048780488,0.2926829268292683,-94.01114206128133,30.816640986132512,-124.82778304741385
110,Frozen Lite-CF (ungated),10.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,-47.00557103064067,,
110,Prospective gate Lite-CF,10.0,5744,123.0,23.0,41.0,5.0,0.17548746518105846,0.8780487804878049,0.18699186991869918,-47.00557103064067,,
110,All-row multinomial (safety),10.0,5744,123.0,8.0,41.0,2.0,0.020891364902506926,0.9512195121951219,0.06504065040650407,-20.891364902506965,,
110,Always PDRF,10.0,5744,123.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,,
110,Always RO-PDRF-Lite,10.0,5744,123.0,123.0,41.0,41.0,1.0,0.0,1.0,-499.65181058495824,,
