seed,fault_type,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
102,offset,Frozen Lite-CF (ungated),2.0,1436,10,1,0.1,3,0,1.0,0.8467966573816156,0.5118384401114207,6.963788300835654,1.0,6.963788300835654,0.5118384401114207,0.831162542120846,0.5907857539124874,2.2091936149991147,0.787321715843344,0.33069480252532163,0.3306948025253217,0.12855876490098406
102,offset,Prospective gate Lite-CF,2.0,1436,10,1,0.1,3,0,1.0,0.8467966573816156,0.5118384401114207,6.963788300835654,1.0,6.963788300835654,0.5118384401114207,0.831162542120846,0.5907857539124874,2.2091936149991147,0.787321715843344,0.33069480252532163,0.3306948025253217,0.12855876490098406
102,offset,All-row multinomial (safety),2.0,1436,10,3,0.3,3,0,1.0,0.034818941504178275,0.5132311977715878,20.891364902506965,1.0,20.891364902506965,0.5132311977715878,0.8249901500954401,0.5845217146515632,2.424604963011358,0.8102387363449288,0.34469412498031304,0.34275751734920784,0.1343503972675653
102,offset,All-row multinomial (utility 1:1),2.0,1436,10,3,0.3,3,0,1.0,0.031337047353760444,0.5132311977715878,20.891364902506965,1.0,20.891364902506965,0.5132311977715878,0.8250105392139145,0.5845102867735859,2.4247914683232903,0.8104096747460253,0.3447336339613556,0.3427970263302504,0.13443124295076816
102,stuck_at,Always PDRF,1.0,1436,16,0,0.0,2,0,1.0,0.0,0.5139275766016713,0.0,1.0,0.0,0.5139275766016713,0.8226905085073303,0.584262274885964,2.052777011851355,0.7267302437222519,0.2716721390013584,0.2680144150146106,0.11195104981260455
102,stuck_at,Always RO-PDRF-Lite,1.0,1436,16,16,1.0,2,2,0.0,1.0,0.5236768802228412,97.49303621169916,1.0,97.49303621169916,0.5236768802228412,0.8295318086102692,0.589506019909592,1.9095291114090942,0.7055191902977516,0.2523779670282014,0.2506983476377984,0.10756349705563194
102,stuck_at,Frozen Lite-CF (ungated),2.0,1436,16,1,0.0625,2,0,1.0,0.7158774373259053,0.5146239554317549,6.963788300835654,1.0,6.963788300835654,0.5146239554317549,0.8266953214060736,0.5874255100895556,1.955976326557012,0.7171847855279525,0.2677689116361553,0.26411118764940755,0.10938039632875267
102,stuck_at,Prospective gate Lite-CF,2.0,1436,16,1,0.0625,2,0,1.0,0.7158774373259053,0.5146239554317549,6.963788300835654,1.0,6.963788300835654,0.5146239554317549,0.8266953214060736,0.5874255100895556,1.955976326557012,0.7171847855279525,0.2677689116361553,0.26411118764940755,0.10938039632875267
102,stuck_at,All-row multinomial (safety),2.0,1436,16,9,0.5625,2,0,1.0,0.04665738161559889,0.5201949860724234,62.674094707520894,1.0,62.674094707520894,0.5201949860724234,0.8232645526402366,0.58512991153745,2.0466931505567665,0.7244532094469258,0.2665870515343336,0.2629293275475858,0.11161979222390976
102,stuck_at,All-row multinomial (utility 1:1),2.0,1436,16,8,0.5,2,0,1.0,0.03899721448467967,0.5194986072423399,55.710306406685234,1.0,55.710306406685234,0.5194986072423399,0.8230283616688433,0.5848651262182353,2.047810676750257,0.7249021331790886,0.26722394037477265,0.26356621638802485,0.11155156546287415
