method,fault_type,batch,metric,n_fitted_cells,mean,fitting_ci_low,fitting_ci_high,median,q1,q3,minimum,maximum
All-row multinomial (utility 1:1),stuck_at,9,negative_transfer_prevention,10,0.6033333333333333,0.2786235139969153,0.9280431526697512,0.8166666666666667,0.1,1.0,0.0,1.0
All-row multinomial (utility 1:1),stuck_at,9,recovery_retention,10,0.6595238095238096,0.3810052212430898,0.9380423978045295,0.8035714285714286,0.5178571428571428,0.9791666666666666,0.0,1.0
All-row multinomial (utility 1:1),stuck_at,9,utility_per_10000,10,345.45454545454544,43.660533444877046,647.2485574642138,272.72727272727275,181.8181818181818,530.3030303030304,-363.6363636363636,1212.121212121212
All-row multinomial (utility 1:1),stuck_at,10,accuracy,10,0.47923728813559324,0.46411446361136527,0.4943601126598212,0.4813559322033898,0.46059322033898303,0.4917372881355932,0.45254237288135596,0.5127118644067796
All-row multinomial (utility 1:1),stuck_at,10,macro_auroc,10,0.8034251463743602,0.7948176963633387,0.8120325963853818,0.805563846166815,0.7949407085334854,0.8095010037763842,0.7852024543647801,0.8236579350744369
All-row multinomial (utility 1:1),stuck_at,10,correction_opportunities,10,26.0,16.826556781430238,35.17344321856976,22.5,18.0,32.75,8.0,51.0
All-row multinomial (utility 1:1),stuck_at,10,harm_opportunities,10,13.6,8.223442554350257,18.976557445649743,11.0,9.25,18.25,2.0,25.0
All-row multinomial (utility 1:1),stuck_at,10,negative_transfer_prevention,10,0.37158346624136096,0.12563777750112282,0.6175291549815991,0.2715789473684211,0.14930555555555555,0.509090909090909,0.0,1.0
All-row multinomial (utility 1:1),stuck_at,10,recovery_retention,10,0.7316089794708215,0.5522629646944585,0.9109549942471845,0.8072916666666667,0.6206293706293706,0.9159919028340081,0.1875,1.0
All-row multinomial (utility 1:1),stuck_at,10,utility_per_10000,10,99.99999999999999,28.737694477535342,171.26230552246463,76.27118644067797,40.2542372881356,137.71186440677965,0.0,338.9830508474576
Always PDRF,drift,8,accuracy,10,0.5406593406593407,0.5127307325059747,0.5685879488127068,0.5494505494505495,0.5302197802197802,0.5576923076923077,0.4725274725274725,0.6043956043956044
Always PDRF,drift,8,macro_auroc,10,0.9182600020928685,0.9098965714835692,0.9266234327021678,0.9201148248300441,0.9070003326005727,0.9263759552241613,0.9031687999875274,0.9362525674050284
Always PDRF,drift,8,correction_opportunities,10,2.0,0.03367194439668775,3.966328055603312,1.0,0.25,2.0,0.0,9.0
Always PDRF,drift,8,harm_opportunities,10,0.9,0.043561120557065736,1.7564388794429342,1.0,0.0,1.0,0.0,4.0
Always PDRF,drift,8,negative_transfer_prevention,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Always PDRF,drift,8,recovery_retention,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Always PDRF,drift,8,utility_per_10000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Always PDRF,drift,9,accuracy,10,0.6278787878787879,0.5940359870324303,0.6617215887251455,0.6242424242424243,0.5878787878787879,0.6575757575757575,0.5757575757575758,0.7090909090909091
Always PDRF,drift,9,macro_auroc,10,0.9127566772371625,0.9015246634411925,0.9239886910331324,0.9206681864045638,0.9099090482147024,0.9219362339731484,0.8768685794364003,0.9275264408320129
Always PDRF,drift,9,correction_opportunities,10,5.5,1.421838178085702,9.578161821914298,3.5,1.25,8.0,0.0,17.0
Always PDRF,drift,9,harm_opportunities,10,2.3,0.752813856132029,3.8471861438679706,3.0,0.0,3.75,0.0,6.0
Always PDRF,drift,9,negative_transfer_prevention,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Always PDRF,drift,9,recovery_retention,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Always PDRF,drift,9,utility_per_10000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Always PDRF,drift,10,accuracy,10,0.4972033898305085,0.48752027880598126,0.5068865008550357,0.4966101694915255,0.4927966101694915,0.5091101694915254,0.47372881355932206,0.5135593220338983
Always PDRF,drift,10,macro_auroc,10,0.8159337012320943,0.8050370179706143,0.8268303844935743,0.8208147307190634,0.8033690187885782,0.8287721677080238,0.7922350401714945,0.8334903505806822
Always PDRF,drift,10,correction_opportunities,10,17.2,12.211842289662174,22.188157710337826,17.5,13.5,20.75,3.0,29.0
Always PDRF,drift,10,harm_opportunities,10,10.4,4.76525555302337,16.03474444697663,10.5,4.0,12.75,2.0,25.0
Always PDRF,drift,10,negative_transfer_prevention,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Always PDRF,drift,10,recovery_retention,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Always PDRF,drift,10,utility_per_10000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
