replicate,negative_transfer_prevention,recovery_retention,full_selection_rate,safe_minus_pdrf_auroc,safe_minus_full_auroc
153,0.9495145631067962,0.06692406692406692,0.41486768802228413,0.004155196250350657,-0.001244485421385999
154,0.8850957535387177,0.18833333333333332,0.4944463788300836,0.006506623229084907,-0.002793541919975051
155,0.8633744855967078,0.22358346094946402,0.4572075208913649,0.005590193500420337,-0.00545017742086551
156,0.8777614138438881,0.17327365728900257,0.5009923398328691,0.005563418265560505,-0.002598204998329634
157,0.9066570188133141,0.12754491017964073,0.5151288300835655,0.006554669939133229,-0.0014311787215894878
158,0.9376083188908145,0.08201523140011717,0.3634575208913649,0.003815836536518624,-0.0008258063285033757
159,0.9227886056971514,0.14008859357696568,0.39878133704735375,0.0051408156964720675,-0.004227179680215687
160,0.9148629148629148,0.12929623567921442,0.37926532033426186,0.005213741096562585,-0.004282095853200052
161,0.9379947229551451,0.0676300578034682,0.4094359331476323,0.004799474848846463,-0.0014190671300597923
162,0.8685145700071073,0.20572354211663066,0.47573119777158773,0.005628745898407117,-0.003835038512898681
163,0.9342618384401115,0.061921296296296294,0.38154596100278554,0.004280827569868695,5.1543458504554884e-05
164,0.9248704663212435,0.06496199032480995,0.4147980501392758,0.0038079532606992705,0.0009984960952960087
165,0.8862853204686423,0.18951612903225806,0.40154944289693595,0.0052160426367732216,-0.004990727129142503
166,0.9095193213949104,0.20248328557784145,0.4272284122562674,0.0050656168187839246,-0.0076995646532962425
167,0.8954802259887006,0.0997697620874904,0.44897284122562675,0.0027914578401919687,0.0006052934496194595
168,0.940427993059572,0.06499051233396584,0.3927924791086351,0.004297087190987314,-0.003044621696425387
169,0.9011997177134792,0.14844227244960292,0.4339136490250696,0.003653763053992898,-0.0018466455141932236
170,0.9218009478672986,0.12431776834445118,0.41739206128133705,0.005396375414586596,-0.002766057495320773
171,0.9044943820224719,0.12907117008443908,0.4479108635097493,0.005020369215843257,-0.0024962095814264895
172,0.9196940726577438,0.11117049706039552,0.3700731197771588,0.005180781698917225,-0.0027765995862498727
173,0.8796747967479674,0.21798941798941798,0.4506441504178273,0.005866629636216647,-0.005083377189620486
174,0.8944723618090452,0.21157218001168906,0.45381267409470755,0.0052632447847673625,-0.003096881842270638
175,0.9384336803983703,0.06110102843315184,0.42731545961002787,0.003935874489827129,0.0022275841382152217
176,0.8937784522003035,0.11942675159235669,0.4355153203342618,0.005260922298561899,-0.003783605996338646
177,0.9258391881342701,0.09875141884222474,0.38394846796657384,0.004011890099151705,-0.0014451672164601526
178,0.8962655601659751,0.1353868194842407,0.43903203342618385,0.0048780280996916225,-0.0014443454034929193
179,0.9184367034834324,0.13787085514834205,0.4147458217270195,0.004783006428519698,-0.003800474927552866
180,0.8630268199233717,0.22914521112255407,0.4139275766016713,0.004248391847158084,-0.006254681491012715
181,0.9161196207148067,0.19954389965792474,0.41112465181058494,0.004761198016625223,-0.003899018687994915
182,0.8964310706787963,0.19299111549851924,0.4360376044568245,0.005293804476103503,-0.00477532180583351
183,0.9057142857142857,0.1590145576707727,0.43199860724233985,0.004730050955392029,-0.003137976108621765
184,0.9320905459387483,0.12632755729457798,0.39890320334261836,0.004898298628856046,-0.002330956204516843
185,0.8619744058500914,0.18297625940938042,0.4019150417827298,0.004226833529350049,-0.0032987337491480195
186,0.8888096935138988,0.21573875802997858,0.46422353760445684,0.005517752430682421,-0.003686350609707345
187,0.9382239382239382,0.0984354628422425,0.4894150417827298,0.00420244007609627,-6.996492065913795e-05
188,0.9201545396007726,0.06323024054982818,0.46772284122562674,0.004721087111004052,-0.0003128603024237231
189,0.910761154855643,0.18741058655221746,0.4329038997214485,0.006194051500251763,-0.007492018980824633
190,0.9032258064516129,0.17695473251028807,0.4822075208913649,0.006013037702225055,-0.006040215047076969
191,0.8860445912469034,0.19022869022869024,0.49277506963788303,0.006632005164245003,-0.004473537892562329
192,0.9205685618729097,0.0912280701754386,0.4214484679665738,0.003839726266850363,-0.0005792769573159662
193,0.9014492753623189,0.15840309079201545,0.4507660167130919,0.004788144404905825,-0.0025722977468284336
194,0.9336461126005362,0.0606281957633309,0.421483286908078,0.0031018062820644676,0.0007006975011192296
195,0.9102015882712279,0.14612146722790137,0.39190459610027856,0.003680008438443294,-0.0002777171477885698
196,0.9164798206278026,0.12923223652837387,0.3624825905292479,0.005046421884940089,-0.003083218266729748
197,0.914240755310779,0.09723320158102766,0.4897284122562674,0.0044673680950425565,0.0015424977136961893
198,0.9097988319273199,0.14109742441209405,0.41368384401114205,0.004883187045263915,-0.002695026244393106
199,0.9164285714285714,0.1429339065018807,0.4295438718662953,0.003952420901856768,-0.002756208476884736
200,0.8857602574416734,0.18240807498197548,0.4799442896935933,0.0039013702351297086,-0.0009012302438655695
201,0.9008951406649617,0.17578994214508234,0.4148850974930362,0.006979259284690897,-0.00661901411834942
202,0.8746298124383021,0.20915032679738563,0.45583217270194987,0.0057736337614257005,-0.005532175236053316
203,0.9089376053962901,0.1453715775749674,0.46229108635097493,0.005426839674897321,-0.0023089518706786993
204,0.9221698113207547,0.07501820830298617,0.42620125348189414,0.004025998323174518,-0.0007506251673760067
