seed,fault_type,stream,fault_prevalence,harm_to_correction_cost_ratio,pass_penalty_equivalent_corrections_per_10000,corrections_retained_per_10000,harms_realized_per_10000,net_utility_per_10000
101,stuck_at,full_mixed_10pct,0.1,2.0,0.5,4.582951420714941,38.95508707607699,-73.82722273143905
101,stuck_at,full_mixed_10pct,0.1,2.0,2.0,4.582951420714941,38.95508707607699,-75.32722273143905
101,stuck_at,full_mixed_10pct,0.1,5.0,0.0,4.582951420714941,38.95508707607699,-190.19248395967003
101,stuck_at,full_mixed_10pct,0.1,5.0,0.5,4.582951420714941,38.95508707607699,-190.69248395967003
101,stuck_at,full_mixed_10pct,0.1,5.0,2.0,4.582951420714941,38.95508707607699,-192.19248395967003
101,stuck_at,full_mixed_stream,0.4,1.0,0.0,18.331805682859763,36.663611365719525,-18.331805682859763
101,stuck_at,full_mixed_stream,0.4,1.0,0.5,18.331805682859763,36.663611365719525,-18.831805682859763
101,stuck_at,full_mixed_stream,0.4,1.0,2.0,18.331805682859763,36.663611365719525,-20.331805682859763
101,stuck_at,full_mixed_stream,0.4,2.0,0.0,18.331805682859763,36.663611365719525,-54.995417048579284
101,stuck_at,full_mixed_stream,0.4,2.0,0.5,18.331805682859763,36.663611365719525,-55.495417048579284
101,stuck_at,full_mixed_stream,0.4,2.0,2.0,18.331805682859763,36.663611365719525,-56.995417048579284
101,stuck_at,full_mixed_stream,0.4,5.0,0.0,18.331805682859763,36.663611365719525,-164.98625114573787
101,stuck_at,full_mixed_stream,0.4,5.0,0.5,18.331805682859763,36.663611365719525,-165.48625114573787
101,stuck_at,full_mixed_stream,0.4,5.0,2.0,18.331805682859763,36.663611365719525,-166.98625114573787
101,stuck_at,full_mixed_70pct,0.7,1.0,0.0,45.8295142071494,27.497708524289642,18.33180568285976
101,stuck_at,full_mixed_70pct,0.7,1.0,0.5,45.8295142071494,27.497708524289642,17.83180568285976
101,stuck_at,full_mixed_70pct,0.7,1.0,2.0,45.8295142071494,27.497708524289642,16.33180568285976
101,stuck_at,full_mixed_70pct,0.7,2.0,0.0,45.8295142071494,27.497708524289642,-9.165902841429883
101,stuck_at,full_mixed_70pct,0.7,2.0,0.5,45.8295142071494,27.497708524289642,-9.665902841429883
101,stuck_at,full_mixed_70pct,0.7,2.0,2.0,45.8295142071494,27.497708524289642,-11.165902841429883
101,stuck_at,full_mixed_70pct,0.7,5.0,0.0,45.8295142071494,27.497708524289642,-91.6590284142988
101,stuck_at,full_mixed_70pct,0.7,5.0,0.5,45.8295142071494,27.497708524289642,-92.1590284142988
101,stuck_at,full_mixed_70pct,0.7,5.0,2.0,45.8295142071494,27.497708524289642,-93.6590284142988
101,none,clean_no_imposed_fault,0.0,1.0,0.0,2.2914757103574703,41.24656278643447,-38.955087076077
101,none,clean_no_imposed_fault,0.0,1.0,0.5,2.2914757103574703,41.24656278643447,-39.455087076077
101,none,clean_no_imposed_fault,0.0,1.0,2.0,2.2914757103574703,41.24656278643447,-40.955087076077
101,none,clean_no_imposed_fault,0.0,2.0,0.0,2.2914757103574703,41.24656278643447,-80.20164986251146
101,none,clean_no_imposed_fault,0.0,2.0,0.5,2.2914757103574703,41.24656278643447,-80.70164986251146
101,none,clean_no_imposed_fault,0.0,2.0,2.0,2.2914757103574703,41.24656278643447,-82.20164986251146
101,none,clean_no_imposed_fault,0.0,5.0,0.0,2.2914757103574703,41.24656278643447,-203.94133822181487
101,none,clean_no_imposed_fault,0.0,5.0,0.5,2.2914757103574703,41.24656278643447,-204.44133822181487
101,none,clean_no_imposed_fault,0.0,5.0,2.0,2.2914757103574703,41.24656278643447,-205.94133822181487
102,gaussian,full_mixed_10pct,0.1,1.0,0.0,16.040329972502292,6.8744271310724105,9.165902841429881
102,gaussian,full_mixed_10pct,0.1,1.0,0.5,16.040329972502292,6.8744271310724105,8.665902841429881
102,gaussian,full_mixed_10pct,0.1,1.0,2.0,16.040329972502292,6.8744271310724105,7.165902841429881
102,gaussian,full_mixed_10pct,0.1,2.0,0.0,16.040329972502292,6.8744271310724105,2.2914757103574708
102,gaussian,full_mixed_10pct,0.1,2.0,0.5,16.040329972502292,6.8744271310724105,1.7914757103574708
102,gaussian,full_mixed_10pct,0.1,2.0,2.0,16.040329972502292,6.8744271310724105,0.2914757103574708
102,gaussian,full_mixed_10pct,0.1,5.0,0.0,16.040329972502292,6.8744271310724105,-18.33180568285976
102,gaussian,full_mixed_10pct,0.1,5.0,0.5,16.040329972502292,6.8744271310724105,-18.83180568285976
102,gaussian,full_mixed_10pct,0.1,5.0,2.0,16.040329972502292,6.8744271310724105,-20.33180568285976
102,gaussian,full_mixed_stream,0.4,1.0,0.0,4.582951420714941,6.8744271310724105,-2.29147571035747
102,gaussian,full_mixed_stream,0.4,1.0,0.5,4.582951420714941,6.8744271310724105,-2.79147571035747
102,gaussian,full_mixed_stream,0.4,1.0,2.0,4.582951420714941,6.8744271310724105,-4.29147571035747
102,gaussian,full_mixed_stream,0.4,2.0,0.0,4.582951420714941,6.8744271310724105,-9.16590284142988
102,gaussian,full_mixed_stream,0.4,2.0,0.5,4.582951420714941,6.8744271310724105,-9.66590284142988
102,gaussian,full_mixed_stream,0.4,2.0,2.0,4.582951420714941,6.8744271310724105,-11.16590284142988
102,gaussian,full_mixed_stream,0.4,5.0,0.0,4.582951420714941,6.8744271310724105,-29.78918423464711
102,gaussian,full_mixed_stream,0.4,5.0,0.5,4.582951420714941,6.8744271310724105,-30.28918423464711
102,gaussian,full_mixed_stream,0.4,5.0,2.0,4.582951420714941,6.8744271310724105,-31.78918423464711
102,gaussian,full_mixed_70pct,0.7,1.0,0.0,36.663611365719525,16.040329972502292,20.623281393217233
102,gaussian,full_mixed_70pct,0.7,1.0,0.5,36.663611365719525,16.040329972502292,20.123281393217233
102,gaussian,full_mixed_70pct,0.7,1.0,2.0,36.663611365719525,16.040329972502292,18.623281393217233
102,gaussian,full_mixed_70pct,0.7,2.0,0.0,36.663611365719525,16.040329972502292,4.5829514207149415
102,gaussian,full_mixed_70pct,0.7,2.0,0.5,36.663611365719525,16.040329972502292,4.0829514207149415
102,gaussian,full_mixed_70pct,0.7,2.0,2.0,36.663611365719525,16.040329972502292,2.5829514207149415
102,gaussian,full_mixed_70pct,0.7,5.0,0.0,36.663611365719525,16.040329972502292,-43.538038496791934
102,gaussian,full_mixed_70pct,0.7,5.0,0.5,36.663611365719525,16.040329972502292,-44.038038496791934
102,gaussian,full_mixed_70pct,0.7,5.0,2.0,36.663611365719525,16.040329972502292,-45.538038496791934
102,offset,full_mixed_10pct,0.1,1.0,0.0,0.0,6.8744271310724105,-6.8744271310724105
102,offset,full_mixed_10pct,0.1,1.0,0.5,0.0,6.8744271310724105,-7.3744271310724105
102,offset,full_mixed_10pct,0.1,1.0,2.0,0.0,6.8744271310724105,-8.87442713107241
102,offset,full_mixed_10pct,0.1,2.0,0.0,0.0,6.8744271310724105,-13.748854262144821
102,offset,full_mixed_10pct,0.1,2.0,0.5,0.0,6.8744271310724105,-14.248854262144821
102,offset,full_mixed_10pct,0.1,2.0,2.0,0.0,6.8744271310724105,-15.748854262144821
102,offset,full_mixed_10pct,0.1,5.0,0.0,0.0,6.8744271310724105,-34.37213565536205
102,offset,full_mixed_10pct,0.1,5.0,0.5,0.0,6.8744271310724105,-34.87213565536205
102,offset,full_mixed_10pct,0.1,5.0,2.0,0.0,6.8744271310724105,-36.37213565536205
102,offset,full_mixed_stream,0.4,1.0,0.0,2.2914757103574703,6.8744271310724105,-4.58295142071494
102,offset,full_mixed_stream,0.4,1.0,0.5,2.2914757103574703,6.8744271310724105,-5.08295142071494
102,offset,full_mixed_stream,0.4,1.0,2.0,2.2914757103574703,6.8744271310724105,-6.58295142071494
102,offset,full_mixed_stream,0.4,2.0,0.0,2.2914757103574703,6.8744271310724105,-11.45737855178735
102,offset,full_mixed_stream,0.4,2.0,0.5,2.2914757103574703,6.8744271310724105,-11.95737855178735
102,offset,full_mixed_stream,0.4,2.0,2.0,2.2914757103574703,6.8744271310724105,-13.45737855178735
102,offset,full_mixed_stream,0.4,5.0,0.0,2.2914757103574703,6.8744271310724105,-32.080659945004584
102,offset,full_mixed_stream,0.4,5.0,0.5,2.2914757103574703,6.8744271310724105,-32.580659945004584
102,offset,full_mixed_stream,0.4,5.0,2.0,2.2914757103574703,6.8744271310724105,-34.080659945004584
102,offset,full_mixed_70pct,0.7,1.0,0.0,2.2914757103574703,9.165902841429881,-6.8744271310724105
102,offset,full_mixed_70pct,0.7,1.0,0.5,2.2914757103574703,9.165902841429881,-7.3744271310724105
102,offset,full_mixed_70pct,0.7,1.0,2.0,2.2914757103574703,9.165902841429881,-8.87442713107241
102,offset,full_mixed_70pct,0.7,2.0,0.0,2.2914757103574703,9.165902841429881,-16.040329972502292
102,offset,full_mixed_70pct,0.7,2.0,0.5,2.2914757103574703,9.165902841429881,-16.540329972502292
102,offset,full_mixed_70pct,0.7,2.0,2.0,2.2914757103574703,9.165902841429881,-18.040329972502292
102,offset,full_mixed_70pct,0.7,5.0,0.0,2.2914757103574703,9.165902841429881,-43.53803849679194
102,offset,full_mixed_70pct,0.7,5.0,0.5,2.2914757103574703,9.165902841429881,-44.03803849679194
102,offset,full_mixed_70pct,0.7,5.0,2.0,2.2914757103574703,9.165902841429881,-45.53803849679194
102,drift,full_mixed_10pct,0.1,1.0,0.0,0.0,6.8744271310724105,-6.8744271310724105
102,drift,full_mixed_10pct,0.1,1.0,0.5,0.0,6.8744271310724105,-7.3744271310724105
102,drift,full_mixed_10pct,0.1,1.0,2.0,0.0,6.8744271310724105,-8.87442713107241
102,drift,full_mixed_10pct,0.1,2.0,0.0,0.0,6.8744271310724105,-13.748854262144821
102,drift,full_mixed_10pct,0.1,2.0,0.5,0.0,6.8744271310724105,-14.248854262144821
102,drift,full_mixed_10pct,0.1,2.0,2.0,0.0,6.8744271310724105,-15.748854262144821
102,drift,full_mixed_10pct,0.1,5.0,0.0,0.0,6.8744271310724105,-34.37213565536205
102,drift,full_mixed_10pct,0.1,5.0,0.5,0.0,6.8744271310724105,-34.87213565536205
102,drift,full_mixed_10pct,0.1,5.0,2.0,0.0,6.8744271310724105,-36.37213565536205
102,drift,full_mixed_stream,0.4,1.0,0.0,4.582951420714941,6.8744271310724105,-2.29147571035747
102,drift,full_mixed_stream,0.4,1.0,0.5,4.582951420714941,6.8744271310724105,-2.79147571035747
102,drift,full_mixed_stream,0.4,1.0,2.0,4.582951420714941,6.8744271310724105,-4.29147571035747
102,drift,full_mixed_stream,0.4,2.0,0.0,4.582951420714941,6.8744271310724105,-9.16590284142988
102,drift,full_mixed_stream,0.4,2.0,0.5,4.582951420714941,6.8744271310724105,-9.66590284142988
102,drift,full_mixed_stream,0.4,2.0,2.0,4.582951420714941,6.8744271310724105,-11.16590284142988
102,drift,full_mixed_stream,0.4,5.0,0.0,4.582951420714941,6.8744271310724105,-29.78918423464711
102,drift,full_mixed_stream,0.4,5.0,0.5,4.582951420714941,6.8744271310724105,-30.28918423464711
102,drift,full_mixed_stream,0.4,5.0,2.0,4.582951420714941,6.8744271310724105,-31.78918423464711
102,drift,full_mixed_70pct,0.7,1.0,0.0,4.582951420714941,9.165902841429881,-4.582951420714941
102,drift,full_mixed_70pct,0.7,1.0,0.5,4.582951420714941,9.165902841429881,-5.082951420714941
102,drift,full_mixed_70pct,0.7,1.0,2.0,4.582951420714941,9.165902841429881,-6.582951420714941
102,drift,full_mixed_70pct,0.7,2.0,0.0,4.582951420714941,9.165902841429881,-13.748854262144821
102,drift,full_mixed_70pct,0.7,2.0,0.5,4.582951420714941,9.165902841429881,-14.248854262144821
102,drift,full_mixed_70pct,0.7,2.0,2.0,4.582951420714941,9.165902841429881,-15.748854262144821
102,drift,full_mixed_70pct,0.7,5.0,0.0,4.582951420714941,9.165902841429881,-41.24656278643447
102,drift,full_mixed_70pct,0.7,5.0,0.5,4.582951420714941,9.165902841429881,-41.74656278643447
102,drift,full_mixed_70pct,0.7,5.0,2.0,4.582951420714941,9.165902841429881,-43.24656278643447
102,stuck_at,full_mixed_10pct,0.1,1.0,0.0,0.0,6.8744271310724105,-6.8744271310724105
102,stuck_at,full_mixed_10pct,0.1,1.0,0.5,0.0,6.8744271310724105,-7.3744271310724105
102,stuck_at,full_mixed_10pct,0.1,1.0,2.0,0.0,6.8744271310724105,-8.87442713107241
102,stuck_at,full_mixed_10pct,0.1,2.0,0.0,0.0,6.8744271310724105,-13.748854262144821
102,stuck_at,full_mixed_10pct,0.1,2.0,0.5,0.0,6.8744271310724105,-14.248854262144821
102,stuck_at,full_mixed_10pct,0.1,2.0,2.0,0.0,6.8744271310724105,-15.748854262144821
102,stuck_at,full_mixed_10pct,0.1,5.0,0.0,0.0,6.8744271310724105,-34.37213565536205
102,stuck_at,full_mixed_10pct,0.1,5.0,0.5,0.0,6.8744271310724105,-34.87213565536205
102,stuck_at,full_mixed_10pct,0.1,5.0,2.0,0.0,6.8744271310724105,-36.37213565536205
102,stuck_at,full_mixed_stream,0.4,1.0,0.0,2.2914757103574703,6.8744271310724105,-4.58295142071494
102,stuck_at,full_mixed_stream,0.4,1.0,0.5,2.2914757103574703,6.8744271310724105,-5.08295142071494
102,stuck_at,full_mixed_stream,0.4,1.0,2.0,2.2914757103574703,6.8744271310724105,-6.58295142071494
102,stuck_at,full_mixed_stream,0.4,2.0,0.0,2.2914757103574703,6.8744271310724105,-11.45737855178735
102,stuck_at,full_mixed_stream,0.4,2.0,0.5,2.2914757103574703,6.8744271310724105,-11.95737855178735
102,stuck_at,full_mixed_stream,0.4,2.0,2.0,2.2914757103574703,6.8744271310724105,-13.45737855178735
102,stuck_at,full_mixed_stream,0.4,5.0,0.0,2.2914757103574703,6.8744271310724105,-32.080659945004584
102,stuck_at,full_mixed_stream,0.4,5.0,0.5,2.2914757103574703,6.8744271310724105,-32.580659945004584
102,stuck_at,full_mixed_stream,0.4,5.0,2.0,2.2914757103574703,6.8744271310724105,-34.080659945004584
102,stuck_at,full_mixed_70pct,0.7,1.0,0.0,2.2914757103574703,11.45737855178735,-9.16590284142988
102,stuck_at,full_mixed_70pct,0.7,1.0,0.5,2.2914757103574703,11.45737855178735,-9.66590284142988
102,stuck_at,full_mixed_70pct,0.7,1.0,2.0,2.2914757103574703,11.45737855178735,-11.16590284142988
102,stuck_at,full_mixed_70pct,0.7,2.0,0.0,2.2914757103574703,11.45737855178735,-20.62328139321723
102,stuck_at,full_mixed_70pct,0.7,2.0,0.5,2.2914757103574703,11.45737855178735,-21.12328139321723
102,stuck_at,full_mixed_70pct,0.7,2.0,2.0,2.2914757103574703,11.45737855178735,-22.62328139321723
102,stuck_at,full_mixed_70pct,0.7,5.0,0.0,2.2914757103574703,11.45737855178735,-54.995417048579284
102,stuck_at,full_mixed_70pct,0.7,5.0,0.5,2.2914757103574703,11.45737855178735,-55.495417048579284
102,stuck_at,full_mixed_70pct,0.7,5.0,2.0,2.2914757103574703,11.45737855178735,-56.995417048579284
102,none,clean_no_imposed_fault,0.0,1.0,0.0,0.0,6.8744271310724105,-6.8744271310724105
102,none,clean_no_imposed_fault,0.0,1.0,0.5,0.0,6.8744271310724105,-7.3744271310724105
102,none,clean_no_imposed_fault,0.0,1.0,2.0,0.0,6.8744271310724105,-8.87442713107241
102,none,clean_no_imposed_fault,0.0,2.0,0.0,0.0,6.8744271310724105,-13.748854262144821
102,none,clean_no_imposed_fault,0.0,2.0,0.5,0.0,6.8744271310724105,-14.248854262144821
102,none,clean_no_imposed_fault,0.0,2.0,2.0,0.0,6.8744271310724105,-15.748854262144821
102,none,clean_no_imposed_fault,0.0,5.0,0.0,0.0,6.8744271310724105,-34.37213565536205
102,none,clean_no_imposed_fault,0.0,5.0,0.5,0.0,6.8744271310724105,-34.87213565536205
102,none,clean_no_imposed_fault,0.0,5.0,2.0,0.0,6.8744271310724105,-36.37213565536205
103,gaussian,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_stream,0.4,1.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_stream,0.4,1.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_stream,0.4,1.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_stream,0.4,2.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_stream,0.4,2.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_stream,0.4,2.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_stream,0.4,5.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_stream,0.4,5.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_stream,0.4,5.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_70pct,0.7,1.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_70pct,0.7,1.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_70pct,0.7,1.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_70pct,0.7,2.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_70pct,0.7,2.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_70pct,0.7,2.0,2.0,0.0,0.0,-2.0
103,gaussian,full_mixed_70pct,0.7,5.0,0.0,0.0,0.0,0.0
103,gaussian,full_mixed_70pct,0.7,5.0,0.5,0.0,0.0,-0.5
103,gaussian,full_mixed_70pct,0.7,5.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_stream,0.4,1.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_stream,0.4,1.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_stream,0.4,1.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_stream,0.4,2.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_stream,0.4,2.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_stream,0.4,2.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_stream,0.4,5.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_stream,0.4,5.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_stream,0.4,5.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_70pct,0.7,1.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_70pct,0.7,1.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_70pct,0.7,1.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_70pct,0.7,2.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_70pct,0.7,2.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_70pct,0.7,2.0,2.0,0.0,0.0,-2.0
103,offset,full_mixed_70pct,0.7,5.0,0.0,0.0,0.0,0.0
103,offset,full_mixed_70pct,0.7,5.0,0.5,0.0,0.0,-0.5
103,offset,full_mixed_70pct,0.7,5.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_stream,0.4,1.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_stream,0.4,1.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_stream,0.4,1.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_stream,0.4,2.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_stream,0.4,2.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_stream,0.4,2.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_stream,0.4,5.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_stream,0.4,5.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_stream,0.4,5.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_70pct,0.7,1.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_70pct,0.7,1.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_70pct,0.7,1.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_70pct,0.7,2.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_70pct,0.7,2.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_70pct,0.7,2.0,2.0,0.0,0.0,-2.0
103,drift,full_mixed_70pct,0.7,5.0,0.0,0.0,0.0,0.0
103,drift,full_mixed_70pct,0.7,5.0,0.5,0.0,0.0,-0.5
103,drift,full_mixed_70pct,0.7,5.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_stream,0.4,1.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_stream,0.4,1.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_stream,0.4,1.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_stream,0.4,2.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_stream,0.4,2.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_stream,0.4,2.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_stream,0.4,5.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_stream,0.4,5.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_stream,0.4,5.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_70pct,0.7,1.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_70pct,0.7,1.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_70pct,0.7,1.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_70pct,0.7,2.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_70pct,0.7,2.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_70pct,0.7,2.0,2.0,0.0,0.0,-2.0
103,stuck_at,full_mixed_70pct,0.7,5.0,0.0,0.0,0.0,0.0
103,stuck_at,full_mixed_70pct,0.7,5.0,0.5,0.0,0.0,-0.5
103,stuck_at,full_mixed_70pct,0.7,5.0,2.0,0.0,0.0,-2.0
103,none,clean_no_imposed_fault,0.0,1.0,0.0,0.0,0.0,0.0
103,none,clean_no_imposed_fault,0.0,1.0,0.5,0.0,0.0,-0.5
103,none,clean_no_imposed_fault,0.0,1.0,2.0,0.0,0.0,-2.0
103,none,clean_no_imposed_fault,0.0,2.0,0.0,0.0,0.0,0.0
103,none,clean_no_imposed_fault,0.0,2.0,0.5,0.0,0.0,-0.5
103,none,clean_no_imposed_fault,0.0,2.0,2.0,0.0,0.0,-2.0
103,none,clean_no_imposed_fault,0.0,5.0,0.0,0.0,0.0,0.0
103,none,clean_no_imposed_fault,0.0,5.0,0.5,0.0,0.0,-0.5
103,none,clean_no_imposed_fault,0.0,5.0,2.0,0.0,0.0,-2.0
104,gaussian,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
104,gaussian,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
104,gaussian,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
104,gaussian,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
104,gaussian,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
104,gaussian,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
104,gaussian,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
104,gaussian,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
104,gaussian,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
104,gaussian,full_mixed_stream,0.4,1.0,0.0,0.0,4.582951420714941,-4.582951420714941
104,gaussian,full_mixed_stream,0.4,1.0,0.5,0.0,4.582951420714941,-5.082951420714941
104,gaussian,full_mixed_stream,0.4,1.0,2.0,0.0,4.582951420714941,-6.582951420714941
104,gaussian,full_mixed_stream,0.4,2.0,0.0,0.0,4.582951420714941,-9.165902841429881
104,gaussian,full_mixed_stream,0.4,2.0,0.5,0.0,4.582951420714941,-9.665902841429881
104,gaussian,full_mixed_stream,0.4,2.0,2.0,0.0,4.582951420714941,-11.165902841429881
104,gaussian,full_mixed_stream,0.4,5.0,0.0,0.0,4.582951420714941,-22.914757103574704
104,gaussian,full_mixed_stream,0.4,5.0,0.5,0.0,4.582951420714941,-23.414757103574704
104,gaussian,full_mixed_stream,0.4,5.0,2.0,0.0,4.582951420714941,-24.914757103574704
104,gaussian,full_mixed_70pct,0.7,1.0,0.0,2.2914757103574703,0.0,2.2914757103574703
104,gaussian,full_mixed_70pct,0.7,1.0,0.5,2.2914757103574703,0.0,1.7914757103574703
104,gaussian,full_mixed_70pct,0.7,1.0,2.0,2.2914757103574703,0.0,0.29147571035747033
104,gaussian,full_mixed_70pct,0.7,2.0,0.0,2.2914757103574703,0.0,2.2914757103574703
104,gaussian,full_mixed_70pct,0.7,2.0,0.5,2.2914757103574703,0.0,1.7914757103574703
104,gaussian,full_mixed_70pct,0.7,2.0,2.0,2.2914757103574703,0.0,0.29147571035747033
104,gaussian,full_mixed_70pct,0.7,5.0,0.0,2.2914757103574703,0.0,2.2914757103574703
104,gaussian,full_mixed_70pct,0.7,5.0,0.5,2.2914757103574703,0.0,1.7914757103574703
