seed,fraction,repeat,calibration_groups,calibration_rows,informative_rows,threshold,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
106,0.75,8,520,1409,68,0.65,5744,86,14,0.16279069767441862,67,6,0.9104477611940298,0.8389623955431755,0.5019150417827298,13.927576601671309,0.5019150417827298,0.8237155434829804,0.5734952807958041,2.4756964617487096,0.7752238481901862,0.3257754476248137,0.32575580001751064,0.1210163312561705
106,0.75,9,520,1419,62,0.675,5744,86,20,0.23255813953488372,67,4,0.9402985074626866,0.8354805013927576,0.5033077994428969,27.855153203342617,0.5033077994428969,0.8239494478501811,0.57388533358203,2.475485932016422,0.7750174714092816,0.3254912209969178,0.3254715733896147,0.12105244440135583
106,0.75,10,520,1399,69,0.65,5744,86,19,0.22093023255813954,67,4,0.9402985074626866,0.8377437325905293,0.503133704735376,26.114206128133706,0.503133704735376,0.8239065041312333,0.5738589194471608,2.475712672650959,0.7751450494121043,0.3258134640624801,0.32579381645517697,0.12121247973351938
106,1.0,1,693,1869,92,0.675,5744,86,19,0.22093023255813954,67,4,0.9402985074626866,0.8387883008356546,0.503133704735376,26.114206128133706,0.503133704735376,0.8239158781426243,0.5738295405254118,2.475652425171242,0.7751180399426659,0.32566180373038406,0.32564215612308106,0.12124952398478624
106,1.0,2,693,1869,92,0.7,5744,86,12,0.13953488372093023,67,3,0.9552238805970149,0.8257311977715878,0.5020891364902507,15.668523676880223,0.5020891364902507,0.8238428754046603,0.5736331124117382,2.479017908064273,0.7758893912758056,0.3270992830469258,0.32707963543962276,0.12126271095956466
106,1.0,3,693,1869,92,0.675,5744,86,19,0.22093023255813954,67,4,0.9402985074626866,0.8387883008356546,0.503133704735376,26.114206128133706,0.503133704735376,0.8239158781426243,0.5738295405254118,2.475652425171242,0.7751180399426659,0.32566180373038406,0.32564215612308106,0.12124952398478624
106,1.0,4,693,1869,92,0.65,5744,86,30,0.3488372093023256,67,6,0.9104477611940298,0.8561977715877437,0.504700557103064,41.78272980501393,0.504700557103064,0.8238850185159307,0.5737739934398459,2.4717345932065165,0.7745574178247812,0.3236597227495574,0.3236400751422543,0.1211666913055085
106,1.0,5,693,1869,92,0.7,5744,86,12,0.13953488372093023,67,3,0.9552238805970149,0.8257311977715878,0.5020891364902507,15.668523676880223,0.5020891364902507,0.8238428754046603,0.5736331124117382,2.479017908064273,0.7758893912758056,0.3270992830469258,0.32707963543962276,0.12126271095956466
106,1.0,6,693,1869,92,0.7,5744,86,12,0.13953488372093023,67,3,0.9552238805970149,0.8257311977715878,0.5020891364902507,15.668523676880223,0.5020891364902507,0.8238428754046603,0.5736331124117382,2.479017908064273,0.7758893912758056,0.3270992830469258,0.32707963543962276,0.12126271095956466
106,1.0,7,693,1869,92,0.675,5744,86,19,0.22093023255813954,67,4,0.9402985074626866,0.8387883008356546,0.503133704735376,26.114206128133706,0.503133704735376,0.8239158781426243,0.5738295405254118,2.475652425171242,0.7751180399426659,0.32566180373038406,0.32564215612308106,0.12124952398478624
106,1.0,8,693,1869,92,0.65,5744,86,30,0.3488372093023256,67,6,0.9104477611940298,0.8561977715877437,0.504700557103064,41.78272980501393,0.504700557103064,0.8238850185159307,0.5737739934398459,2.4717345932065165,0.7745574178247812,0.3236597227495574,0.3236400751422543,0.1211666913055085
106,1.0,9,693,1869,92,0.65,5744,86,30,0.3488372093023256,67,6,0.9104477611940298,0.8561977715877437,0.504700557103064,41.78272980501393,0.504700557103064,0.8238850185159307,0.5737739934398459,2.4717345932065165,0.7745574178247812,0.3236597227495574,0.3236400751422543,0.1211666913055085
106,1.0,10,693,1869,92,0.7,5744,86,12,0.13953488372093023,67,3,0.9552238805970149,0.8257311977715878,0.5020891364902507,15.668523676880223,0.5020891364902507,0.8238428754046603,0.5736331124117382,2.479017908064273,0.7758893912758056,0.3270992830469258,0.32707963543962276,0.12126271095956466
107,0.25,1,173,463,60,0.775,5744,419,2,0.00477326968973747,278,0,1.0,0.0008704735376044568,0.4672701949860724,3.481894150417827,0.4672701949860724,0.8037322522853266,0.5316011454183672,2.3942874177229374,0.8127259343334999,0.3260700476403203,0.3254458207102949,0.12317549528154888
107,0.25,2,173,458,63,0.9,5744,419,0,0.0,278,0,1.0,0.0,0.46692200557103064,0.0,0.46692200557103064,0.8034536515258554,0.531345128484847,2.3943625187544866,0.8128389698309605,0.3259443946146886,0.32532016768466315,0.12314640508954107
107,0.25,3,173,452,56,0.9,5744,419,0,0.0,278,0,1.0,0.0,0.46692200557103064,0.0,0.46692200557103064,0.8034536515258554,0.531345128484847,2.3943625187544866,0.8128389698309605,0.3259443946146886,0.32532016768466315,0.12314640508954107
107,0.25,4,173,449,52,0.775,5744,419,4,0.00954653937947494,278,0,1.0,0.002785515320334262,0.4676183844011142,6.963788300835654,0.4676183844011142,0.8037314126229584,0.5317705680827046,2.396323964312574,0.8131145454126587,0.3267410948233107,0.3261168678932852,0.12322486688512208
107,0.25,5,173,450,54,0.9,5744,419,0,0.0,278,0,1.0,0.0,0.46692200557103064,0.0,0.46692200557103064,0.8034536515258554,0.531345128484847,2.3943625187544866,0.8128389698309605,0.3259443946146886,0.32532016768466315,0.12314640508954107
107,0.25,6,173,459,55,0.9,5744,419,0,0.0,278,0,1.0,0.0,0.46692200557103064,0.0,0.46692200557103064,0.8034536515258554,0.531345128484847,2.3943625187544866,0.8128389698309605,0.3259443946146886,0.32532016768466315,0.12314640508954107
