seed,fault_type,method,class,n,auroc,auprc,recall
109,offset,RO-PDRF-Lite,5,266,0.8494264507422403,0.7515274800853042,0.6353383458646616
109,offset,RO-PDRF-Lite,6,237,0.7867667500695024,0.4265689655335536,0.6751054852320675
109,offset,Lite-CF,1,230,0.7809719518350278,0.5333801312422574,0.591304347826087
109,offset,Lite-CF,2,220,0.9148960825358853,0.7524566025742155,0.30454545454545456
109,offset,Lite-CF,3,230,0.9021630975556998,0.6937498448711509,0.5130434782608696
109,offset,Lite-CF,4,253,0.7139549413796905,0.31865506376165625,0.043478260869565216
109,offset,Lite-CF,5,266,0.8415493862862283,0.7470280836545266,0.6090225563909775
109,offset,Lite-CF,6,237,0.7956806480787435,0.4278446615455389,0.7426160337552743
109,stuck_at,PDRF,1,230,0.7723646261446392,0.4779898164159939,0.6826086956521739
109,stuck_at,PDRF,2,220,0.9052818480861244,0.7554018057073038,0.2909090909090909
109,stuck_at,PDRF,3,230,0.8928509625784122,0.6855910926499842,0.5304347826086957
109,stuck_at,PDRF,4,253,0.7211818282052396,0.3189653367242046,0.043478260869565216
109,stuck_at,PDRF,5,266,0.8391652207441681,0.7701331124022486,0.6090225563909775
109,stuck_at,PDRF,6,237,0.7380746261828599,0.3634716925668136,0.569620253164557
109,stuck_at,RO-PDRF-Lite,1,230,0.7849610642439975,0.4842487932216868,0.691304347826087
109,stuck_at,RO-PDRF-Lite,2,220,0.9129635167464115,0.7639921312142455,0.37727272727272726
109,stuck_at,RO-PDRF-Lite,3,230,0.8966111471627372,0.6966809316598038,0.5391304347826087
109,stuck_at,RO-PDRF-Lite,4,253,0.7414358217033802,0.33392130673771026,0.039525691699604744
109,stuck_at,RO-PDRF-Lite,5,266,0.8452702268491742,0.7754409013417954,0.631578947368421
109,stuck_at,RO-PDRF-Lite,6,237,0.7422764399306032,0.37821505641345743,0.5485232067510548
109,stuck_at,Lite-CF,1,230,0.7723646261446392,0.4779898164159939,0.6826086956521739
109,stuck_at,Lite-CF,2,220,0.9052818480861244,0.7554018057073038,0.2909090909090909
109,stuck_at,Lite-CF,3,230,0.8928509625784122,0.6855910926499842,0.5304347826086957
109,stuck_at,Lite-CF,4,253,0.7211818282052396,0.3189653367242046,0.043478260869565216
109,stuck_at,Lite-CF,5,266,0.8391652207441681,0.7701331124022486,0.6090225563909775
109,stuck_at,Lite-CF,6,237,0.7380746261828599,0.3634716925668136,0.569620253164557
110,drift,PDRF,1,230,0.7119042468815344,0.49584739759366275,0.4652173913043478
110,drift,PDRF,2,220,0.9257289174641149,0.7787452478918224,0.6409090909090909
110,drift,PDRF,3,230,0.8621710289134039,0.578626504698589,0.43478260869565216
110,drift,PDRF,4,253,0.6748535745191263,0.25740285881822483,0.03162055335968379
110,drift,PDRF,5,266,0.8552278131225499,0.7798856358727285,0.6428571428571429
110,drift,PDRF,6,237,0.8346635557760863,0.48616996374896226,0.9493670886075949
110,drift,RO-PDRF-Lite,1,230,0.706280193236715,0.5373779316453987,0.45652173913043476
110,drift,RO-PDRF-Lite,2,220,0.9214040071770335,0.7873424242789843,0.6409090909090909
110,drift,RO-PDRF-Lite,3,230,0.8781310837118754,0.5947519586127537,0.4782608695652174
110,drift,RO-PDRF-Lite,4,253,0.6669618007410649,0.25720939707847035,0.03162055335968379
110,drift,RO-PDRF-Lite,5,266,0.8603945761840499,0.7753453405031375,0.6466165413533834
110,drift,RO-PDRF-Lite,6,237,0.8448584087302005,0.5176430687592678,0.9662447257383966
110,drift,Lite-CF,1,230,0.7116194390367006,0.5163974607706778,0.4652173913043478
110,drift,Lite-CF,2,220,0.9258784389952154,0.7830149512443513,0.6409090909090909
110,drift,Lite-CF,3,230,0.868213281418992,0.5821423484137379,0.4391304347826087
110,drift,Lite-CF,4,253,0.670015603125971,0.2537491707681163,0.03162055335968379
110,drift,Lite-CF,5,266,0.8536983484351907,0.7757473526841577,0.6428571428571429
110,drift,Lite-CF,6,237,0.8367609435429665,0.4877511048579402,0.9535864978902954
110,gaussian,PDRF,1,230,0.7203186963732064,0.3330358602904749,0.4782608695652174
110,gaussian,PDRF,2,220,0.8395484449760764,0.5603373593254471,0.509090909090909
110,gaussian,PDRF,3,230,0.8028426707044489,0.49623831921295675,0.4826086956521739
110,gaussian,PDRF,4,253,0.6771355734566437,0.25626005425831844,0.09486166007905138
110,gaussian,PDRF,5,266,0.8329718527086949,0.7484550429922909,0.6842105263157895
110,gaussian,PDRF,6,237,0.7370558447088467,0.3248168547781234,0.5021097046413502
110,gaussian,RO-PDRF-Lite,1,230,0.7273794073112698,0.38295986913240593,0.47391304347826085
110,gaussian,RO-PDRF-Lite,2,220,0.8547772129186603,0.6110283787744395,0.5363636363636364
110,gaussian,RO-PDRF-Lite,3,230,0.8272802653399669,0.5205951856176658,0.508695652173913
110,gaussian,RO-PDRF-Lite,4,253,0.6917697686928458,0.26720154896773873,0.08695652173913043
110,gaussian,RO-PDRF-Lite,5,266,0.8382366171839856,0.7476212042214009,0.6954887218045113
110,gaussian,RO-PDRF-Lite,6,237,0.7582232732621771,0.35843011137948527,0.5569620253164557
110,gaussian,Lite-CF,1,230,0.7236823130723196,0.3453800288497158,0.47391304347826085
110,gaussian,Lite-CF,2,220,0.8464413875598085,0.5879405397955663,0.5227272727272727
110,gaussian,Lite-CF,3,230,0.8123963515754561,0.511523603495891,0.49130434782608695
110,gaussian,Lite-CF,4,253,0.6811950591214806,0.25916878948834454,0.09486166007905138
110,gaussian,Lite-CF,5,266,0.8335887796414112,0.7479323279534809,0.6842105263157895
110,gaussian,Lite-CF,6,237,0.7485879583196968,0.3331649092583072,0.5189873417721519
110,offset,PDRF,1,230,0.7083315307520369,0.4752881135915141,0.4608695652173913
110,offset,PDRF,2,220,0.916092254784689,0.7449451229946035,0.4954545454545455
110,offset,PDRF,3,230,0.8627009878145504,0.5745400022882557,0.3782608695652174
110,offset,PDRF,4,253,0.6621672641739531,0.2419303709158415,0.02766798418972332
110,offset,PDRF,5,266,0.8500980014137909,0.7700760724184654,0.6127819548872181
110,offset,PDRF,6,237,0.827539123671977,0.4561503388049797,0.9662447257383966
110,offset,RO-PDRF-Lite,1,230,0.7059377027903959,0.5221924419362747,0.4391304347826087
110,offset,RO-PDRF-Lite,2,220,0.9128438995215311,0.760600828731945,0.5227272727272727
110,offset,RO-PDRF-Lite,3,230,0.8780445598096475,0.5909761588124138,0.4608695652173913
110,offset,RO-PDRF-Lite,4,253,0.6556620636888195,0.23997912649996017,0.019762845849802372
110,offset,RO-PDRF-Lite,5,266,0.8550253839727523,0.7660239515034909,0.6278195488721805
110,offset,RO-PDRF-Lite,6,237,0.8432712914770747,0.5019229833208646,0.9704641350210971
110,offset,Lite-CF,1,230,0.7082053500612878,0.49657455503579206,0.4608695652173913
110,offset,Lite-CF,2,220,0.9166791267942584,0.7502863954625394,0.5
110,offset,Lite-CF,3,230,0.8648785060206214,0.574430967508422,0.3869565217391304
110,offset,Lite-CF,4,253,0.6576333365631024,0.2377487628217194,0.02766798418972332
110,offset,Lite-CF,5,266,0.8490794293425872,0.7673661471970518,0.6127819548872181
110,offset,Lite-CF,6,237,0.8309843294165673,0.4584105731493836,0.9662447257383966
110,stuck_at,PDRF,1,230,0.7117582377965246,0.5720853037478323,0.5130434782608696
110,stuck_at,PDRF,2,220,0.902818480861244,0.7451121086128887,0.5772727272727273
110,stuck_at,PDRF,3,230,0.868797317759031,0.6008389663980075,0.5
110,stuck_at,PDRF,4,253,0.6845996812551997,0.2514328800891052,0.03162055335968379
110,stuck_at,PDRF,5,266,0.8430788509735878,0.7772796164794614,0.6203007518796992
110,stuck_at,PDRF,6,237,0.7870078088984139,0.4079217652725783,0.8734177215189873
110,stuck_at,RO-PDRF-Lite,1,230,0.7152840868123154,0.5908428595762483,0.4956521739130435
110,stuck_at,RO-PDRF-Lite,2,220,0.9061004784688996,0.7765385332314924,0.5772727272727273
110,stuck_at,RO-PDRF-Lite,3,230,0.8777849881029635,0.6124089346561675,0.5391304347826087
110,stuck_at,RO-PDRF-Lite,4,253,0.6788796487793144,0.25135294043940437,0.023715415019762844
110,stuck_at,RO-PDRF-Lite,5,266,0.8475997686524002,0.7694244098066687,0.6278195488721805
110,stuck_at,RO-PDRF-Lite,6,237,0.8122785162037282,0.46363998933004946,0.9409282700421941
110,stuck_at,Lite-CF,1,230,0.7112210685701925,0.5843751491319981,0.508695652173913
110,stuck_at,Lite-CF,2,220,0.9038800837320574,0.7497119835970443,0.5772727272727273
110,stuck_at,Lite-CF,3,230,0.8688694210108876,0.5997296813113429,0.5217391304347826
110,stuck_at,Lite-CF,4,253,0.6769117170454962,0.24555189478760148,0.03162055335968379
110,stuck_at,Lite-CF,5,266,0.8427350427350427,0.7744411756505263,0.6203007518796992
110,stuck_at,Lite-CF,6,237,0.7898794002034043,0.4103576270917436,0.8776371308016878
