seed,repeat,features,C,auroc,auprc,brier,threshold
108,4,confidence_entropy_6,5.0,0.7268518518518517,0.7256823826128934,0.20500001762679676,0.875
108,5,confidence_entropy_6,5.0,0.7404684095860566,0.7349764358819438,0.20310097751257447,0.8500000000000001
109,1,confidence_entropy_6,0.01,0.44576719576719576,0.872196631200663,0.24598963902070722,0.9
109,2,confidence_entropy_6,0.01,0.6587301587301588,0.9301451860921367,0.2440990657891394,0.575
109,3,confidence_entropy_6,0.01,0.582010582010582,0.8983710419807316,0.25035327608873265,0.625
109,4,confidence_entropy_6,0.01,0.5773809523809524,0.9039764693501184,0.24703774820602092,0.625
109,5,confidence_entropy_6,0.01,0.4351851851851852,0.8695222762657535,0.24752352619793538,0.575
109,1,confidence_entropy_6,0.05,0.593915343915344,0.9154779895246563,0.23756443614282594,0.65
109,2,confidence_entropy_6,0.05,0.4933862433862434,0.8639910279704321,0.2485842380500411,0.9
109,3,confidence_entropy_6,0.05,0.6084656084656085,0.9071019279683328,0.23405820577253938,0.65
109,4,confidence_entropy_6,0.05,0.6547619047619048,0.9184195242731618,0.2369626206822407,0.65
109,5,confidence_entropy_6,0.05,0.712962962962963,0.9379086532243925,0.23188351024165488,0.675
109,1,confidence_entropy_6,0.1,0.6871693121693122,0.9348287278310706,0.22389039513572304,0.625
109,2,confidence_entropy_6,0.1,0.6587301587301587,0.9317427725409095,0.21973556534093747,0.65
109,3,confidence_entropy_6,0.1,0.5866402116402116,0.8876728612780498,0.23111689328528,0.775
109,4,confidence_entropy_6,0.1,0.7705026455026455,0.9538781268115889,0.21617159378082335,0.625
109,5,confidence_entropy_6,0.1,0.5806878306878307,0.8960812052942456,0.229396468855887,0.9
109,1,confidence_entropy_6,0.5,0.7473544973544974,0.9568925946846686,0.18322345213839447,0.725
109,2,confidence_entropy_6,0.5,0.8366402116402117,0.9727955792505498,0.1737578737534353,0.75
109,3,confidence_entropy_6,0.5,0.8002645502645502,0.9673083470850223,0.1736580501906263,0.725
109,4,confidence_entropy_6,0.5,0.8703703703703703,0.981561896661912,0.16577026140066983,0.625
109,5,confidence_entropy_6,0.5,0.8333333333333333,0.9743325531916536,0.17619845989447488,0.7
109,1,confidence_entropy_6,1.0,0.8214285714285714,0.9702564214653,0.16298734553843475,0.825
109,2,confidence_entropy_6,1.0,0.8373015873015873,0.9753445479688598,0.16248534434993653,0.7
109,3,confidence_entropy_6,1.0,0.8637566137566138,0.9795853268310036,0.1561760836589311,0.725
109,4,confidence_entropy_6,1.0,0.8253968253968255,0.9742118134151834,0.1649517461252974,0.7
109,5,confidence_entropy_6,1.0,0.8187830687830688,0.9714626001426494,0.16548113946149987,0.775
109,1,confidence_entropy_6,5.0,0.8452380952380952,0.9774194656471722,0.15704578430421504,0.775
109,2,confidence_entropy_6,5.0,0.8439153439153438,0.9774042343299144,0.1522195072616868,0.775
109,3,confidence_entropy_6,5.0,0.787037037037037,0.9648206199299468,0.16723430497880762,0.9
109,4,confidence_entropy_6,5.0,0.837962962962963,0.9767646777999544,0.1482677343633948,0.8
109,5,confidence_entropy_6,5.0,0.8048941798941798,0.9697507730228883,0.1595210440041025,0.875
110,1,confidence_entropy_6,0.01,0.6387043189368771,0.6943571735767763,0.24048136645955567,0.6
110,2,confidence_entropy_6,0.01,0.6104651162790697,0.6696885154276273,0.244845782618301,0.6
110,3,confidence_entropy_6,0.01,0.6536544850498338,0.7148085791429308,0.2411870905915842,0.625
110,4,confidence_entropy_6,0.01,0.5818106312292359,0.6314038837573862,0.24580183766738348,0.65
110,5,confidence_entropy_6,0.01,0.6391196013289037,0.7111707099822567,0.2426512589958528,0.575
110,1,confidence_entropy_6,0.05,0.6843853820598007,0.7173548888555751,0.2316857707644323,0.9
110,2,confidence_entropy_6,0.05,0.6096345514950166,0.6439531797584942,0.24393394411068928,0.825
110,3,confidence_entropy_6,0.05,0.6586378737541528,0.7061492976406132,0.23572003738690447,0.775
110,4,confidence_entropy_6,0.05,0.6897840531561462,0.7475635656338268,0.23011524224154278,0.675
110,5,confidence_entropy_6,0.05,0.6303986710963455,0.6708878220179867,0.23985243598476266,0.675
110,1,confidence_entropy_6,0.1,0.6644518272425249,0.685511644438084,0.23468379114495339,0.9
110,2,confidence_entropy_6,0.1,0.6661129568106311,0.7167622538926969,0.23449067762192174,0.7
