seed,repeat,fold,feature,standardized_coefficient
101,9,4,base_consensus_agreement,0.7968130608057711
101,9,4,recovery_consensus_agreement,0.05948626133091428
101,9,4,removal_fraction,-0.004554606100677882
101,9,5,base_confidence,0.02501661760376854
101,9,5,recovery_confidence,0.3672085139421605
101,9,5,confidence_delta,0.2836158150325676
101,9,5,base_entropy,-0.24983084727714466
101,9,5,recovery_entropy,-0.06806895082687721
101,9,5,entropy_delta,0.24841985855258392
101,9,5,base_recovery_js,1.1728021319601962
101,9,5,base_consensus_js,-0.35608962501637853
101,9,5,recovery_consensus_js,0.6414188336208875
101,9,5,base_consensus_agreement,0.6283971867322318
101,9,5,recovery_consensus_agreement,0.13857724748658393
101,9,5,removal_fraction,-0.28864500789106545
101,10,1,base_confidence,-0.060091479011648734
101,10,1,recovery_confidence,0.35722270689582497
101,10,1,confidence_delta,0.3430699730632727
101,10,1,base_entropy,-0.30657736362138754
101,10,1,recovery_entropy,-0.126370269750617
101,10,1,entropy_delta,0.2275608068679158
101,10,1,base_recovery_js,1.307776266801586
101,10,1,base_consensus_js,-0.12229944724623204
101,10,1,recovery_consensus_js,0.585260598663688
101,10,1,base_consensus_agreement,0.7948246705163075
101,10,1,recovery_consensus_agreement,0.13812718484330133
101,10,1,removal_fraction,-0.36823615427592865
101,10,2,base_confidence,-0.13002142599902075
101,10,2,recovery_confidence,0.39781026371975586
101,10,2,confidence_delta,0.45927252307830807
101,10,2,base_entropy,-0.41111721396937206
101,10,2,recovery_entropy,-0.14154071809577784
101,10,2,entropy_delta,0.356417466845673
101,10,2,base_recovery_js,1.1130359822318945
101,10,2,base_consensus_js,-0.2800429069554422
101,10,2,recovery_consensus_js,0.6382454613040776
101,10,2,base_consensus_agreement,0.4831195468312153
101,10,2,recovery_consensus_agreement,-0.058414969309497036
101,10,2,removal_fraction,-0.2754132281764979
101,10,3,base_confidence,-0.1111442189629129
101,10,3,recovery_confidence,0.5433896368611543
101,10,3,confidence_delta,0.5480045371702245
101,10,3,base_entropy,-0.4109235366004516
101,10,3,recovery_entropy,0.0835647081517783
101,10,3,entropy_delta,0.6035426243088612
101,10,3,base_recovery_js,1.3095933555032382
101,10,3,base_consensus_js,-0.29845079988028406
101,10,3,recovery_consensus_js,0.6761819334699026
101,10,3,base_consensus_agreement,0.5937046839770718
101,10,3,recovery_consensus_agreement,0.002306822012336932
101,10,3,removal_fraction,-0.2861712744541878
101,10,4,base_confidence,0.03938523245495787
101,10,4,recovery_confidence,0.5046763973551885
101,10,4,confidence_delta,0.411084171865267
101,10,4,base_entropy,-0.4333533048814254
101,10,4,recovery_entropy,-0.24172495465792465
101,10,4,entropy_delta,0.22982460220691417
101,10,4,base_recovery_js,0.4285976464315851
101,10,4,base_consensus_js,0.8339155085489116
101,10,4,recovery_consensus_js,1.1537643906968156
101,10,4,base_consensus_agreement,0.8320346466140667
101,10,4,recovery_consensus_agreement,0.2838142963494552
101,10,4,removal_fraction,0.007218331967289706
101,10,5,base_confidence,-0.2302273492487922
101,10,5,recovery_confidence,0.3533330779595321
101,10,5,confidence_delta,0.4889832772715712
101,10,5,base_entropy,-0.5392856155219827
101,10,5,recovery_entropy,-0.12279963976058073
