mixture,test_mechanism,seed,threshold,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
gaussian_70pct,stuck_at,109,0.9,Conditional Lite-CF,2.0,1436,36,0,0.0,13,0,1.0,0.0,0.4533426183844011,0.0,1.0,0.0,0.4533426183844011,0.8114678284655197,0.5619192841138625,3.089211216796359,0.8739551790792238,0.37497405178477144,0.371357297503948,0.14994721832936622
offset_70pct,gaussian,109,0.775,Conditional Lite-CF,2.0,1436,49,0,0.0,27,0,1.0,0.0,0.49025069637883006,0.0,1.0,0.0,0.49025069637883006,0.7946309056950015,0.49956132128490155,3.306289404238984,0.8351273882766315,0.3521677939536026,0.3520142153373124,0.13162466049646038
offset_70pct,offset,109,0.775,Conditional Lite-CF,2.0,1436,49,0,0.0,20,0,1.0,0.0,0.46657381615598886,0.0,1.0,0.0,0.46657381615598886,0.8248421097870898,0.5788365310941805,3.1141334173030373,0.8604963756771641,0.37824058027681895,0.37730642761551725,0.14832526277659863
offset_70pct,drift,109,0.775,Conditional Lite-CF,2.0,1436,43,0,0.0,22,0,1.0,0.0,0.5215877437325905,0.0,1.0,0.0,0.5215877437325905,0.8344637890281148,0.6022905049932263,2.720143281923304,0.7753035340437648,0.3298695477200432,0.32901751706360066,0.1309747214764044
offset_70pct,stuck_at,109,0.775,Conditional Lite-CF,2.0,1436,36,0,0.0,13,0,1.0,0.0,0.4533426183844011,0.0,1.0,0.0,0.4533426183844011,0.8114678284655197,0.5619192841138625,3.089211216796359,0.8739551790792238,0.37497405178477144,0.371357297503948,0.14994721832936622
drift_70pct,gaussian,109,0.525,Conditional Lite-CF,2.0,1436,49,16,0.32653061224489793,27,8,0.7037037037037037,0.30013927576601673,0.4958217270194986,55.710306406685234,1.0,55.710306406685234,0.4958217270194986,0.798126695392715,0.5059482301509896,3.233155188542286,0.8296606514706139,0.36730720231626934,0.3667840894974214,0.12994550203929497
drift_70pct,offset,109,0.525,Conditional Lite-CF,2.0,1436,49,12,0.24489795918367346,20,1,0.95,0.2618384401114206,0.4742339832869081,76.6016713091922,1.0,76.6016713091922,0.4742339832869081,0.8265355528838052,0.5798837543696768,3.0985410916842944,0.8644170195148834,0.3893296086494231,0.38741823620431004,0.14804379384581415
drift_70pct,drift,109,0.525,Conditional Lite-CF,2.0,1436,43,12,0.27906976744186046,22,4,0.8181818181818181,0.2736768802228412,0.5271587743732591,55.710306406685234,1.0,55.710306406685234,0.5271587743732591,0.8363684448115865,0.6042481319675772,2.7142793387601025,0.77633013469653,0.3400051034773929,0.3387711375211003,0.13052360410644662
drift_70pct,stuck_at,109,0.525,Conditional Lite-CF,2.0,1436,36,8,0.2222222222222222,13,2,0.8461538461538461,0.3447075208913649,0.4575208913649025,41.78272980501393,1.0,41.78272980501393,0.4575208913649025,0.8146358263079074,0.563579949521212,3.0680634648762672,0.8714058479009384,0.3847332821214212,0.38374547817140875,0.14710999027322236
stuck_at_70pct,gaussian,109,0.625,Conditional Lite-CF,2.0,1436,49,3,0.061224489795918366,27,0,1.0,0.7033426183844012,0.4923398328690808,20.891364902506965,1.0,20.891364902506965,0.4923398328690808,0.8034949757018918,0.5131240430177842,3.0578259588568253,0.8220364485143334,0.3535773617066563,0.35342378309036615,0.12949666606805785
stuck_at_70pct,offset,109,0.625,Conditional Lite-CF,2.0,1436,49,0,0.0,20,2,0.9,0.6880222841225627,0.46518105849582175,-13.927576601671309,1.0,-13.927576601671309,0.46518105849582175,0.8291410218606355,0.583900990430048,3.023277274343636,0.8597792867664805,0.3844458229192528,0.3835116702579511,0.1489664129249295
stuck_at_70pct,drift,109,0.625,Conditional Lite-CF,2.0,1436,43,0,0.0,22,0,1.0,0.7228412256267409,0.5215877437325905,0.0,1.0,0.0,0.5215877437325905,0.8386351380073734,0.6053841505593661,2.6389272819049,0.7742279575385121,0.3336696459992827,0.33281761534284,0.1303010527737341
stuck_at_70pct,stuck_at,109,0.625,Conditional Lite-CF,2.0,1436,36,0,0.0,13,0,1.0,0.6664345403899722,0.4533426183844011,0.0,1.0,0.0,0.4533426183844011,0.8167422457438475,0.5690589587396019,3.0321543463679355,0.8717278930979073,0.3816559969520612,0.3780392426712376,0.14938298272019337
uniform,gaussian,110,0.675,Conditional Lite-CF,2.0,1436,42,2,0.047619047619047616,17,2,0.8823529411764706,0.04874651810584958,0.4582172701949861,0.0,1.0,0.0,0.4582172701949861,0.769025089591043,0.4542373347260245,3.550003014366204,0.8949486068938329,0.3898190939747542,0.3898190939747542,0.1403456118436153
uniform,offset,110,0.675,Conditional Lite-CF,2.0,1436,32,0,0.0,9,0,1.0,0.006267409470752089,0.4881615598885794,0.0,1.0,0.0,0.4881615598885794,0.804562293294027,0.5449429957710797,3.381741410408291,0.9046697429228681,0.39692139832884865,0.39692139832884854,0.15635825818159213
uniform,drift,110,0.675,Conditional Lite-CF,2.0,1436,17,1,0.058823529411764705,4,0,1.0,0.009749303621169917,0.5243732590529248,6.963788300835654,1.0,6.963788300835654,0.5243732590529248,0.8110295033300425,0.5640073063495226,3.1019136691475437,0.8428867068523216,0.36032121936373607,0.35885665673897876,0.1434481009880493
uniform,stuck_at,110,0.675,Conditional Lite-CF,2.0,1436,32,1,0.03125,11,0,1.0,0.010445682451253482,0.516016713091922,6.963788300835654,1.0,6.963788300835654,0.516016713091922,0.7996330896919375,0.5593344284172544,2.927775645421843,0.8376958571589693,0.3412599099699516,0.3373819156348478,0.14041078679594077
gaussian_70pct,gaussian,110,0.55,Conditional Lite-CF,2.0,1436,42,19,0.4523809523809524,17,6,0.6470588235294117,0.8426183844011143,0.4672701949860724,90.5292479108635,1.0,90.5292479108635,0.4672701949860724,0.7807236192628371,0.47597078940766036,3.1814666434175343,0.8582878229474343,0.3651463670333853,0.3635417251563123,0.13229309603294992
gaussian_70pct,offset,110,0.55,Conditional Lite-CF,2.0,1436,32,9,0.28125,9,0,1.0,0.8697771587743732,0.49442896935933145,62.674094707520894,1.0,62.674094707520894,0.49442896935933145,0.8100421858699688,0.564337755746942,3.161311922907126,0.8848727331015244,0.3864141998785561,0.3864141998785561,0.15335230341727854
gaussian_70pct,drift,110,0.55,Conditional Lite-CF,2.0,1436,17,2,0.11764705882352941,4,0,1.0,0.8920612813370473,0.5250696378830083,13.927576601671309,1.0,13.927576601671309,0.5250696378830083,0.8143835042595384,0.5787792957451993,2.929712761906935,0.8326939852387749,0.35547869059278925,0.35547869059278925,0.14171516270243315
gaussian_70pct,stuck_at,110,0.55,Conditional Lite-CF,2.0,1436,32,9,0.28125,11,1,0.9090909090909091,0.834958217270195,0.520891364902507,55.710306406685234,1.0,55.710306406685234,0.520891364902507,0.805223472421578,0.5749925159983188,2.7681558169606624,0.8196752478239062,0.3305806023968929,0.3282838446777575,0.1368953300177644
offset_70pct,gaussian,110,0.6,Conditional Lite-CF,2.0,1436,42,5,0.11904761904761904,17,4,0.7647058823529411,0.052924791086350974,0.45891364902506965,6.963788300835654,1.0,6.963788300835654,0.45891364902506965,0.7693487912439508,0.4548541119252152,3.546376725886084,0.8918052975122667,0.3868110978828907,0.3868110978828908,0.13975680458649165
offset_70pct,offset,110,0.6,Conditional Lite-CF,2.0,1436,32,1,0.03125,9,0,1.0,0.005571030640668524,0.48885793871866295,6.963788300835654,1.0,6.963788300835654,0.48885793871866295,0.8045418869910773,0.5448991707352498,3.3822058733039913,0.9049304084830262,0.39713584941979113,0.3963767821206715,0.15646644019179348
offset_70pct,drift,110,0.6,Conditional Lite-CF,2.0,1436,17,1,0.058823529411764705,4,0,1.0,0.008356545961002786,0.5243732590529248,6.963788300835654,1.0,6.963788300835654,0.5243732590529248,0.8110170812942549,0.5639602938749438,3.1021205052932994,0.8429394027874572,0.3603312671863289,0.35886670456157166,0.14344810308809453
offset_70pct,stuck_at,110,0.6,Conditional Lite-CF,2.0,1436,32,4,0.125,11,0,1.0,0.013231197771587743,0.5181058495821727,27.855153203342617,1.0,27.855153203342617,0.5181058495821727,0.799700967131897,0.5600989528003907,2.9210108695030996,0.8334348712738621,0.3379403701296011,0.3337735091708658,0.13970476949944682
drift_70pct,gaussian,110,0.9,Conditional Lite-CF,2.0,1436,42,3,0.07142857142857142,17,1,0.9411764705882353,0.4832869080779944,0.4596100278551532,13.927576601671309,1.0,13.927576601671309,0.4596100278551532,0.7770960077407961,0.46834414457147044,3.266696408296193,0.8781601733215744,0.38538216587679924,0.38338915341125557,0.13783298056296203
drift_70pct,offset,110,0.9,Conditional Lite-CF,2.0,1436,32,0,0.0,9,0,1.0,0.5132311977715878,0.4881615598885794,0.0,1.0,0.0,0.4881615598885794,0.8097491906459554,0.5625393447848646,3.2240177519786197,0.8970358970705378,0.3933008052101049,0.3933008052101047,0.1554228239289873
drift_70pct,drift,110,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,4,0,1.0,0.4881615598885794,0.5236768802228412,0.0,1.0,0.0,0.5236768802228412,0.8155031685834352,0.5781282469497885,2.9688554292254565,0.837737977396416,0.35695129135883186,0.3569512913588319,0.14236846168462855
drift_70pct,stuck_at,110,0.9,Conditional Lite-CF,2.0,1436,32,3,0.09375,11,0,1.0,0.38579387186629527,0.5174094707520891,20.891364902506965,1.0,20.891364902506965,0.5174094707520891,0.8031670120853226,0.5705910936880965,2.822891510479457,0.8280136004449637,0.3361865129074373,0.331967962512422,0.13889717356445058
stuck_at_70pct,gaussian,110,0.9,Conditional Lite-CF,2.0,1436,42,0,0.0,17,0,1.0,0.0,0.4582172701949861,0.0,1.0,0.0,0.4582172701949861,0.7683560459117124,0.4528273592935652,3.591721892378287,0.9051946341401579,0.40152676314365654,0.3990351119046676,0.1430592344419417
stuck_at_70pct,offset,110,0.9,Conditional Lite-CF,2.0,1436,32,0,0.0,9,0,1.0,0.0,0.4881615598885794,0.0,1.0,0.0,0.4881615598885794,0.8044933361173189,0.544678910638298,3.385239300851796,0.906037663339285,0.39811232915418554,0.3981123291541856,0.1564350588641256
stuck_at_70pct,drift,110,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,4,0,1.0,0.0,0.5236768802228412,0.0,1.0,0.0,0.5236768802228412,0.8107584827050519,0.5629500006583639,3.109274677835319,0.84511340274831,0.3614105681492358,0.3614105681492358,0.14337342485895244
stuck_at_70pct,stuck_at,110,0.9,Conditional Lite-CF,2.0,1436,32,0,0.0,11,0,1.0,0.0,0.5153203342618384,0.0,1.0,0.0,0.5153203342618384,0.7996767295906668,0.5591117734333121,2.933624583325911,0.8399774439348874,0.343922609569857,0.33970405917484164,0.14089648509890382
