seed,fault_type,method,subset,n,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
106,gaussian,RO-PDRF-Lite,endpoint_class_agreement,1315,0.49961977186311785,0.8068189983983839,0.5327231535370291,3.2274409685298453,0.828160724457088,0.37606386910112577,0.37600525000933,0.13160757227156247
106,gaussian,RO-PDRF-Lite,endpoint_class_disagreement,121,0.3140495867768595,0.6281470894252411,0.33052101005682805,3.244728357865328,0.9299760901494588,0.2358179922301756,0.2641732541946776,0.15735575507220537
106,gaussian,Lite-CF,endpoint_class_agreement,1315,0.49961977186311785,0.8061632316630599,0.5313569761933575,3.2484405637264127,0.8306739056168323,0.37581117424058297,0.3747884460335215,0.13245661626946298
106,gaussian,Lite-CF,endpoint_class_disagreement,121,0.2231404958677686,0.6314712098530803,0.3147667602837472,3.4451742396697296,0.9770024808932968,0.32570354354848613,0.3257035435484862,0.17543975856540905
106,offset,PDRF,endpoint_class_agreement,1375,0.5229090909090909,0.8422028976051785,0.6021449763541357,2.65203477191983,0.8013789367817343,0.3520055136344834,0.3520055136344834,0.13234067800298685
106,offset,PDRF,endpoint_class_disagreement,61,0.16393442622950818,0.6405513929204479,0.34305978567354584,3.300366734732096,0.9726326677154606,0.3974871627388239,0.40310213452632876,0.18710882141715077
106,offset,RO-PDRF-Lite,endpoint_class_agreement,1375,0.5229090909090909,0.8404285328085681,0.6068632803560207,2.5066713524396302,0.7738595449160267,0.3343406943043945,0.33344404524966986,0.1263432377750919
106,offset,RO-PDRF-Lite,endpoint_class_disagreement,61,0.36065573770491804,0.6493573151071725,0.4141040505450811,3.112603173488627,0.9117282914292159,0.1661829722457043,0.198993070949835,0.17751043943460434
106,offset,Lite-CF,endpoint_class_agreement,1375,0.5229090909090909,0.8411941334988154,0.6066761626571258,2.5091012766227783,0.772627544645657,0.33230131475250624,0.3323013147525062,0.12668107066050294
106,offset,Lite-CF,endpoint_class_disagreement,61,0.18032786885245902,0.6463047189858447,0.3768158439185711,3.147881151515164,0.9457999613058102,0.3578855725224771,0.362496943876545,0.18406746625431034
