run_id,seed,fault_type,prevalence,stream,method,metric,value,n
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,accuracy,0.5909090909090909,88
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,macro_f1,0.5416340245775729,88
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,macro_auroc,0.8706965929851959,88
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,macro_auprc,0.6558958541024116,88
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,nll,1.8971185364856706,88
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,brier,0.6457445348734848,88
CEE-CF10-R2,101,offset,0.1,assigned_but_masked,SR-PDRF-Safe-CF,ece15,0.32278820601376623,88
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,accuracy,0.5810776625347837,3953
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,macro_f1,0.5580395576445206,3953
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,macro_auroc,0.8653617110913437,3953
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,macro_auprc,0.6454882205333592,3953
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,nll,1.8800804105358386,3953
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,brier,0.6525599582031799,3953
CEE-CF10-R2,101,offset,0.1,unaffected,PDRF,ece15,0.2559017827246661,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,accuracy,0.5742474070326334,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,macro_f1,0.552348400989901,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,macro_auroc,0.8602120150922721,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,macro_auprc,0.6286927085542865,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,nll,1.784214882897615,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,brier,0.6568123377067976,3953
CEE-CF10-R2,101,offset,0.1,unaffected,RO-PDRF-Full,ece15,0.24577301729337614,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,accuracy,0.5798128004047559,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,macro_f1,0.5567030936016742,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,macro_auroc,0.8649367829714043,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,macro_auprc,0.635513329510078,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,nll,1.771098084286187,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,brier,0.6522611566304184,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Balanced-CF,ece15,0.24904979562234675,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,accuracy,0.5800657728307614,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,macro_f1,0.5570035471043321,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,macro_auroc,0.8655232523928978,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,macro_auprc,0.6412202075356455,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,nll,1.8023108942010928,3953
CEE-CF10-R2,101,offset,0.1,unaffected,SR-PDRF-Safe-CF,brier,0.6523055016696281,3953
