method,seed,subset,metric,value,n
RO-PDRF-EMA,106,affected,nll,2.64330347002512,1765
RO-PDRF-EMA,106,affected,brier,0.8046343011045303,1765
RO-PDRF-EMA,106,affected,ece15,0.34443315071694913,1765
RO-PDRF-EMA,106,unaffected,accuracy,0.6006156213928434,2599
RO-PDRF-EMA,106,unaffected,macro_f1,0.5702060786203872,2599
RO-PDRF-EMA,106,unaffected,macro_auroc,0.8598762992071659,2599
RO-PDRF-EMA,106,unaffected,macro_auprc,0.6307306584725213,2599
RO-PDRF-EMA,106,unaffected,nll,1.939117870285588,2599
RO-PDRF-EMA,106,unaffected,brier,0.6315456598754374,2599
RO-PDRF-EMA,106,unaffected,ece15,0.2543929568869923,2599
RO-PDRF-EMA,107,all,accuracy,0.5678276810265811,4364
RO-PDRF-EMA,107,all,macro_f1,0.5364566346288325,4364
RO-PDRF-EMA,107,all,macro_auroc,0.8439345063169968,4364
RO-PDRF-EMA,107,all,macro_auprc,0.601972136768013,4364
RO-PDRF-EMA,107,all,nll,1.7510348609759359,4364
RO-PDRF-EMA,107,all,brier,0.6481997949069767,4364
RO-PDRF-EMA,107,all,ece15,0.2255899891612401,4364
RO-PDRF-EMA,107,affected,accuracy,0.488385269121813,1765
RO-PDRF-EMA,107,affected,macro_f1,0.4650976065385399,1765
RO-PDRF-EMA,107,affected,macro_auroc,0.8086627228025253,1765
RO-PDRF-EMA,107,affected,macro_auprc,0.5368252442276333,1765
RO-PDRF-EMA,107,affected,nll,2.1640963513900213,1765
RO-PDRF-EMA,107,affected,brier,0.7730341802994769,1765
RO-PDRF-EMA,107,affected,ece15,0.30230717981503297,1765
RO-PDRF-EMA,107,unaffected,accuracy,0.6217776067718354,2599
RO-PDRF-EMA,107,unaffected,macro_f1,0.5818906836266403,2599
RO-PDRF-EMA,107,unaffected,macro_auroc,0.8715117331450352,2599
RO-PDRF-EMA,107,unaffected,macro_auprc,0.6570688910054001,2599
RO-PDRF-EMA,107,unaffected,nll,1.4705217672549424,2599
RO-PDRF-EMA,107,unaffected,brier,0.563423846381481,2599
RO-PDRF-EMA,107,unaffected,ece15,0.17349084243952378,2599
RO-PDRF-EMA,108,all,accuracy,0.5712648945921174,4364
RO-PDRF-EMA,108,all,macro_f1,0.5488148263702667,4364
RO-PDRF-EMA,108,all,macro_auroc,0.847225881575917,4364
RO-PDRF-EMA,108,all,macro_auprc,0.5991161529420641,4364
RO-PDRF-EMA,108,all,nll,2.1914045059334644,4364
RO-PDRF-EMA,108,all,brier,0.6966748027243375,4364
RO-PDRF-EMA,108,all,ece15,0.2867740315652353,4364
RO-PDRF-EMA,108,affected,accuracy,0.515014164305949,1765
RO-PDRF-EMA,108,affected,macro_f1,0.5085302693264783,1765
RO-PDRF-EMA,108,affected,macro_auroc,0.8164352623785903,1765
RO-PDRF-EMA,108,affected,macro_auprc,0.545337722743453,1765
RO-PDRF-EMA,108,affected,nll,2.581641286818494,1765
RO-PDRF-EMA,108,affected,brier,0.7939984899378649,1765
RO-PDRF-EMA,108,affected,ece15,0.34013363975641075,1765
RO-PDRF-EMA,108,unaffected,accuracy,0.6094651789149673,2599
RO-PDRF-EMA,108,unaffected,macro_f1,0.5747999654897498,2599
RO-PDRF-EMA,108,unaffected,macro_auroc,0.8688326345826699,2599
RO-PDRF-EMA,108,unaffected,macro_auprc,0.6421784137108363,2599
RO-PDRF-EMA,108,unaffected,nll,1.9263918401919957,2599
RO-PDRF-EMA,108,unaffected,brier,0.6305815715077635,2599
RO-PDRF-EMA,108,unaffected,ece15,0.2511665019657851,2599
RO-PDRF-EMA,109,all,accuracy,0.5818056828597616,4364
RO-PDRF-EMA,109,all,macro_f1,0.5646653867139433,4364
RO-PDRF-EMA,109,all,macro_auroc,0.851514206524687,4364
RO-PDRF-EMA,109,all,macro_auprc,0.5930554282264149,4364
RO-PDRF-EMA,109,all,nll,2.1880996302969455,4364
RO-PDRF-EMA,109,all,brier,0.6808493617250715,4364
RO-PDRF-EMA,109,all,ece15,0.28448606946264027,4364
RO-PDRF-EMA,109,affected,accuracy,0.5189801699716714,1765
RO-PDRF-EMA,109,affected,macro_f1,0.5152712724406111,1765
RO-PDRF-EMA,109,affected,macro_auroc,0.8146888460660255,1765
RO-PDRF-EMA,109,affected,macro_auprc,0.5316946092469186,1765
RO-PDRF-EMA,109,affected,nll,2.715299440022232,1765
RO-PDRF-EMA,109,affected,brier,0.7905263348426395,1765
RO-PDRF-EMA,109,affected,ece15,0.3360787181611102,1765
RO-PDRF-EMA,109,unaffected,accuracy,0.6244709503655252,2599
RO-PDRF-EMA,109,unaffected,macro_f1,0.592137242925176,2599
RO-PDRF-EMA,109,unaffected,macro_auroc,0.8792246726881748,2599
RO-PDRF-EMA,109,unaffected,macro_auprc,0.644674086542616,2599
RO-PDRF-EMA,109,unaffected,nll,1.8300743651314468,2599
RO-PDRF-EMA,109,unaffected,brier,0.6063669232670078,2599
RO-PDRF-EMA,109,unaffected,ece15,0.2494491100678218,2599
RO-PDRF-EMA,110,all,accuracy,0.5357470210815766,4364
RO-PDRF-EMA,110,all,macro_f1,0.5124385347152639,4364
RO-PDRF-EMA,110,all,macro_auroc,0.8247317279541683,4364
RO-PDRF-EMA,110,all,macro_auprc,0.5591043626302988,4364
RO-PDRF-EMA,110,all,nll,2.1725625580993686,4364
RO-PDRF-EMA,110,all,brier,0.7305752713834327,4364
RO-PDRF-EMA,110,all,ece15,0.2904288585269593,4364
RO-PDRF-EMA,110,affected,accuracy,0.48441926345609065,1765
RO-PDRF-EMA,110,affected,macro_f1,0.46760561999072686,1765
RO-PDRF-EMA,110,affected,macro_auroc,0.7888677699150793,1765
RO-PDRF-EMA,110,affected,macro_auprc,0.4982349902662724,1765
RO-PDRF-EMA,110,affected,nll,2.632400840432517,1765
RO-PDRF-EMA,110,affected,brier,0.8377165671459855,1765
RO-PDRF-EMA,110,affected,ece15,0.34152498398894293,1765
RO-PDRF-EMA,110,unaffected,accuracy,0.5706040784917276,2599
RO-PDRF-EMA,110,unaffected,macro_f1,0.5409123970304356,2599
RO-PDRF-EMA,110,unaffected,macro_auroc,0.8511817872254892,2599
RO-PDRF-EMA,110,unaffected,macro_auprc,0.6083734452840809,2599
RO-PDRF-EMA,110,unaffected,nll,1.8602830012244145,2599
RO-PDRF-EMA,110,unaffected,brier,0.657814830051803,2599
RO-PDRF-EMA,110,unaffected,ece15,0.25572910361356027,2599
