seed,method,fault,true_class,pred_class,count
104,EF,linear_drift,1,2,1
104,EF,linear_drift,1,3,0
104,EF,linear_drift,1,4,31
104,EF,linear_drift,1,5,62
104,EF,linear_drift,1,6,185
104,EF,linear_drift,2,1,142
104,EF,linear_drift,2,2,360
104,EF,linear_drift,2,3,62
104,EF,linear_drift,2,4,5
104,EF,linear_drift,2,5,50
104,EF,linear_drift,2,6,66
104,EF,linear_drift,3,1,105
104,EF,linear_drift,3,2,10
104,EF,linear_drift,3,3,533
104,EF,linear_drift,3,4,1
104,EF,linear_drift,3,5,29
104,EF,linear_drift,3,6,62
104,EF,linear_drift,4,1,183
104,EF,linear_drift,4,2,5
104,EF,linear_drift,4,3,5
104,EF,linear_drift,4,4,102
104,EF,linear_drift,4,5,45
104,EF,linear_drift,4,6,368
104,EF,linear_drift,5,1,16
104,EF,linear_drift,5,2,4
104,EF,linear_drift,5,3,69
104,EF,linear_drift,5,4,8
104,EF,linear_drift,5,5,548
104,EF,linear_drift,5,6,176
104,EF,linear_drift,6,1,185
104,EF,linear_drift,6,2,0
104,EF,linear_drift,6,3,0
104,EF,linear_drift,6,4,32
104,EF,linear_drift,6,5,15
104,EF,linear_drift,6,6,487
104,EF,stuck_at,1,1,424
104,EF,stuck_at,1,2,1
104,EF,stuck_at,1,3,0
104,EF,stuck_at,1,4,60
104,EF,stuck_at,1,5,74
104,EF,stuck_at,1,6,132
104,EF,stuck_at,2,1,134
104,EF,stuck_at,2,2,386
104,EF,stuck_at,2,3,40
104,EF,stuck_at,2,4,16
104,EF,stuck_at,2,5,68
104,EF,stuck_at,2,6,41
104,EF,stuck_at,3,1,103
104,EF,stuck_at,3,2,13
104,EF,stuck_at,3,3,542
104,EF,stuck_at,3,4,7
104,EF,stuck_at,3,5,36
104,EF,stuck_at,3,6,39
104,EF,stuck_at,4,1,271
104,EF,stuck_at,4,2,5
104,EF,stuck_at,4,3,4
104,EF,stuck_at,4,4,145
104,EF,stuck_at,4,5,63
104,EF,stuck_at,4,6,220
104,EF,stuck_at,5,1,40
104,EF,stuck_at,5,2,8
104,EF,stuck_at,5,3,74
104,EF,stuck_at,5,4,17
104,EF,stuck_at,5,5,553
104,EF,stuck_at,5,6,129
104,EF,stuck_at,6,1,239
104,EF,stuck_at,6,2,0
104,EF,stuck_at,6,3,0
104,EF,stuck_at,6,4,78
104,EF,stuck_at,6,5,26
104,EF,stuck_at,6,6,376
104,EF,clipping,1,1,435
104,EF,clipping,1,2,1
104,EF,clipping,1,3,0
104,EF,clipping,1,4,48
104,EF,clipping,1,5,85
104,EF,clipping,1,6,122
104,EF,clipping,2,1,102
104,EF,clipping,2,2,460
104,EF,clipping,2,3,33
104,EF,clipping,2,4,8
104,EF,clipping,2,5,54
104,EF,clipping,2,6,28
104,EF,clipping,3,1,112
104,EF,clipping,3,2,21
104,EF,clipping,3,3,548
104,EF,clipping,3,4,2
104,EF,clipping,3,5,37
104,EF,clipping,3,6,20
104,EF,clipping,4,1,292
104,EF,clipping,4,2,15
104,EF,clipping,4,3,12
104,EF,clipping,4,4,143
104,EF,clipping,4,5,75
104,EF,clipping,4,6,171
104,EF,clipping,5,1,41
104,EF,clipping,5,2,6
104,EF,clipping,5,3,69
104,EF,clipping,5,4,13
104,EF,clipping,5,5,567
104,EF,clipping,5,6,125
104,EF,clipping,6,1,285
104,EF,clipping,6,2,7
104,EF,clipping,6,3,0
104,EF,clipping,6,4,83
104,EF,clipping,6,5,28
104,EF,clipping,6,6,316
104,EF,correlated_dual,1,1,383
104,EF,correlated_dual,1,2,29
104,EF,correlated_dual,1,3,19
104,EF,correlated_dual,1,4,49
104,EF,correlated_dual,1,5,86
104,EF,correlated_dual,1,6,125
104,EF,correlated_dual,2,1,126
104,EF,correlated_dual,2,2,354
104,EF,correlated_dual,2,3,63
104,EF,correlated_dual,2,4,37
104,EF,correlated_dual,2,5,69
104,EF,correlated_dual,2,6,36
104,EF,correlated_dual,3,1,142
104,EF,correlated_dual,3,2,46
104,EF,correlated_dual,3,3,462
104,EF,correlated_dual,3,4,13
104,EF,correlated_dual,3,5,51
104,EF,correlated_dual,3,6,26
104,EF,correlated_dual,4,1,258
104,EF,correlated_dual,4,2,37
104,EF,correlated_dual,4,3,31
104,EF,correlated_dual,4,4,114
104,EF,correlated_dual,4,5,97
104,EF,correlated_dual,4,6,171
104,EF,correlated_dual,5,1,67
104,EF,correlated_dual,5,2,11
104,EF,correlated_dual,5,3,83
104,EF,correlated_dual,5,4,25
104,EF,correlated_dual,5,5,508
104,EF,correlated_dual,5,6,127
104,EF,correlated_dual,6,1,239
104,EF,correlated_dual,6,2,28
104,EF,correlated_dual,6,3,32
104,EF,correlated_dual,6,4,70
104,EF,correlated_dual,6,5,69
104,EF,correlated_dual,6,6,281
105,EF,natural,1,1,378
105,EF,natural,1,2,0
105,EF,natural,1,3,0
105,EF,natural,1,4,47
105,EF,natural,1,5,100
105,EF,natural,1,6,166
105,EF,natural,2,1,30
105,EF,natural,2,2,586
105,EF,natural,2,3,9
105,EF,natural,2,4,0
105,EF,natural,2,5,56
105,EF,natural,2,6,4
105,EF,natural,3,1,94
105,EF,natural,3,2,21
105,EF,natural,3,3,575
105,EF,natural,3,4,0
105,EF,natural,3,5,45
105,EF,natural,3,6,5
105,EF,natural,4,1,229
105,EF,natural,4,2,0
105,EF,natural,4,3,43
105,EF,natural,4,4,104
105,EF,natural,4,5,121
105,EF,natural,4,6,211
105,EF,natural,5,1,2
105,EF,natural,5,2,0
105,EF,natural,5,3,62
105,EF,natural,5,4,0
105,EF,natural,5,5,643
105,EF,natural,5,6,114
105,EF,natural,6,1,196
105,EF,natural,6,2,0
105,EF,natural,6,3,0
105,EF,natural,6,4,14
105,EF,natural,6,5,29
105,EF,natural,6,6,480
105,EF,silent_gaussian,1,1,364
105,EF,silent_gaussian,1,2,14
105,EF,silent_gaussian,1,3,19
105,EF,silent_gaussian,1,4,57
105,EF,silent_gaussian,1,5,94
105,EF,silent_gaussian,1,6,143
105,EF,silent_gaussian,2,1,112
105,EF,silent_gaussian,2,2,396
105,EF,silent_gaussian,2,3,75
105,EF,silent_gaussian,2,4,17
105,EF,silent_gaussian,2,5,56
105,EF,silent_gaussian,2,6,29
105,EF,silent_gaussian,3,1,96
105,EF,silent_gaussian,3,2,40
105,EF,silent_gaussian,3,3,524
105,EF,silent_gaussian,3,4,12
105,EF,silent_gaussian,3,5,38
105,EF,silent_gaussian,3,6,30
105,EF,silent_gaussian,4,1,226
105,EF,silent_gaussian,4,2,16
105,EF,silent_gaussian,4,3,61
105,EF,silent_gaussian,4,4,123
105,EF,silent_gaussian,4,5,84
105,EF,silent_gaussian,4,6,198
105,EF,silent_gaussian,5,1,48
105,EF,silent_gaussian,5,2,8
105,EF,silent_gaussian,5,3,99
105,EF,silent_gaussian,5,4,35
105,EF,silent_gaussian,5,5,517
105,EF,silent_gaussian,5,6,114
105,EF,silent_gaussian,6,1,224
105,EF,silent_gaussian,6,2,22
105,EF,silent_gaussian,6,3,51
105,EF,silent_gaussian,6,4,72
105,EF,silent_gaussian,6,5,49
105,EF,silent_gaussian,6,6,301
105,EF,gain_loss,1,1,402
105,EF,gain_loss,1,2,0
105,EF,gain_loss,1,3,0
105,EF,gain_loss,1,4,58
105,EF,gain_loss,1,5,85
105,EF,gain_loss,1,6,146
105,EF,gain_loss,2,1,102
105,EF,gain_loss,2,2,445
105,EF,gain_loss,2,3,61
105,EF,gain_loss,2,4,11
105,EF,gain_loss,2,5,52
105,EF,gain_loss,2,6,14
105,EF,gain_loss,3,1,72
105,EF,gain_loss,3,2,25
105,EF,gain_loss,3,3,571
105,EF,gain_loss,3,4,9
105,EF,gain_loss,3,5,31
105,EF,gain_loss,3,6,32
105,EF,gain_loss,4,1,213
105,EF,gain_loss,4,2,0
105,EF,gain_loss,4,3,27
105,EF,gain_loss,4,4,180
105,EF,gain_loss,4,5,78
105,EF,gain_loss,4,6,210
105,EF,gain_loss,5,1,33
105,EF,gain_loss,5,2,0
105,EF,gain_loss,5,3,87
105,EF,gain_loss,5,4,29
105,EF,gain_loss,5,5,548
105,EF,gain_loss,5,6,124
105,EF,gain_loss,6,1,208
105,EF,gain_loss,6,2,0
105,EF,gain_loss,6,3,6
105,EF,gain_loss,6,4,109
105,EF,gain_loss,6,5,28
105,EF,gain_loss,6,6,368
105,EF,offset,1,1,317
105,EF,offset,1,2,0
105,EF,offset,1,3,0
105,EF,offset,1,4,36
105,EF,offset,1,5,70
105,EF,offset,1,6,268
105,EF,offset,2,1,81
105,EF,offset,2,2,320
105,EF,offset,2,3,107
105,EF,offset,2,4,28
105,EF,offset,2,5,46
105,EF,offset,2,6,103
105,EF,offset,3,1,60
105,EF,offset,3,2,19
105,EF,offset,3,3,537
105,EF,offset,3,4,14
105,EF,offset,3,5,22
105,EF,offset,3,6,88
105,EF,offset,4,1,165
105,EF,offset,4,2,0
105,EF,offset,4,3,25
105,EF,offset,4,4,112
105,EF,offset,4,5,59
105,EF,offset,4,6,347
105,EF,offset,5,1,19
105,EF,offset,5,2,0
105,EF,offset,5,3,79
105,EF,offset,5,4,18
105,EF,offset,5,5,469
105,EF,offset,5,6,236
105,EF,offset,6,1,162
105,EF,offset,6,2,0
105,EF,offset,6,3,5
105,EF,offset,6,4,49
105,EF,offset,6,5,16
105,EF,offset,6,6,487
105,EF,linear_drift,1,1,370
105,EF,linear_drift,1,2,0
105,EF,linear_drift,1,3,0
105,EF,linear_drift,1,4,36
105,EF,linear_drift,1,5,72
105,EF,linear_drift,1,6,213
105,EF,linear_drift,2,1,106
105,EF,linear_drift,2,2,370
105,EF,linear_drift,2,3,99
105,EF,linear_drift,2,4,15
105,EF,linear_drift,2,5,46
105,EF,linear_drift,2,6,49
105,EF,linear_drift,3,1,65
105,EF,linear_drift,3,2,23
105,EF,linear_drift,3,3,565
105,EF,linear_drift,3,4,12
105,EF,linear_drift,3,5,25
105,EF,linear_drift,3,6,50
105,EF,linear_drift,4,1,165
105,EF,linear_drift,4,2,1
105,EF,linear_drift,4,3,33
105,EF,linear_drift,4,4,116
105,EF,linear_drift,4,5,59
105,EF,linear_drift,4,6,334
105,EF,linear_drift,5,1,19
105,EF,linear_drift,5,2,0
105,EF,linear_drift,5,3,78
105,EF,linear_drift,5,4,25
105,EF,linear_drift,5,5,537
105,EF,linear_drift,5,6,162
105,EF,linear_drift,6,1,166
105,EF,linear_drift,6,2,0
105,EF,linear_drift,6,3,6
105,EF,linear_drift,6,4,72
105,EF,linear_drift,6,5,16
105,EF,linear_drift,6,6,459
105,EF,stuck_at,1,1,396
105,EF,stuck_at,1,2,0
105,EF,stuck_at,1,3,0
105,EF,stuck_at,1,4,69
105,EF,stuck_at,1,5,81
105,EF,stuck_at,1,6,145
105,EF,stuck_at,2,1,104
105,EF,stuck_at,2,2,418
105,EF,stuck_at,2,3,60
105,EF,stuck_at,2,4,15
105,EF,stuck_at,2,5,50
105,EF,stuck_at,2,6,38
105,EF,stuck_at,3,1,74
105,EF,stuck_at,3,2,25
105,EF,stuck_at,3,3,562
105,EF,stuck_at,3,4,12
105,EF,stuck_at,3,5,27
105,EF,stuck_at,3,6,40
105,EF,stuck_at,4,1,217
105,EF,stuck_at,4,2,0
105,EF,stuck_at,4,3,25
105,EF,stuck_at,4,4,175
105,EF,stuck_at,4,5,70
105,EF,stuck_at,4,6,221
105,EF,stuck_at,5,1,46
105,EF,stuck_at,5,2,0
105,EF,stuck_at,5,3,84
105,EF,stuck_at,5,4,33
105,EF,stuck_at,5,5,533
105,EF,stuck_at,5,6,125
105,EF,stuck_at,6,1,205
105,EF,stuck_at,6,2,0
105,EF,stuck_at,6,3,6
105,EF,stuck_at,6,4,119
105,EF,stuck_at,6,5,27
105,EF,stuck_at,6,6,362
105,EF,clipping,1,1,418
105,EF,clipping,1,2,0
105,EF,clipping,1,3,0
105,EF,clipping,1,4,51
105,EF,clipping,1,5,98
105,EF,clipping,1,6,124
105,EF,clipping,2,1,87
105,EF,clipping,2,2,466
105,EF,clipping,2,3,69
105,EF,clipping,2,4,6
105,EF,clipping,2,5,47
105,EF,clipping,2,6,10
105,EF,clipping,3,1,73
105,EF,clipping,3,2,39
105,EF,clipping,3,3,578
105,EF,clipping,3,4,5
105,EF,clipping,3,5,25
105,EF,clipping,3,6,20
105,EF,clipping,4,1,243
105,EF,clipping,4,2,4
105,EF,clipping,4,3,77
105,EF,clipping,4,4,141
105,EF,clipping,4,5,79
105,EF,clipping,4,6,164
105,EF,clipping,5,1,47
105,EF,clipping,5,2,0
105,EF,clipping,5,3,104
105,EF,clipping,5,4,22
105,EF,clipping,5,5,546
105,EF,clipping,5,6,102
105,EF,clipping,6,1,277
105,EF,clipping,6,2,12
105,EF,clipping,6,3,18
105,EF,clipping,6,4,109
105,EF,clipping,6,5,30
105,EF,clipping,6,6,273
105,EF,correlated_dual,1,1,368
105,EF,correlated_dual,1,2,13
105,EF,correlated_dual,1,3,21
105,EF,correlated_dual,1,4,70
105,EF,correlated_dual,1,5,100
105,EF,correlated_dual,1,6,119
105,EF,correlated_dual,2,1,112
105,EF,correlated_dual,2,2,384
105,EF,correlated_dual,2,3,86
105,EF,correlated_dual,2,4,30
105,EF,correlated_dual,2,5,56
105,EF,correlated_dual,2,6,17
105,EF,correlated_dual,3,1,103
105,EF,correlated_dual,3,2,48
105,EF,correlated_dual,3,3,503
105,EF,correlated_dual,3,4,14
105,EF,correlated_dual,3,5,42
105,EF,correlated_dual,3,6,30
105,EF,correlated_dual,4,1,233
105,EF,correlated_dual,4,2,23
105,EF,correlated_dual,4,3,73
105,EF,correlated_dual,4,4,122
105,EF,correlated_dual,4,5,96
105,EF,correlated_dual,4,6,161
105,EF,correlated_dual,5,1,74
105,EF,correlated_dual,5,2,15
105,EF,correlated_dual,5,3,90
105,EF,correlated_dual,5,4,46
105,EF,correlated_dual,5,5,503
105,EF,correlated_dual,5,6,93
105,EF,correlated_dual,6,1,217
105,EF,correlated_dual,6,2,28
105,EF,correlated_dual,6,3,63
105,EF,correlated_dual,6,4,75
105,EF,correlated_dual,6,5,60
105,EF,correlated_dual,6,6,276
106,EF,natural,1,1,379
106,EF,natural,1,2,0
106,EF,natural,1,3,0
106,EF,natural,1,4,28
106,EF,natural,1,5,88
106,EF,natural,1,6,196
106,EF,natural,2,1,18
106,EF,natural,2,2,598
106,EF,natural,2,3,1
106,EF,natural,2,4,0
106,EF,natural,2,5,64
106,EF,natural,2,6,4
106,EF,natural,3,1,59
106,EF,natural,3,2,45
106,EF,natural,3,3,574
106,EF,natural,3,4,16
106,EF,natural,3,5,42
106,EF,natural,3,6,4
106,EF,natural,4,1,262
106,EF,natural,4,2,2
106,EF,natural,4,3,26
106,EF,natural,4,4,123
106,EF,natural,4,5,65
106,EF,natural,4,6,230
106,EF,natural,5,1,60
106,EF,natural,5,2,0
106,EF,natural,5,3,5
106,EF,natural,5,4,6
106,EF,natural,5,5,577
106,EF,natural,5,6,173
106,EF,natural,6,1,233
106,EF,natural,6,2,0
106,EF,natural,6,3,0
106,EF,natural,6,4,14
106,EF,natural,6,5,24
106,EF,natural,6,6,448
106,EF,silent_gaussian,1,1,334
106,EF,silent_gaussian,1,2,30
106,EF,silent_gaussian,1,3,7
106,EF,silent_gaussian,1,4,56
106,EF,silent_gaussian,1,5,85
106,EF,silent_gaussian,1,6,179
106,EF,silent_gaussian,2,1,66
106,EF,silent_gaussian,2,2,464
106,EF,silent_gaussian,2,3,28
106,EF,silent_gaussian,2,4,27
106,EF,silent_gaussian,2,5,65
106,EF,silent_gaussian,2,6,35
106,EF,silent_gaussian,3,1,66
106,EF,silent_gaussian,3,2,93
106,EF,silent_gaussian,3,3,464
106,EF,silent_gaussian,3,4,20
106,EF,silent_gaussian,3,5,45
106,EF,silent_gaussian,3,6,52
106,EF,silent_gaussian,4,1,210
106,EF,silent_gaussian,4,2,38
106,EF,silent_gaussian,4,3,31
106,EF,silent_gaussian,4,4,147
106,EF,silent_gaussian,4,5,59
106,EF,silent_gaussian,4,6,223
106,EF,silent_gaussian,5,1,61
106,EF,silent_gaussian,5,2,16
106,EF,silent_gaussian,5,3,31
106,EF,silent_gaussian,5,4,59
106,EF,silent_gaussian,5,5,475
106,EF,silent_gaussian,5,6,179
106,EF,silent_gaussian,6,1,177
106,EF,silent_gaussian,6,2,32
106,EF,silent_gaussian,6,3,34
106,EF,silent_gaussian,6,4,80
106,EF,silent_gaussian,6,5,33
106,EF,silent_gaussian,6,6,363
106,EF,gain_loss,1,1,372
106,EF,gain_loss,1,2,0
106,EF,gain_loss,1,3,0
106,EF,gain_loss,1,4,62
106,EF,gain_loss,1,5,79
106,EF,gain_loss,1,6,178
106,EF,gain_loss,2,1,76
106,EF,gain_loss,2,2,504
106,EF,gain_loss,2,3,19
106,EF,gain_loss,2,4,13
106,EF,gain_loss,2,5,54
106,EF,gain_loss,2,6,19
106,EF,gain_loss,3,1,54
106,EF,gain_loss,3,2,61
106,EF,gain_loss,3,3,529
106,EF,gain_loss,3,4,16
106,EF,gain_loss,3,5,44
106,EF,gain_loss,3,6,36
106,EF,gain_loss,4,1,235
106,EF,gain_loss,4,2,1
106,EF,gain_loss,4,3,7
106,EF,gain_loss,4,4,188
106,EF,gain_loss,4,5,35
106,EF,gain_loss,4,6,242
106,EF,gain_loss,5,1,63
106,EF,gain_loss,5,2,0
106,EF,gain_loss,5,3,9
106,EF,gain_loss,5,4,63
106,EF,gain_loss,5,5,485
106,EF,gain_loss,5,6,201
106,EF,gain_loss,6,1,186
106,EF,gain_loss,6,2,1
106,EF,gain_loss,6,3,3
106,EF,gain_loss,6,4,115
106,EF,gain_loss,6,5,17
106,EF,gain_loss,6,6,397
106,EF,offset,1,1,373
106,EF,offset,1,2,0
106,EF,offset,1,3,0
106,EF,offset,1,4,32
106,EF,offset,1,5,61
106,EF,offset,1,6,225
106,EF,offset,2,1,140
106,EF,offset,2,2,388
106,EF,offset,2,3,13
106,EF,offset,2,4,21
106,EF,offset,2,5,49
106,EF,offset,2,6,74
106,EF,offset,3,1,94
106,EF,offset,3,2,52
106,EF,offset,3,3,440
106,EF,offset,3,4,29
106,EF,offset,3,5,38
106,EF,offset,3,6,87
106,EF,offset,4,1,177
106,EF,offset,4,2,1
106,EF,offset,4,3,7
106,EF,offset,4,4,131
106,EF,offset,4,5,29
106,EF,offset,4,6,363
106,EF,offset,5,1,60
106,EF,offset,5,2,0
106,EF,offset,5,3,9
106,EF,offset,5,4,44
106,EF,offset,5,5,425
106,EF,offset,5,6,283
106,EF,offset,6,1,131
106,EF,offset,6,2,1
106,EF,offset,6,3,3
106,EF,offset,6,4,67
106,EF,offset,6,5,10
106,EF,offset,6,6,507
106,EF,linear_drift,1,1,369
106,EF,linear_drift,1,2,0
106,EF,linear_drift,1,3,0
106,EF,linear_drift,1,4,38
106,EF,linear_drift,1,5,63
106,EF,linear_drift,1,6,221
106,EF,linear_drift,2,1,105
106,EF,linear_drift,2,2,461
106,EF,linear_drift,2,3,13
106,EF,linear_drift,2,4,12
106,EF,linear_drift,2,5,49
106,EF,linear_drift,2,6,45
106,EF,linear_drift,3,1,75
106,EF,linear_drift,3,2,53
106,EF,linear_drift,3,3,493
106,EF,linear_drift,3,4,21
106,EF,linear_drift,3,5,40
106,EF,linear_drift,3,6,58
106,EF,linear_drift,4,1,183
106,EF,linear_drift,4,2,2
106,EF,linear_drift,4,3,15
106,EF,linear_drift,4,4,137
106,EF,linear_drift,4,5,29
106,EF,linear_drift,4,6,342
106,EF,linear_drift,5,1,61
106,EF,linear_drift,5,2,0
106,EF,linear_drift,5,3,10
106,EF,linear_drift,5,4,53
106,EF,linear_drift,5,5,453
106,EF,linear_drift,5,6,244
106,EF,linear_drift,6,1,159
106,EF,linear_drift,6,2,1
106,EF,linear_drift,6,3,3
106,EF,linear_drift,6,4,71
106,EF,linear_drift,6,5,10
106,EF,linear_drift,6,6,475
106,EF,stuck_at,1,1,368
106,EF,stuck_at,1,2,0
106,EF,stuck_at,1,3,0
106,EF,stuck_at,1,4,65
106,EF,stuck_at,1,5,74
106,EF,stuck_at,1,6,184
106,EF,stuck_at,2,1,72
106,EF,stuck_at,2,2,485
106,EF,stuck_at,2,3,25
106,EF,stuck_at,2,4,15
106,EF,stuck_at,2,5,54
106,EF,stuck_at,2,6,34
106,EF,stuck_at,3,1,41
106,EF,stuck_at,3,2,59
106,EF,stuck_at,3,3,515
106,EF,stuck_at,3,4,24
106,EF,stuck_at,3,5,42
106,EF,stuck_at,3,6,59
106,EF,stuck_at,4,1,221
106,EF,stuck_at,4,2,1
106,EF,stuck_at,4,3,7
106,EF,stuck_at,4,4,180
106,EF,stuck_at,4,5,31
106,EF,stuck_at,4,6,268
106,EF,stuck_at,5,1,65
106,EF,stuck_at,5,2,3
106,EF,stuck_at,5,3,9
106,EF,stuck_at,5,4,72
106,EF,stuck_at,5,5,477
106,EF,stuck_at,5,6,195
106,EF,stuck_at,6,1,187
106,EF,stuck_at,6,2,1
106,EF,stuck_at,6,3,3
106,EF,stuck_at,6,4,116
106,EF,stuck_at,6,5,17
106,EF,stuck_at,6,6,395
106,EF,clipping,1,1,387
106,EF,clipping,1,2,1
106,EF,clipping,1,3,0
106,EF,clipping,1,4,60
106,EF,clipping,1,5,84
106,EF,clipping,1,6,159
106,EF,clipping,2,1,49
106,EF,clipping,2,2,538
106,EF,clipping,2,3,19
106,EF,clipping,2,4,12
106,EF,clipping,2,5,53
106,EF,clipping,2,6,14
106,EF,clipping,3,1,40
106,EF,clipping,3,2,85
106,EF,clipping,3,3,533
106,EF,clipping,3,4,22
106,EF,clipping,3,5,35
106,EF,clipping,3,6,25
106,EF,clipping,4,1,255
106,EF,clipping,4,2,18
106,EF,clipping,4,3,22
106,EF,clipping,4,4,196
106,EF,clipping,4,5,41
106,EF,clipping,4,6,176
106,EF,clipping,5,1,77
106,EF,clipping,5,2,1
106,EF,clipping,5,3,33
106,EF,clipping,5,4,53
106,EF,clipping,5,5,496
106,EF,clipping,5,6,161
106,EF,clipping,6,1,231
106,EF,clipping,6,2,25
106,EF,clipping,6,3,17
106,EF,clipping,6,4,133
106,EF,clipping,6,5,18
106,EF,clipping,6,6,295
106,EF,correlated_dual,1,1,332
106,EF,correlated_dual,1,2,34
106,EF,correlated_dual,1,3,11
106,EF,correlated_dual,1,4,68
106,EF,correlated_dual,1,5,88
106,EF,correlated_dual,1,6,158
106,EF,correlated_dual,2,1,77
106,EF,correlated_dual,2,2,445
106,EF,correlated_dual,2,3,32
106,EF,correlated_dual,2,4,37
106,EF,correlated_dual,2,5,60
106,EF,correlated_dual,2,6,34
106,EF,correlated_dual,3,1,84
106,EF,correlated_dual,3,2,104
106,EF,correlated_dual,3,3,436
106,EF,correlated_dual,3,4,37
106,EF,correlated_dual,3,5,43
106,EF,correlated_dual,3,6,36
106,EF,correlated_dual,4,1,215
106,EF,correlated_dual,4,2,40
106,EF,correlated_dual,4,3,45
106,EF,correlated_dual,4,4,153
106,EF,correlated_dual,4,5,67
106,EF,correlated_dual,4,6,188
106,EF,correlated_dual,5,1,76
106,EF,correlated_dual,5,2,21
106,EF,correlated_dual,5,3,30
106,EF,correlated_dual,5,4,61
106,EF,correlated_dual,5,5,480
106,EF,correlated_dual,5,6,153
106,EF,correlated_dual,6,1,187
106,EF,correlated_dual,6,2,39
106,EF,correlated_dual,6,3,43
106,EF,correlated_dual,6,4,98
106,EF,correlated_dual,6,5,36
106,EF,correlated_dual,6,6,316
107,EF,natural,1,1,369
107,EF,natural,1,2,0
107,EF,natural,1,3,0
107,EF,natural,1,4,62
107,EF,natural,1,5,72
107,EF,natural,1,6,188
107,EF,natural,2,1,8
107,EF,natural,2,2,601
107,EF,natural,2,3,2
107,EF,natural,2,4,6
107,EF,natural,2,5,64
107,EF,natural,2,6,4
107,EF,natural,3,1,7
107,EF,natural,3,2,85
107,EF,natural,3,3,574
107,EF,natural,3,4,5
107,EF,natural,3,5,64
107,EF,natural,3,6,5
107,EF,natural,4,1,120
107,EF,natural,4,2,1
107,EF,natural,4,3,10
107,EF,natural,4,4,243
107,EF,natural,4,5,98
107,EF,natural,4,6,236
107,EF,natural,5,1,62
107,EF,natural,5,2,1
107,EF,natural,5,3,1
107,EF,natural,5,4,21
107,EF,natural,5,5,601
107,EF,natural,5,6,135
107,EF,natural,6,1,89
107,EF,natural,6,2,0
107,EF,natural,6,3,0
107,EF,natural,6,4,228
107,EF,natural,6,5,26
107,EF,natural,6,6,376
107,EF,silent_gaussian,1,1,332
107,EF,silent_gaussian,1,2,23
107,EF,silent_gaussian,1,3,5
107,EF,silent_gaussian,1,4,119
107,EF,silent_gaussian,1,5,67
107,EF,silent_gaussian,1,6,145
107,EF,silent_gaussian,2,1,43
107,EF,silent_gaussian,2,2,441
107,EF,silent_gaussian,2,3,22
107,EF,silent_gaussian,2,4,58
107,EF,silent_gaussian,2,5,81
107,EF,silent_gaussian,2,6,40
107,EF,silent_gaussian,3,1,27
107,EF,silent_gaussian,3,2,89
107,EF,silent_gaussian,3,3,475
107,EF,silent_gaussian,3,4,54
107,EF,silent_gaussian,3,5,66
107,EF,silent_gaussian,3,6,29
107,EF,silent_gaussian,4,1,111
107,EF,silent_gaussian,4,2,33
107,EF,silent_gaussian,4,3,28
107,EF,silent_gaussian,4,4,227
107,EF,silent_gaussian,4,5,85
107,EF,silent_gaussian,4,6,224
107,EF,silent_gaussian,5,1,75
107,EF,silent_gaussian,5,2,23
107,EF,silent_gaussian,5,3,19
107,EF,silent_gaussian,5,4,84
107,EF,silent_gaussian,5,5,490
107,EF,silent_gaussian,5,6,130
107,EF,silent_gaussian,6,1,112
107,EF,silent_gaussian,6,2,31
107,EF,silent_gaussian,6,3,22
107,EF,silent_gaussian,6,4,216
107,EF,silent_gaussian,6,5,56
107,EF,silent_gaussian,6,6,282
107,EF,gain_loss,1,1,344
107,EF,gain_loss,1,2,0
107,EF,gain_loss,1,3,0
107,EF,gain_loss,1,4,118
107,EF,gain_loss,1,5,51
107,EF,gain_loss,1,6,178
107,EF,gain_loss,2,1,28
107,EF,gain_loss,2,2,458
107,EF,gain_loss,2,3,21
107,EF,gain_loss,2,4,44
107,EF,gain_loss,2,5,107
107,EF,gain_loss,2,6,27
107,EF,gain_loss,3,1,14
107,EF,gain_loss,3,2,58
107,EF,gain_loss,3,3,521
107,EF,gain_loss,3,4,53
107,EF,gain_loss,3,5,75
107,EF,gain_loss,3,6,19
107,EF,gain_loss,4,1,87
107,EF,gain_loss,4,2,2
107,EF,gain_loss,4,3,5
107,EF,gain_loss,4,4,269
107,EF,gain_loss,4,5,91
107,EF,gain_loss,4,6,254
107,EF,gain_loss,5,1,71
107,EF,gain_loss,5,2,12
107,EF,gain_loss,5,3,2
107,EF,gain_loss,5,4,85
107,EF,gain_loss,5,5,521
107,EF,gain_loss,5,6,130
107,EF,gain_loss,6,1,73
107,EF,gain_loss,6,2,0
107,EF,gain_loss,6,3,0
107,EF,gain_loss,6,4,263
107,EF,gain_loss,6,5,31
107,EF,gain_loss,6,6,352
107,EF,offset,1,1,362
107,EF,offset,1,2,0
107,EF,offset,1,3,0
107,EF,offset,1,4,85
107,EF,offset,1,5,40
107,EF,offset,1,6,204
107,EF,offset,2,1,131
107,EF,offset,2,2,373
107,EF,offset,2,3,13
107,EF,offset,2,4,38
107,EF,offset,2,5,77
107,EF,offset,2,6,53
107,EF,offset,3,1,103
107,EF,offset,3,2,55
107,EF,offset,3,3,448
107,EF,offset,3,4,51
107,EF,offset,3,5,50
107,EF,offset,3,6,33
107,EF,offset,4,1,139
107,EF,offset,4,2,2
107,EF,offset,4,3,5
107,EF,offset,4,4,199
107,EF,offset,4,5,56
107,EF,offset,4,6,307
107,EF,offset,5,1,75
