seed,model,stress_type,level,metric,value
101,CRF_NR,reported_quality,0.15,aurc,0.22835827296243275
101,CRF_NR,reported_quality,0.4,macro_auroc,0.8320542486418544
101,CRF_NR,reported_quality,0.4,nll,1.9591095976576987
101,CRF_NR,reported_quality,0.4,aurc,0.24996717302556568
101,CRF_NR,reported_quality,0.7,macro_auroc,0.8172137726048034
101,CRF_NR,reported_quality,0.7,nll,2.1808788119756923
101,CRF_NR,reported_quality,0.7,aurc,0.272776085893058
101,CRF_NR,reported_quality,1.0,macro_auroc,0.8051956249551866
101,CRF_NR,reported_quality,1.0,nll,2.3734866398043057
101,CRF_NR,reported_quality,1.0,aurc,0.2879936767809831
101,CRF,severity,0.0,macro_auroc,0.8545881043075795
101,CRF,severity,0.0,nll,1.8665096401905008
101,CRF,severity,0.0,aurc,0.2253187043482098
101,CRF,severity,1.0,macro_auroc,0.845135623145758
101,CRF,severity,1.0,nll,1.9594363544558653
101,CRF,severity,1.0,aurc,0.2419600373243531
101,CRF,severity,2.0,macro_auroc,0.8334964492423479
101,CRF,severity,2.0,nll,2.1201058622563047
101,CRF,severity,2.0,aurc,0.26002176267881527
101,CRF,severity,3.0,macro_auroc,0.8212240980234098
101,CRF,severity,3.0,nll,2.331251515130581
101,CRF,severity,3.0,aurc,0.2761802984818133
101,CRF,severity,4.0,macro_auroc,0.8106682142182021
101,CRF,severity,4.0,nll,2.5464281623314537
101,CRF,severity,4.0,aurc,0.28995840661448674
101,CRF,severity,5.0,macro_auroc,0.8008372619495634
101,CRF,severity,5.0,nll,2.7528900013881143
101,CRF,severity,5.0,aurc,0.3044325190524483
101,CRF,fraction,0.1,macro_auroc,0.8478203331903543
101,CRF,fraction,0.1,nll,1.9684524992540657
101,CRF,fraction,0.1,aurc,0.23481076508404988
101,CRF,fraction,0.25,macro_auroc,0.8341552116606348
101,CRF,fraction,0.25,nll,2.160407248985289
101,CRF,fraction,0.25,aurc,0.2514738079654264
101,CRF,fraction,0.4,macro_auroc,0.8212240980234098
101,CRF,fraction,0.4,nll,2.331251515130581
101,CRF,fraction,0.4,aurc,0.2761802984818133
101,CRF,fraction,0.6,macro_auroc,0.807258178442449
101,CRF,fraction,0.6,nll,2.5740063461575664
101,CRF,fraction,0.6,aurc,0.29378201838186385
101,CRF,fraction,0.8,macro_auroc,0.7934191004700756
101,CRF,fraction,0.8,nll,2.7785136385401215
101,CRF,fraction,0.8,aurc,0.31797163611534124
101,CRF,fault_modality,0.0,macro_auroc,0.8212240980234098
101,CRF,fault_modality,0.0,nll,2.331251515130581
101,CRF,fault_modality,0.0,aurc,0.2761802984818133
101,CRF,fault_modality,1.0,macro_auroc,0.8348987206355654
101,CRF,fault_modality,1.0,nll,2.173279585220822
101,CRF,fault_modality,1.0,aurc,0.2506690454011371
101,CRF,fault_modality,2.0,macro_auroc,0.8316623271569701
101,CRF,fault_modality,2.0,nll,2.2226880721739115
101,CRF,fault_modality,2.0,aurc,0.25800278381658726
101,CRF,fault_modality,3.0,macro_auroc,0.8139954298468304
101,CRF,fault_modality,3.0,nll,2.457509339898563
101,CRF,fault_modality,3.0,aurc,0.2972434909999368
101,CRF,reported_quality,0.15,macro_auroc,0.8494585778331323
101,CRF,reported_quality,0.15,nll,1.91645223032552
