seed,model,regime,metric,value
12,QWF,noise_shift,mean_uncertainty,0.2881481945514679
12,QWF,noise_shift,coverage_80_risk,0.2595833333333334
12,QWF,outlier_shift,auroc,0.788248073790027
12,QWF,outlier_shift,auprc,0.7772422794206799
12,QWF,outlier_shift,nll,0.5564219024019231
12,QWF,outlier_shift,brier,0.1887836203177369
12,QWF,outlier_shift,ece,0.038888593405485145
12,QWF,outlier_shift,aurc,0.16738386243386244
12,QWF,outlier_shift,mean_uncertainty,0.28743496537208557
12,QWF,outlier_shift,coverage_80_risk,0.24416666666666664
12,QWF,silent_failure,auroc,0.760527141093651
12,QWF,silent_failure,auprc,0.7602486131328062
12,QWF,silent_failure,nll,0.5843526972391561
12,QWF,silent_failure,brier,0.199578073218513
12,QWF,silent_failure,ece,0.02927129044942558
12,QWF,silent_failure,aurc,0.1908839947089947
12,QWF,silent_failure,mean_uncertainty,0.28794029355049133
12,QWF,silent_failure,coverage_80_risk,0.2679166666666667
12,LWF,ID_missing,auroc,0.7881009729175215
12,LWF,ID_missing,auprc,0.7780515785480929
12,LWF,ID_missing,nll,0.5560956306217102
12,LWF,ID_missing,brier,0.18814488318530026
12,LWF,ID_missing,ece,0.02311274116734664
12,LWF,ID_missing,aurc,0.16876626984126983
12,LWF,ID_missing,mean_uncertainty,0.2969033122062683
12,LWF,ID_missing,coverage_80_risk,0.24124999999999996
12,LWF,noise_shift,auroc,0.7799576307348748
12,LWF,noise_shift,auprc,0.7796990766902953
12,LWF,noise_shift,nll,0.5611545699311052
12,LWF,noise_shift,brier,0.19095220267294383
12,LWF,noise_shift,ece,0.021889269392316543
12,LWF,noise_shift,aurc,0.17270555555555556
12,LWF,noise_shift,mean_uncertainty,0.29231950640678406
12,LWF,noise_shift,coverage_80_risk,0.2533333333333333
12,LWF,outlier_shift,auroc,0.7765916577144444
12,LWF,outlier_shift,auprc,0.7629765334326069
12,LWF,outlier_shift,nll,0.568975197384161
12,LWF,outlier_shift,brier,0.19304046270346073
12,LWF,outlier_shift,ece,0.0318230296112597
12,LWF,outlier_shift,aurc,0.17799695767195767
12,LWF,outlier_shift,mean_uncertainty,0.2883397042751312
12,LWF,outlier_shift,coverage_80_risk,0.2545833333333334
12,LWF,silent_failure,auroc,0.7631139136333812
12,LWF,silent_failure,auprc,0.7642562034855285
12,LWF,silent_failure,nll,0.5804145495017352
12,LWF,silent_failure,brier,0.1980971317546749
12,LWF,silent_failure,ece,0.020051822936162353
12,LWF,silent_failure,aurc,0.18952936507936505
12,LWF,silent_failure,mean_uncertainty,0.2936413586139679
12,LWF,silent_failure,coverage_80_risk,0.26749999999999996
12,RWF,ID_missing,auroc,0.7900980118062201
12,RWF,ID_missing,auprc,0.7799436809674982
12,RWF,ID_missing,nll,0.5557356347493408
12,RWF,ID_missing,brier,0.18800387268917498
12,RWF,ID_missing,ece,0.03569423736383518
12,RWF,ID_missing,aurc,0.16724761904761906
12,RWF,ID_missing,mean_uncertainty,0.2868514060974121
12,RWF,ID_missing,coverage_80_risk,0.2466666666666667
12,RWF,noise_shift,auroc,0.7814702472814684
12,RWF,noise_shift,auprc,0.7805340968580294
12,RWF,noise_shift,nll,0.5594027332610406
12,RWF,noise_shift,brier,0.19046647510419817
12,RWF,noise_shift,ece,0.02204576083521048
12,RWF,noise_shift,aurc,0.17005383597883597
12,RWF,noise_shift,mean_uncertainty,0.28568771481513977
12,RWF,noise_shift,coverage_80_risk,0.2520833333333333
12,RWF,outlier_shift,auroc,0.7933570656156401
12,RWF,outlier_shift,auprc,0.7857994276985343
12,RWF,outlier_shift,nll,0.5507509343070021
12,RWF,outlier_shift,brier,0.18695337035612117
12,RWF,outlier_shift,ece,0.04226212545111776
12,RWF,outlier_shift,aurc,0.16051944444444444
12,RWF,outlier_shift,mean_uncertainty,0.28469619154930115
12,RWF,outlier_shift,coverage_80_risk,0.24208333333333332
12,RWF,silent_failure,auroc,0.7646815467253862
12,RWF,silent_failure,auprc,0.7619034409059312
12,RWF,silent_failure,nll,0.5817711131680477
12,RWF,silent_failure,brier,0.1980927158780618
12,RWF,silent_failure,ece,0.031475236884628735
12,RWF,silent_failure,aurc,0.18972169312169312
