task,test_index,nearest_train_index,same_class,euclidean_distance,cosine_similarity
pump,1274,792,True,25.113178253173828,0.8238962888717651
pump,1275,792,True,24.937816619873047,0.8324713706970215
pump,1276,792,True,24.58990478515625,0.8323945999145508
pump,1277,744,False,25.0040225982666,0.8296456336975098
pump,1278,792,True,24.81568717956543,0.8293616771697998
pump,1279,792,True,24.885303497314453,0.832202136516571
pump,1297,744,False,24.81183624267578,0.8179970383644104
pump,1298,792,False,24.669715881347656,0.8258518576622009
pump,1299,744,False,24.6424560546875,0.8355956673622131
pump,1300,792,False,24.50861358642578,0.8223699331283569
pump,1301,744,False,24.767580032348633,0.8412047624588013
pump,1302,744,False,24.621667861938477,0.8370111584663391
pump,1303,744,False,24.647436141967773,0.8311330676078796
pump,1304,744,False,24.67942237854004,0.8322044610977173
pump,1305,744,False,24.748268127441406,0.8343566060066223
pump,1306,744,False,24.657108306884766,0.8297913074493408
pump,1307,744,False,24.686494827270508,0.8347523808479309
