seed,variant,subset,metric,value,parameters,train_seconds,inference_ms_per_observation
101,minus_auc,affected,accuracy,0.49291784702549574,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,affected,macro_f1,0.4774337055807281,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,affected,macro_auroc,0.8091099787192384,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,affected,macro_auprc,0.5260386181548575,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,affected,nll,2.151292545805123,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,affected,brier,0.7662754106116955,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,affected,ece15,0.29936262110812806,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,accuracy,0.5971527510580993,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,macro_f1,0.570259052959828,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,macro_auroc,0.8672790561109625,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,macro_auprc,0.6473458812154643,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,nll,1.5794730384239886,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,brier,0.6113108270585841,19740,25.299388299987186,0.0024184234664727626
101,minus_auc,unaffected,ece15,0.20702493860428955,19740,25.299388299987186,0.0024184234664727626
102,full,all,accuracy,0.5497250229147571,19740,18.940826499980176,0.0022696379494151625
102,full,all,macro_f1,0.5291746497088656,19740,18.940826499980176,0.0022696379494151625
102,full,all,macro_auroc,0.8431791865321397,19740,18.940826499980176,0.0022696379494151625
102,full,all,macro_auprc,0.5961965392469651,19740,18.940826499980176,0.0022696379494151625
102,full,all,nll,1.9217447040158235,19740,18.940826499980176,0.0022696379494151625
102,full,all,brier,0.6630044401330945,19740,18.940826499980176,0.0022696379494151625
102,full,all,ece15,0.24904646596757782,19740,18.940826499980176,0.0022696379494151625
102,full,affected,accuracy,0.49291784702549574,19740,18.940826499980176,0.0022696379494151625
102,full,affected,macro_f1,0.48680054499021636,19740,18.940826499980176,0.0022696379494151625
102,full,affected,macro_auroc,0.8051804011761688,19740,18.940826499980176,0.0022696379494151625
102,full,affected,macro_auprc,0.5332115622580011,19740,18.940826499980176,0.0022696379494151625
102,full,affected,nll,2.395393166360768,19740,18.940826499980176,0.0022696379494151625
102,full,affected,brier,0.7730742639779505,19740,18.940826499980176,0.0022696379494151625
102,full,affected,ece15,0.30912153015055666,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,accuracy,0.5883031935359754,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,macro_f1,0.5521890017983094,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,macro_auroc,0.871373836001267,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,macro_auprc,0.6462920988602937,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,nll,1.6000865524041163,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,brier,0.5882552138590771,19740,18.940826499980176,0.0022696379494151625
102,full,unaffected,ece15,0.20824906030449788,19740,18.940826499980176,0.0022696379494151625
102,minus_recovery,all,accuracy,0.5435380384967919,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,all,macro_f1,0.5247038772132016,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,all,macro_auroc,0.8375893273241267,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,all,macro_auprc,0.5886814193385072,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,all,nll,2.0810628377452423,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,all,brier,0.6836547240216698,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,all,ece15,0.26203075856462077,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,accuracy,0.4804532577903683,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,macro_f1,0.4756546463252296,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,macro_auroc,0.7941704732443142,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,macro_auprc,0.519690109520969,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,nll,2.704319849737732,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,brier,0.8099076230400629,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,affected,ece15,0.3295517002388033,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,unaffected,accuracy,0.5863793766833397,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,unaffected,macro_f1,0.5514263781696499,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,unaffected,macro_auroc,0.8704255021487238,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,unaffected,macro_auprc,0.6441955765882966,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,unaffected,nll,1.657804420597591,19740,18.813928099989425,0.00237660402977134
102,minus_recovery,unaffected,brier,0.5979154524682015,19740,18.813928099989425,0.00237660402977134
