task,seed,method,fault,subset,metric,value,n
valve,105,RO-CAGF,pressure,affected,nll,1.2416753165699979,80
valve,105,RO-CAGF,pressure,affected,brier,0.6946301267959567,80
valve,105,RO-CAGF,pressure,affected,ece15,0.13858933076262472,80
valve,105,RO-CAGF,pressure,unaffected,accuracy,0.39849624060150374,133
valve,105,RO-CAGF,pressure,unaffected,macro_f1,0.3389240753772773,133
valve,105,RO-CAGF,pressure,unaffected,macro_auroc,0.7717597644219563,133
valve,105,RO-CAGF,pressure,unaffected,macro_auprc,0.48326445333625667,133
valve,105,RO-CAGF,pressure,unaffected,nll,1.1254789716121572,133
valve,105,RO-CAGF,pressure,unaffected,brier,0.6521532167977945,133
valve,105,RO-CAGF,pressure,unaffected,ece15,0.1071027131905233,133
valve,105,RO-CAGF,vibration,all,accuracy,0.4272300469483568,213
valve,105,RO-CAGF,vibration,all,macro_f1,0.3568209568209568,213
valve,105,RO-CAGF,vibration,all,macro_auroc,0.7844565280689495,213
valve,105,RO-CAGF,vibration,all,macro_auprc,0.5066299602448882,213
valve,105,RO-CAGF,vibration,all,nll,1.134434081583558,213
valve,105,RO-CAGF,vibration,all,brier,0.6481895564075337,213
valve,105,RO-CAGF,vibration,all,ece15,0.0669602673378349,213
valve,105,RO-CAGF,vibration,affected,accuracy,0.37362637362637363,91
valve,105,RO-CAGF,vibration,affected,macro_f1,0.33185532012026264,91
valve,105,RO-CAGF,vibration,affected,macro_auroc,0.7593117968011003,91
valve,105,RO-CAGF,vibration,affected,macro_auprc,0.4733815270034396,91
valve,105,RO-CAGF,vibration,affected,nll,1.1846494705044337,91
valve,105,RO-CAGF,vibration,affected,brier,0.6710501499421151,91
valve,105,RO-CAGF,vibration,affected,ece15,0.10742553970315956,91
valve,105,RO-CAGF,vibration,unaffected,accuracy,0.4672131147540984,122
valve,105,RO-CAGF,vibration,unaffected,macro_f1,0.3706097823744883,122
valve,105,RO-CAGF,vibration,unaffected,macro_auroc,0.7997078111927856,122
valve,105,RO-CAGF,vibration,unaffected,macro_auprc,0.5479470255457428,122
valve,105,RO-CAGF,vibration,unaffected,nll,1.0969783406671676,122
valve,105,RO-CAGF,vibration,unaffected,brier,0.6311378022137067,122
valve,105,RO-CAGF,vibration,unaffected,ece15,0.06329106087567375,122
valve,105,RO-PDRF,pressure,all,accuracy,0.39436619718309857,213
valve,105,RO-PDRF,pressure,all,macro_f1,0.3384479051924028,213
valve,105,RO-PDRF,pressure,all,macro_auroc,0.7749141043559282,213
valve,105,RO-PDRF,pressure,all,macro_auprc,0.4802064844045396,213
valve,105,RO-PDRF,pressure,all,nll,1.088019591293121,213
valve,105,RO-PDRF,pressure,all,brier,0.636900307990563,213
valve,105,RO-PDRF,pressure,all,ece15,0.07582608047225665,213
valve,105,RO-PDRF,pressure,affected,accuracy,0.325,80
valve,105,RO-PDRF,pressure,affected,macro_f1,0.2827434039390561,80
valve,105,RO-PDRF,pressure,affected,macro_auroc,0.7606656541422924,80
valve,105,RO-PDRF,pressure,affected,macro_auprc,0.4954276692583174,80
valve,105,RO-PDRF,pressure,affected,nll,1.1585234801844346,80
valve,105,RO-PDRF,pressure,affected,brier,0.6667914510053802,80
valve,105,RO-PDRF,pressure,affected,ece15,0.21061499565839767,80
valve,105,RO-PDRF,pressure,unaffected,accuracy,0.43609022556390975,133
valve,105,RO-PDRF,pressure,unaffected,macro_f1,0.37009368673205684,133
valve,105,RO-PDRF,pressure,unaffected,macro_auroc,0.7874234195355203,133
valve,105,RO-PDRF,pressure,unaffected,macro_auprc,0.513447310718097,133
valve,105,RO-PDRF,pressure,unaffected,nll,1.0456112370727817,133
valve,105,RO-PDRF,pressure,unaffected,brier,0.6189206730944324,133
valve,105,RO-PDRF,pressure,unaffected,ece15,0.13341095505800465,133
valve,105,RO-PDRF,vibration,all,accuracy,0.4507042253521127,213
valve,105,RO-PDRF,vibration,all,macro_f1,0.3978958554583949,213
valve,105,RO-PDRF,vibration,all,macro_auroc,0.7909056167016072,213
valve,105,RO-PDRF,vibration,all,macro_auprc,0.5005027785177488,213
valve,105,RO-PDRF,vibration,all,nll,1.0808291287430543,213
valve,105,RO-PDRF,vibration,all,brier,0.629482052138193,213
valve,105,RO-PDRF,vibration,all,ece15,0.06763816901215923,213
valve,105,RO-PDRF,vibration,affected,accuracy,0.4065934065934066,91
valve,105,RO-PDRF,vibration,affected,macro_f1,0.3958467645597049,91
valve,105,RO-PDRF,vibration,affected,macro_auroc,0.7819394672438006,91
valve,105,RO-PDRF,vibration,affected,macro_auprc,0.4914270816738367,91
valve,105,RO-PDRF,vibration,affected,nll,1.1192080003699243,91
valve,105,RO-PDRF,vibration,affected,brier,0.6536951727541038,91
valve,105,RO-PDRF,vibration,affected,ece15,0.09083443257834885,91
valve,105,RO-PDRF,vibration,unaffected,accuracy,0.48360655737704916,122
valve,105,RO-PDRF,vibration,unaffected,macro_f1,0.3780453345252439,122
valve,105,RO-PDRF,vibration,unaffected,macro_auroc,0.798292630527685,122
valve,105,RO-PDRF,vibration,unaffected,macro_auprc,0.5346083372144557,122
valve,105,RO-PDRF,vibration,unaffected,nll,1.0522022654803889,122
valve,105,RO-PDRF,vibration,unaffected,brier,0.6114214457771445,122
valve,105,RO-PDRF,vibration,unaffected,ece15,0.09939997606590148,122
pump,101,RO-CAGF,pressure,all,accuracy,0.3037383177570093,214
pump,101,RO-CAGF,pressure,all,macro_f1,0.21062337725364588,214
pump,101,RO-CAGF,pressure,all,macro_auroc,0.6549200017509876,214
pump,101,RO-CAGF,pressure,all,macro_auprc,0.4938687958640023,214
pump,101,RO-CAGF,pressure,all,nll,1.09724169484241,214
pump,101,RO-CAGF,pressure,all,brier,0.6656278057474063,214
pump,101,RO-CAGF,pressure,all,ece15,0.25617848197433435,214
pump,101,RO-CAGF,pressure,affected,accuracy,0.25,80
pump,101,RO-CAGF,pressure,affected,macro_f1,0.19294569582678542,80
pump,101,RO-CAGF,pressure,affected,macro_auroc,0.6191482748086257,80
pump,101,RO-CAGF,pressure,affected,macro_auprc,0.49627216448857875,80
pump,101,RO-CAGF,pressure,affected,nll,1.1176355304679149,80
pump,101,RO-CAGF,pressure,affected,brier,0.6798315231606684,80
pump,101,RO-CAGF,pressure,affected,ece15,0.2053665056824684,80
pump,101,RO-CAGF,pressure,unaffected,accuracy,0.3358208955223881,134
pump,101,RO-CAGF,pressure,unaffected,macro_f1,0.21779597915115415,134
pump,101,RO-CAGF,pressure,unaffected,macro_auroc,0.6764989192570234,134
pump,101,RO-CAGF,pressure,unaffected,macro_auprc,0.5042512698603571,134
pump,101,RO-CAGF,pressure,unaffected,nll,1.0850662705883771,134
pump,101,RO-CAGF,pressure,unaffected,brier,0.6571479744559064,134
pump,101,RO-CAGF,pressure,unaffected,ece15,0.2865139775311769,134
pump,101,RO-CAGF,vibration,all,accuracy,0.3317757009345794,214
pump,101,RO-CAGF,vibration,all,macro_f1,0.23542468185853802,214
pump,101,RO-CAGF,vibration,all,macro_auroc,0.6708685810798487,214
pump,101,RO-CAGF,vibration,all,macro_auprc,0.5020557590467684,214
pump,101,RO-CAGF,vibration,all,nll,1.0953087160848254,214
pump,101,RO-CAGF,vibration,all,brier,0.6644766951309522,214
pump,101,RO-CAGF,vibration,all,ece15,0.2295487530042078,214
pump,101,RO-CAGF,vibration,affected,accuracy,0.26373626373626374,91
pump,101,RO-CAGF,vibration,affected,macro_f1,0.19485698569856988,91
pump,101,RO-CAGF,vibration,affected,macro_auroc,0.5940090560780217,91
pump,101,RO-CAGF,vibration,affected,macro_auprc,0.46430097030325385,91
pump,101,RO-CAGF,vibration,affected,nll,1.118769351066455,91
pump,101,RO-CAGF,vibration,affected,brier,0.6806735112600302,91
pump,101,RO-CAGF,vibration,affected,ece15,0.1308406771539332,91
pump,101,RO-CAGF,vibration,unaffected,accuracy,0.3821138211382114,123
pump,101,RO-CAGF,vibration,unaffected,macro_f1,0.2643024422883908,123
pump,101,RO-CAGF,vibration,unaffected,macro_auroc,0.7384487911544043,123
pump,101,RO-CAGF,vibration,unaffected,macro_auprc,0.5737047583736276,123
pump,101,RO-CAGF,vibration,unaffected,nll,1.0779516609358153,123
pump,101,RO-CAGF,vibration,unaffected,brier,0.6524936848240731,123
pump,101,RO-CAGF,vibration,unaffected,ece15,0.3025766199197226,123
pump,101,RO-PDRF,pressure,all,accuracy,0.3317757009345794,214
pump,101,RO-PDRF,pressure,all,macro_f1,0.24283216045190756,214
pump,101,RO-PDRF,pressure,all,macro_auroc,0.604980830332943,214
pump,101,RO-PDRF,pressure,all,macro_auprc,0.42988855835396517,214
pump,101,RO-PDRF,pressure,all,nll,1.106319085667482,214
pump,101,RO-PDRF,pressure,all,brier,0.6721553150459764,214
pump,101,RO-PDRF,pressure,all,ece15,0.12967981300621387,214
pump,101,RO-PDRF,pressure,affected,accuracy,0.3,80
pump,101,RO-PDRF,pressure,affected,macro_f1,0.2560732775786539,80
pump,101,RO-PDRF,pressure,affected,macro_auroc,0.544480514860746,80
pump,101,RO-PDRF,pressure,affected,macro_auprc,0.4047455619299536,80
pump,101,RO-PDRF,pressure,affected,nll,1.1429999332241765,80
pump,101,RO-PDRF,pressure,affected,brier,0.6988259223817209,80
pump,101,RO-PDRF,pressure,affected,ece15,0.2492087494581938,80
pump,101,RO-PDRF,pressure,unaffected,accuracy,0.35074626865671643,134
pump,101,RO-PDRF,pressure,unaffected,macro_f1,0.2255050505050505,134
pump,101,RO-PDRF,pressure,unaffected,macro_auroc,0.6387608655440277,134
pump,101,RO-PDRF,pressure,unaffected,macro_auprc,0.4501574650109707,134
pump,101,RO-PDRF,pressure,unaffected,nll,1.0844200722007984,134
pump,101,RO-PDRF,pressure,unaffected,brier,0.6562325643977703,134
pump,101,RO-PDRF,pressure,unaffected,ece15,0.11460289759422417,134
pump,101,RO-PDRF,vibration,all,accuracy,0.3364485981308411,214
pump,101,RO-PDRF,vibration,all,macro_f1,0.2400204813108039,214
pump,101,RO-PDRF,vibration,all,macro_auroc,0.6071727568206442,214
pump,101,RO-PDRF,vibration,all,macro_auprc,0.4147635232305233,214
pump,101,RO-PDRF,vibration,all,nll,1.1085223045436867,214
pump,101,RO-PDRF,vibration,all,brier,0.674108712468443,214
pump,101,RO-PDRF,vibration,all,ece15,0.11073872850877102,214
pump,101,RO-PDRF,vibration,affected,accuracy,0.25274725274725274,91
pump,101,RO-PDRF,vibration,affected,macro_f1,0.18944240683371116,91
pump,101,RO-PDRF,vibration,affected,macro_auroc,0.5229467084639499,91
pump,101,RO-PDRF,vibration,affected,macro_auprc,0.35678862652108884,91
pump,101,RO-PDRF,vibration,affected,nll,1.1572265814259486,91
pump,101,RO-PDRF,vibration,affected,brier,0.7077367502306423,91
pump,101,RO-PDRF,vibration,affected,ece15,0.18655948226268476,91
pump,101,RO-PDRF,vibration,unaffected,accuracy,0.3983739837398374,123
pump,101,RO-PDRF,vibration,unaffected,macro_f1,0.27384067038258825,123
pump,101,RO-PDRF,vibration,unaffected,macro_auroc,0.6715009824782339,123
pump,101,RO-PDRF,vibration,unaffected,macro_auprc,0.5066555357277872,123
pump,101,RO-PDRF,vibration,unaffected,nll,1.072489059045428,123
pump,101,RO-PDRF,vibration,unaffected,brier,0.6492294324980351,123
pump,101,RO-PDRF,vibration,unaffected,ece15,0.11093547867565622,123
pump,102,RO-CAGF,pressure,all,accuracy,0.308411214953271,214
pump,102,RO-CAGF,pressure,all,macro_f1,0.18920734437975817,214
pump,102,RO-CAGF,pressure,all,macro_auroc,0.5944559808996429,214
pump,102,RO-CAGF,pressure,all,macro_auprc,0.4155083129123649,214
pump,102,RO-CAGF,pressure,all,nll,1.104174196718478,214
pump,102,RO-CAGF,pressure,all,brier,0.6701168721408485,214
pump,102,RO-CAGF,pressure,all,ece15,0.12234927142891928,214
pump,102,RO-CAGF,pressure,affected,accuracy,0.2375,80
pump,102,RO-CAGF,pressure,affected,macro_f1,0.15737643998513562,80
pump,102,RO-CAGF,pressure,affected,macro_auroc,0.5571998068786285,80
pump,102,RO-CAGF,pressure,affected,macro_auprc,0.4099020271272232,80
pump,102,RO-CAGF,pressure,affected,nll,1.1336149899440304,80
pump,102,RO-CAGF,pressure,affected,brier,0.6907584336935182,80
pump,102,RO-CAGF,pressure,affected,ece15,0.18798081018030643,80
pump,102,RO-CAGF,pressure,unaffected,accuracy,0.35074626865671643,134
pump,102,RO-CAGF,pressure,unaffected,macro_f1,0.20219638242894059,134
pump,102,RO-CAGF,pressure,unaffected,macro_auroc,0.6159496642240033,134
pump,102,RO-CAGF,pressure,unaffected,macro_auprc,0.4322211060870416,134
pump,102,RO-CAGF,pressure,unaffected,nll,1.0865976037479992,134
pump,102,RO-CAGF,pressure,unaffected,brier,0.657793551810896,134
pump,102,RO-CAGF,pressure,unaffected,ece15,0.0895267793936516,134
pump,102,RO-CAGF,vibration,all,accuracy,0.3364485981308411,214
pump,102,RO-CAGF,vibration,all,macro_f1,0.2436862604237097,214
pump,102,RO-CAGF,vibration,all,macro_auroc,0.5843009364136125,214
pump,102,RO-CAGF,vibration,all,macro_auprc,0.40835198423227287,214
pump,102,RO-CAGF,vibration,all,nll,1.1065442789924982,214
pump,102,RO-CAGF,vibration,all,brier,0.6712264765594997,214
pump,102,RO-CAGF,vibration,all,ece15,0.08472893937168835,214
pump,102,RO-CAGF,vibration,affected,accuracy,0.27472527472527475,91
pump,102,RO-CAGF,vibration,affected,macro_f1,0.22434566337005357,91
pump,102,RO-CAGF,vibration,affected,macro_auroc,0.4997004528039011,91
pump,102,RO-CAGF,vibration,affected,macro_auprc,0.34876580665046886,91
pump,102,RO-CAGF,vibration,affected,nll,1.152304429887279,91
pump,102,RO-CAGF,vibration,affected,brier,0.7013607704450211,91
pump,102,RO-CAGF,vibration,affected,ece15,0.14659624964326293,91
pump,102,RO-CAGF,vibration,unaffected,accuracy,0.3821138211382114,123
pump,102,RO-CAGF,vibration,unaffected,macro_f1,0.250807717160528,123
pump,102,RO-CAGF,vibration,unaffected,macro_auroc,0.649489544670592,123
pump,102,RO-CAGF,vibration,unaffected,macro_auprc,0.4801111561974052,123
pump,102,RO-CAGF,vibration,unaffected,nll,1.0726892080053019,123
pump,102,RO-CAGF,vibration,unaffected,brier,0.6489319989693988,123
pump,102,RO-CAGF,vibration,unaffected,ece15,0.06370577288836965,123
pump,102,RO-PDRF,pressure,all,accuracy,0.32710280373831774,214
pump,102,RO-PDRF,pressure,all,macro_f1,0.21830065359477124,214
pump,102,RO-PDRF,pressure,all,macro_auroc,0.587069685661235,214
pump,102,RO-PDRF,pressure,all,macro_auprc,0.4131092098528382,214
pump,102,RO-PDRF,pressure,all,nll,1.1120771325277212,214
pump,102,RO-PDRF,pressure,all,brier,0.676570675935724,214
pump,102,RO-PDRF,pressure,all,ece15,0.1607190564135525,214
pump,102,RO-PDRF,pressure,affected,accuracy,0.275,80
pump,102,RO-PDRF,pressure,affected,macro_f1,0.20670590333511682,80
pump,102,RO-PDRF,pressure,affected,macro_auroc,0.5363547551018925,80
pump,102,RO-PDRF,pressure,affected,macro_auprc,0.40395430596825327,80
pump,102,RO-PDRF,pressure,affected,nll,1.1658937215688385,80
pump,102,RO-PDRF,pressure,affected,brier,0.7163754469272019,80
pump,102,RO-PDRF,pressure,affected,ece15,0.20681964792311194,80
pump,102,RO-PDRF,pressure,unaffected,accuracy,0.3582089552238806,134
pump,102,RO-PDRF,pressure,unaffected,macro_f1,0.2211512717536814,134
pump,102,RO-PDRF,pressure,unaffected,macro_auroc,0.6390686467853622,134
pump,102,RO-PDRF,pressure,unaffected,macro_auprc,0.45707583504923194,134
pump,102,RO-PDRF,pressure,unaffected,nll,1.0799478256375021,134
pump,102,RO-PDRF,pressure,unaffected,brier,0.6528066335527521,134
pump,102,RO-PDRF,pressure,unaffected,ece15,0.14944630683358034,134
pump,102,RO-PDRF,vibration,all,accuracy,0.34579439252336447,214
pump,102,RO-PDRF,vibration,all,macro_f1,0.24129200569776052,214
pump,102,RO-PDRF,vibration,all,macro_auroc,0.6129300407469421,214
pump,102,RO-PDRF,vibration,all,macro_auprc,0.4342180439727634,214
pump,102,RO-PDRF,vibration,all,nll,1.1018707764045044,214
pump,102,RO-PDRF,vibration,all,brier,0.6691403742490337,214
pump,102,RO-PDRF,vibration,all,ece15,0.16357270955482375,214
pump,102,RO-PDRF,vibration,affected,accuracy,0.2857142857142857,91
pump,102,RO-PDRF,vibration,affected,macro_f1,0.21616374115223635,91
pump,102,RO-PDRF,vibration,affected,macro_auroc,0.5478718216649251,91
pump,102,RO-PDRF,vibration,affected,macro_auprc,0.38623117608720586,91
pump,102,RO-PDRF,vibration,affected,nll,1.1548802053245735,91
pump,102,RO-PDRF,vibration,affected,brier,0.7059193978266556,91
pump,102,RO-PDRF,vibration,affected,ece15,0.1711305609116188,91
pump,102,RO-PDRF,vibration,unaffected,accuracy,0.3902439024390244,123
pump,102,RO-PDRF,vibration,unaffected,macro_f1,0.25677532159360555,123
pump,102,RO-PDRF,vibration,unaffected,macro_auroc,0.6613622257652408,123
pump,102,RO-PDRF,vibration,unaffected,macro_auprc,0.5044402166600274,123
pump,102,RO-PDRF,vibration,unaffected,nll,1.0626524184229895,123
pump,102,RO-PDRF,vibration,unaffected,brier,0.6419298771306304,123
pump,102,RO-PDRF,vibration,unaffected,ece15,0.17323380926760232,123
pump,103,RO-CAGF,pressure,all,accuracy,0.308411214953271,214
pump,103,RO-CAGF,pressure,all,macro_f1,0.2119047619047619,214
pump,103,RO-CAGF,pressure,all,macro_auroc,0.5649522947058158,214
pump,103,RO-CAGF,pressure,all,macro_auprc,0.388066825897375,214
pump,103,RO-CAGF,pressure,all,nll,1.1203941629527772,214
pump,103,RO-CAGF,pressure,all,brier,0.681438960461186,214
pump,103,RO-CAGF,pressure,all,ece15,0.13532064228414376,214
pump,103,RO-CAGF,pressure,affected,accuracy,0.2625,80
pump,103,RO-CAGF,pressure,affected,macro_f1,0.20415400202634246,80
pump,103,RO-CAGF,pressure,affected,macro_auroc,0.5465352759568789,80
pump,103,RO-CAGF,pressure,affected,macro_auprc,0.3890029200718894,80
pump,103,RO-CAGF,pressure,affected,nll,1.1602172948347491,80
pump,103,RO-CAGF,pressure,affected,brier,0.7097636646103823,80
pump,103,RO-CAGF,pressure,affected,ece15,0.19092419408261774,80
pump,103,RO-CAGF,pressure,unaffected,accuracy,0.3358208955223881,134
pump,103,RO-CAGF,pressure,unaffected,macro_f1,0.21079789775441948,134
pump,103,RO-CAGF,pressure,unaffected,macro_auroc,0.5855170907201971,134
pump,103,RO-CAGF,pressure,unaffected,macro_auprc,0.4117734087746013,134
pump,103,RO-CAGF,pressure,unaffected,nll,1.0966191588441372,134
pump,103,RO-CAGF,pressure,unaffected,brier,0.6645286893273373,134
pump,103,RO-CAGF,pressure,unaffected,ece15,0.11148941694800535,134
pump,103,RO-CAGF,vibration,all,accuracy,0.32242990654205606,214
pump,103,RO-CAGF,vibration,all,macro_f1,0.2208253968253968,214
pump,103,RO-CAGF,vibration,all,macro_auroc,0.5825624883723476,214
pump,103,RO-CAGF,vibration,all,macro_auprc,0.405704848578879,214
pump,103,RO-CAGF,vibration,all,nll,1.1066381132234075,214
pump,103,RO-CAGF,vibration,all,brier,0.6724794241672527,214
pump,103,RO-CAGF,vibration,all,ece15,0.12653955608327813,214
pump,103,RO-CAGF,vibration,affected,accuracy,0.24175824175824176,91
pump,103,RO-CAGF,vibration,affected,macro_f1,0.16889080212369065,91
pump,103,RO-CAGF,vibration,affected,macro_auroc,0.4689933820968304,91
pump,103,RO-CAGF,vibration,affected,macro_auprc,0.3415683715012523,91
pump,103,RO-CAGF,vibration,affected,nll,1.1533516019543053,91
pump,103,RO-CAGF,vibration,affected,brier,0.7057473033001816,91
pump,103,RO-CAGF,vibration,affected,ece15,0.18865854039296998,91
pump,103,RO-CAGF,vibration,unaffected,accuracy,0.3821138211382114,123
pump,103,RO-CAGF,vibration,unaffected,macro_f1,0.2580669624236909,123
pump,103,RO-CAGF,vibration,unaffected,macro_auroc,0.6540503981343934,123
pump,103,RO-CAGF,vibration,unaffected,macro_auprc,0.4619689732300965,123
pump,103,RO-CAGF,vibration,unaffected,nll,1.0720777272517674,123
pump,103,RO-CAGF,vibration,unaffected,brier,0.6478666030201263,123
pump,103,RO-CAGF,vibration,unaffected,ece15,0.1194993800264064,123
pump,103,RO-PDRF,pressure,all,accuracy,0.32242990654205606,214
pump,103,RO-PDRF,pressure,all,macro_f1,0.21176470588235294,214
pump,103,RO-PDRF,pressure,all,macro_auroc,0.5739406980604164,214
pump,103,RO-PDRF,pressure,all,macro_auprc,0.39243905880583957,214
pump,103,RO-PDRF,pressure,all,nll,1.1219284082029273,214
pump,103,RO-PDRF,pressure,all,brier,0.6820687423922708,214
pump,103,RO-PDRF,pressure,all,ece15,0.12752694378946428,214
pump,103,RO-PDRF,pressure,affected,accuracy,0.2625,80
pump,103,RO-PDRF,pressure,affected,macro_f1,0.19083288746210095,80
pump,103,RO-PDRF,pressure,affected,macro_auroc,0.506200213492887,80
pump,103,RO-PDRF,pressure,affected,macro_auprc,0.37138425639977696,80
pump,103,RO-PDRF,pressure,affected,nll,1.168572327239253,80
pump,103,RO-PDRF,pressure,affected,brier,0.7159260083176331,80
pump,103,RO-PDRF,pressure,affected,ece15,0.20461135879158973,80
pump,103,RO-PDRF,pressure,unaffected,accuracy,0.3582089552238806,134
pump,103,RO-PDRF,pressure,unaffected,macro_f1,0.2211512717536814,134
pump,103,RO-PDRF,pressure,unaffected,macro_auroc,0.6191226809345057,134
pump,103,RO-PDRF,pressure,unaffected,macro_auprc,0.423289599873151,134
pump,103,RO-PDRF,pressure,unaffected,nll,1.0940812923603447,134
pump,103,RO-PDRF,pressure,unaffected,brier,0.6618554493025018,134
pump,103,RO-PDRF,pressure,unaffected,ece15,0.11048869544000768,134
pump,103,RO-PDRF,vibration,all,accuracy,0.35046728971962615,214
pump,103,RO-PDRF,vibration,all,macro_f1,0.2384452510586812,214
pump,103,RO-PDRF,vibration,all,macro_auroc,0.6007957874155057,214
pump,103,RO-PDRF,vibration,all,macro_auprc,0.41343496421326686,214
pump,103,RO-PDRF,vibration,all,nll,1.1108871189434657,214
pump,103,RO-PDRF,vibration,all,brier,0.6754884514375149,214
pump,103,RO-PDRF,vibration,all,ece15,0.14258851904735384,214
pump,103,RO-PDRF,vibration,affected,accuracy,0.26373626373626374,91
pump,103,RO-PDRF,vibration,affected,macro_f1,0.18296928983583402,91
pump,103,RO-PDRF,vibration,affected,macro_auroc,0.4924346917450366,91
pump,103,RO-PDRF,vibration,affected,macro_auprc,0.3383438498147279,91
pump,103,RO-PDRF,vibration,affected,nll,1.166970869092671,91
pump,103,RO-PDRF,vibration,affected,brier,0.7137502947386706,91
pump,103,RO-PDRF,vibration,affected,ece15,0.2246216643642594,91
pump,103,RO-PDRF,vibration,unaffected,accuracy,0.4146341463414634,123
pump,103,RO-PDRF,vibration,unaffected,macro_f1,0.2768959435626102,123
pump,103,RO-PDRF,vibration,unaffected,macro_auroc,0.6765740857408646,123
pump,103,RO-PDRF,vibration,unaffected,macro_auprc,0.4937328555005898,123
pump,103,RO-PDRF,vibration,unaffected,nll,1.0693942631420212,123
pump,103,RO-PDRF,vibration,unaffected,brier,0.6471809088325948,123
pump,103,RO-PDRF,vibration,unaffected,ece15,0.11719810211561558,123
pump,104,RO-CAGF,pressure,all,accuracy,0.32710280373831774,214
pump,104,RO-CAGF,pressure,all,macro_f1,0.2473140214878281,214
pump,104,RO-CAGF,pressure,all,macro_auroc,0.5688192871291463,214
pump,104,RO-CAGF,pressure,all,macro_auprc,0.3749287019398651,214
pump,104,RO-CAGF,pressure,all,nll,1.1329115279149207,214
pump,104,RO-CAGF,pressure,all,brier,0.688950706675101,214
pump,104,RO-CAGF,pressure,all,ece15,0.13357627531078373,214
pump,104,RO-CAGF,pressure,affected,accuracy,0.3,80
pump,104,RO-CAGF,pressure,affected,macro_f1,0.23892483822797414,80
pump,104,RO-CAGF,pressure,affected,macro_auroc,0.5322555473802425,80
pump,104,RO-CAGF,pressure,affected,macro_auprc,0.35435548959661106,80
pump,104,RO-CAGF,pressure,affected,nll,1.1943460599515014,80
pump,104,RO-CAGF,pressure,affected,brier,0.7332166071404705,80
pump,104,RO-CAGF,pressure,affected,ece15,0.19232758060097696,80
pump,104,RO-CAGF,pressure,unaffected,accuracy,0.34328358208955223,134
pump,104,RO-CAGF,pressure,unaffected,macro_f1,0.2514840182648402,134
pump,104,RO-CAGF,pressure,unaffected,macro_auroc,0.6066902322601723,134
pump,104,RO-CAGF,pressure,unaffected,macro_auprc,0.43067599796793116,134
pump,104,RO-CAGF,pressure,unaffected,nll,1.096234195355768,134
pump,104,RO-CAGF,pressure,unaffected,brier,0.6625233034121939,134
pump,104,RO-CAGF,pressure,unaffected,ece15,0.15319428248191946,134
pump,104,RO-CAGF,vibration,all,accuracy,0.35046728971962615,214
pump,104,RO-CAGF,vibration,all,macro_f1,0.2741228070175439,214
pump,104,RO-CAGF,vibration,all,macro_auroc,0.5888065377501998,214
pump,104,RO-CAGF,vibration,all,macro_auprc,0.41594953135138263,214
pump,104,RO-CAGF,vibration,all,nll,1.09806205517613,214
pump,104,RO-CAGF,vibration,all,brier,0.6644501140629496,214
pump,104,RO-CAGF,vibration,all,ece15,0.17042985433172958,214
pump,104,RO-CAGF,vibration,affected,accuracy,0.27472527472527475,91
pump,104,RO-CAGF,vibration,affected,macro_f1,0.2269607843137255,91
pump,104,RO-CAGF,vibration,affected,macro_auroc,0.5004110066179032,91
pump,104,RO-CAGF,vibration,affected,macro_auprc,0.35877247613029106,91
pump,104,RO-CAGF,vibration,affected,nll,1.140021150729211,91
pump,104,RO-CAGF,vibration,affected,brier,0.6950210241667295,91
pump,104,RO-CAGF,vibration,affected,ece15,0.20336275146557733,91
pump,104,RO-CAGF,vibration,unaffected,accuracy,0.4065040650406504,123
pump,104,RO-CAGF,vibration,unaffected,macro_f1,0.303061898307441,123
pump,104,RO-CAGF,vibration,unaffected,macro_auroc,0.6479005644101888,123
pump,104,RO-CAGF,vibration,unaffected,macro_auprc,0.4699547663812382,123
pump,104,RO-CAGF,vibration,unaffected,nll,1.0670191470840131,123
pump,104,RO-CAGF,vibration,unaffected,brier,0.6418326114658441,123
pump,104,RO-CAGF,vibration,unaffected,ece15,0.15040366824080306,123
pump,104,RO-PDRF,pressure,all,accuracy,0.3130841121495327,214
pump,104,RO-PDRF,pressure,all,macro_f1,0.2127371273712737,214
pump,104,RO-PDRF,pressure,all,macro_auroc,0.5778560250391235,214
pump,104,RO-PDRF,pressure,all,macro_auprc,0.3948342643157489,214
pump,104,RO-PDRF,pressure,all,nll,1.1189396028759155,214
pump,104,RO-PDRF,pressure,all,brier,0.6812635847918298,214
pump,104,RO-PDRF,pressure,all,ece15,0.1492469922125897,214
pump,104,RO-PDRF,pressure,affected,accuracy,0.275,80
pump,104,RO-PDRF,pressure,affected,macro_f1,0.2090909090909091,80
pump,104,RO-PDRF,pressure,affected,macro_auroc,0.5378228243466463,80
pump,104,RO-PDRF,pressure,affected,macro_auprc,0.3726676547153566,80
pump,104,RO-PDRF,pressure,affected,nll,1.166713433676409,80
pump,104,RO-PDRF,pressure,affected,brier,0.7172610022367569,80
pump,104,RO-PDRF,pressure,affected,ece15,0.207321760058403,80
pump,104,RO-PDRF,pressure,unaffected,accuracy,0.3358208955223881,134
pump,104,RO-PDRF,pressure,unaffected,macro_f1,0.21143892339544512,134
pump,104,RO-PDRF,pressure,unaffected,macro_auroc,0.6103335028517135,134
pump,104,RO-PDRF,pressure,unaffected,macro_auprc,0.4315067116009142,134
pump,104,RO-PDRF,pressure,unaffected,nll,1.0904179128457703,134
