task,seed,method,fault,subset,metric,value,n
accumulator,104,RO-CAGF,pressure,affected,ece15,0.10200349092483521,80
accumulator,104,RO-CAGF,pressure,unaffected,accuracy,0.20300751879699247,133
accumulator,104,RO-CAGF,pressure,unaffected,macro_f1,0.17426323676323677,133
accumulator,104,RO-CAGF,pressure,unaffected,macro_auroc,0.5043999051233397,133
accumulator,104,RO-CAGF,pressure,unaffected,macro_auprc,0.284231911288501,133
accumulator,104,RO-CAGF,pressure,unaffected,nll,1.3859259063953937,133
accumulator,104,RO-CAGF,pressure,unaffected,brier,0.7498166265500399,133
accumulator,104,RO-CAGF,pressure,unaffected,ece15,0.04896903082840426,133
accumulator,104,RO-CAGF,vibration,all,accuracy,0.24413145539906103,213
accumulator,104,RO-CAGF,vibration,all,macro_f1,0.20674778761061946,213
accumulator,104,RO-CAGF,vibration,all,macro_auroc,0.516753654204519,213
accumulator,104,RO-CAGF,vibration,all,macro_auprc,0.2706186877131462,213
accumulator,104,RO-CAGF,vibration,all,nll,1.3862030215186907,213
accumulator,104,RO-CAGF,vibration,all,brier,0.749955774382857,213
accumulator,104,RO-CAGF,vibration,all,ece15,0.00795911791179102,213
accumulator,104,RO-CAGF,vibration,affected,accuracy,0.21978021978021978,91
accumulator,104,RO-CAGF,vibration,affected,macro_f1,0.19187660344029944,91
accumulator,104,RO-CAGF,vibration,affected,macro_auroc,0.5182103823351634,91
accumulator,104,RO-CAGF,vibration,affected,macro_auprc,0.2889374466724703,91
accumulator,104,RO-CAGF,vibration,affected,nll,1.3859974868957148,91
accumulator,104,RO-CAGF,vibration,affected,brier,0.7498540868138587,91
accumulator,104,RO-CAGF,vibration,affected,ece15,0.03250609518407466,91
accumulator,104,RO-CAGF,vibration,unaffected,accuracy,0.26229508196721313,122
accumulator,104,RO-CAGF,vibration,unaffected,macro_f1,0.21581196581196582,122
accumulator,104,RO-CAGF,vibration,unaffected,macro_auroc,0.5186710545109301,122
accumulator,104,RO-CAGF,vibration,unaffected,macro_auprc,0.27767231252751257,122
accumulator,104,RO-CAGF,vibration,unaffected,nll,1.3863563301309108,122
accumulator,104,RO-CAGF,vibration,unaffected,brier,0.7500316233072738,122
accumulator,104,RO-CAGF,vibration,unaffected,ece15,0.010350510233738397,122
accumulator,104,RO-PDRF,pressure,all,accuracy,0.2676056338028169,213
accumulator,104,RO-PDRF,pressure,all,macro_f1,0.18742119519264716,213
accumulator,104,RO-PDRF,pressure,all,macro_auroc,0.48645469368739813,213
accumulator,104,RO-PDRF,pressure,all,macro_auprc,0.25995326438884103,213
accumulator,104,RO-PDRF,pressure,all,nll,1.386380662727705,213
accumulator,104,RO-PDRF,pressure,all,brier,0.7500437721444537,213
accumulator,104,RO-PDRF,pressure,all,ece15,0.015347511835501204,213
accumulator,104,RO-PDRF,pressure,affected,accuracy,0.1625,80
accumulator,104,RO-PDRF,pressure,affected,macro_f1,0.12313512361466325,80
accumulator,104,RO-PDRF,pressure,affected,macro_auroc,0.4864997116455588,80
accumulator,104,RO-PDRF,pressure,affected,macro_auprc,0.272861684648555,80
accumulator,104,RO-PDRF,pressure,affected,nll,1.3874331832972842,80
accumulator,104,RO-PDRF,pressure,affected,brier,0.750570453292773,80
accumulator,104,RO-PDRF,pressure,affected,ece15,0.08989792466163635,80
accumulator,104,RO-PDRF,pressure,unaffected,accuracy,0.3308270676691729,133
accumulator,104,RO-PDRF,pressure,unaffected,macro_f1,0.22433120535035722,133
accumulator,104,RO-PDRF,pressure,unaffected,macro_auroc,0.5048624288425048,133
accumulator,104,RO-PDRF,pressure,unaffected,macro_auprc,0.27750323862811344,133
accumulator,104,RO-PDRF,pressure,unaffected,nll,1.3857475676482591,133
accumulator,104,RO-PDRF,pressure,unaffected,brier,0.749726971453735,133
accumulator,104,RO-PDRF,pressure,unaffected,ece15,0.07865304785563532,133
accumulator,104,RO-PDRF,vibration,all,accuracy,0.28169014084507044,213
accumulator,104,RO-PDRF,vibration,all,macro_f1,0.21603034646512906,213
accumulator,104,RO-PDRF,vibration,all,macro_auroc,0.5175534663987887,213
accumulator,104,RO-PDRF,vibration,all,macro_auprc,0.27991192893025885,213
accumulator,104,RO-PDRF,vibration,all,nll,1.3862030506380114,213
accumulator,104,RO-PDRF,vibration,all,brier,0.7499558653971167,213
accumulator,104,RO-PDRF,vibration,all,ece15,0.029365768315086915,213
accumulator,104,RO-PDRF,vibration,affected,accuracy,0.25274725274725274,91
accumulator,104,RO-PDRF,vibration,affected,macro_f1,0.2063087346106214,91
accumulator,104,RO-PDRF,vibration,affected,macro_auroc,0.5355945584165498,91
accumulator,104,RO-PDRF,vibration,affected,macro_auprc,0.30462680836295475,91
accumulator,104,RO-PDRF,vibration,affected,nll,1.3862094315799882,91
accumulator,104,RO-PDRF,vibration,affected,brier,0.749960900039892,91
accumulator,104,RO-PDRF,vibration,affected,ece15,0.00024251656217888495,91
accumulator,104,RO-PDRF,vibration,unaffected,accuracy,0.30327868852459017,122
accumulator,104,RO-PDRF,vibration,unaffected,macro_f1,0.2221429477422628,122
accumulator,104,RO-PDRF,vibration,unaffected,macro_auroc,0.5012854587050377,122
accumulator,104,RO-PDRF,vibration,unaffected,macro_auprc,0.27999654470459345,122
accumulator,104,RO-PDRF,vibration,unaffected,nll,1.386198291082931,122
accumulator,104,RO-PDRF,vibration,unaffected,brier,0.7499521100488168,122
accumulator,104,RO-PDRF,vibration,unaffected,ece15,0.051088843677864704,122
accumulator,105,RO-CAGF,pressure,all,accuracy,0.22535211267605634,213
accumulator,105,RO-CAGF,pressure,all,macro_f1,0.12776763741702307,213
accumulator,105,RO-CAGF,pressure,all,macro_auroc,0.4625438577335197,213
accumulator,105,RO-CAGF,pressure,all,macro_auprc,0.2383405412150214,213
accumulator,105,RO-CAGF,pressure,all,nll,1.3865508275358667,213
accumulator,105,RO-CAGF,pressure,all,brier,0.7501284517664177,213
accumulator,105,RO-CAGF,pressure,all,ece15,0.02660291967257647,213
accumulator,105,RO-CAGF,pressure,affected,accuracy,0.225,80
accumulator,105,RO-CAGF,pressure,affected,macro_f1,0.12159090909090908,80
accumulator,105,RO-CAGF,pressure,affected,macro_auroc,0.4461782376573017,80
accumulator,105,RO-CAGF,pressure,affected,macro_auprc,0.2648945071825849,80
accumulator,105,RO-CAGF,pressure,affected,nll,1.3866642665335818,80
accumulator,105,RO-CAGF,pressure,affected,brier,0.7501836462263501,80
accumulator,105,RO-CAGF,pressure,affected,ece15,0.02682890892028808,80
accumulator,105,RO-CAGF,pressure,unaffected,accuracy,0.22556390977443608,133
accumulator,105,RO-CAGF,pressure,unaffected,macro_f1,0.1358903052207097,133
accumulator,105,RO-CAGF,pressure,unaffected,macro_auroc,0.474841872232764,133
accumulator,105,RO-CAGF,pressure,unaffected,macro_auprc,0.24461535217323638,133
accumulator,105,RO-CAGF,pressure,unaffected,nll,1.3864825935522787,133
accumulator,105,RO-CAGF,pressure,unaffected,brier,0.7500952520912704,133
accumulator,105,RO-CAGF,pressure,unaffected,ece15,0.026466999286995807,133
accumulator,105,RO-CAGF,vibration,all,accuracy,0.22535211267605634,213
accumulator,105,RO-CAGF,vibration,all,macro_f1,0.11453781512605042,213
accumulator,105,RO-CAGF,vibration,all,macro_auroc,0.4566441736547868,213
accumulator,105,RO-CAGF,vibration,all,macro_auprc,0.23691992072387075,213
accumulator,105,RO-CAGF,vibration,all,nll,1.3867295636558643,213
accumulator,105,RO-CAGF,vibration,all,brier,0.7502168623610963,213
accumulator,105,RO-CAGF,vibration,all,ece15,0.026659186457244438,213
accumulator,105,RO-CAGF,vibration,affected,accuracy,0.25274725274725274,91
accumulator,105,RO-CAGF,vibration,affected,macro_f1,0.12299465240641712,91
accumulator,105,RO-CAGF,vibration,affected,macro_auroc,0.43682160484129506,91
accumulator,105,RO-CAGF,vibration,affected,macro_auprc,0.24569987731925613,91
accumulator,105,RO-CAGF,vibration,affected,nll,1.3863590651964721,91
accumulator,105,RO-CAGF,vibration,affected,brier,0.7500295516457615,91
accumulator,105,RO-CAGF,vibration,affected,ece15,0.0007560999838860383,91
accumulator,105,RO-CAGF,vibration,unaffected,accuracy,0.20491803278688525,122
accumulator,105,RO-CAGF,vibration,unaffected,macro_f1,0.10836834733893558,122
accumulator,105,RO-CAGF,vibration,unaffected,macro_auroc,0.4687162915864111,122
accumulator,105,RO-CAGF,vibration,unaffected,macro_auprc,0.24949688382878332,122
accumulator,105,RO-CAGF,vibration,unaffected,nll,1.3870059190640995,122
accumulator,105,RO-CAGF,vibration,unaffected,brier,0.7503565777307316,122
accumulator,105,RO-CAGF,vibration,unaffected,ece15,0.04710828671689893,122
accumulator,105,RO-PDRF,pressure,all,accuracy,0.22535211267605634,213
accumulator,105,RO-PDRF,pressure,all,macro_f1,0.12954583542818837,213
accumulator,105,RO-PDRF,pressure,all,macro_auroc,0.46578769217330535,213
accumulator,105,RO-PDRF,pressure,all,macro_auprc,0.24967964352209135,213
accumulator,105,RO-PDRF,pressure,all,nll,1.3864977629227087,213
accumulator,105,RO-PDRF,pressure,all,brier,0.7501017114646126,213
accumulator,105,RO-PDRF,pressure,all,ece15,0.02656268653735308,213
accumulator,105,RO-PDRF,pressure,affected,accuracy,0.2625,80
accumulator,105,RO-PDRF,pressure,affected,macro_f1,0.16521739130434782,80
accumulator,105,RO-PDRF,pressure,affected,macro_auroc,0.45654437749071897,80
accumulator,105,RO-PDRF,pressure,affected,macro_auprc,0.27504073148069985,80
accumulator,105,RO-PDRF,pressure,affected,nll,1.3867421775802555,80
accumulator,105,RO-PDRF,pressure,affected,brier,0.7502226337004785,80
accumulator,105,RO-PDRF,pressure,affected,ece15,0.010728758573532116,80
accumulator,105,RO-PDRF,pressure,unaffected,accuracy,0.20300751879699247,133
accumulator,105,RO-PDRF,pressure,unaffected,macro_f1,0.10835380835380835,133
accumulator,105,RO-PDRF,pressure,unaffected,macro_auroc,0.4794433902593295,133
accumulator,105,RO-PDRF,pressure,unaffected,macro_auprc,0.2562753857025708,133
accumulator,105,RO-PDRF,pressure,unaffected,nll,1.3863507465873424,133
accumulator,105,RO-PDRF,pressure,unaffected,brier,0.7500289762851445,133
accumulator,105,RO-PDRF,pressure,unaffected,ece15,0.04899361774437411,133
accumulator,105,RO-PDRF,vibration,all,accuracy,0.23943661971830985,213
accumulator,105,RO-PDRF,vibration,all,macro_f1,0.1395378151260504,213
accumulator,105,RO-PDRF,vibration,all,macro_auroc,0.4551895891567669,213
accumulator,105,RO-PDRF,vibration,all,macro_auprc,0.23888560133312614,213
accumulator,105,RO-PDRF,vibration,all,nll,1.386768564534799,213
accumulator,105,RO-PDRF,vibration,all,brier,0.7502363107029888,213
accumulator,105,RO-PDRF,vibration,all,ece15,0.012584991018537078,213
accumulator,105,RO-PDRF,vibration,affected,accuracy,0.2857142857142857,91
accumulator,105,RO-PDRF,vibration,affected,macro_f1,0.18009144664466448,91
accumulator,105,RO-PDRF,vibration,affected,macro_auroc,0.4376056550635095,91
accumulator,105,RO-PDRF,vibration,affected,macro_auprc,0.251031566346748,91
accumulator,105,RO-PDRF,vibration,affected,nll,1.3863868992415367,91
accumulator,105,RO-PDRF,vibration,affected,brier,0.7500437722640916,91
accumulator,105,RO-PDRF,vibration,affected,ece15,0.033685671431677666,91
accumulator,105,RO-PDRF,vibration,unaffected,accuracy,0.20491803278688525,122
accumulator,105,RO-PDRF,vibration,unaffected,macro_f1,0.10719741979290442,122
accumulator,105,RO-PDRF,vibration,unaffected,macro_auroc,0.4730569101392797,122
accumulator,105,RO-PDRF,vibration,unaffected,macro_auprc,0.2454931372829668,122
accumulator,105,RO-PDRF,vibration,unaffected,nll,1.3870532493027234,122
accumulator,105,RO-PDRF,vibration,unaffected,brier,0.7503799254401992,122
accumulator,105,RO-PDRF,vibration,unaffected,ece15,0.04709833274122144,122
