method,seed,subset,metric,value,n
PDRF+CD,109,all,brier,0.6879857332171048,4364
PDRF+CD,109,all,ece15,0.28960165726302634,4364
PDRF+CD,109,affected,accuracy,0.5104815864022663,1765
PDRF+CD,109,affected,macro_f1,0.5041500577577857,1765
PDRF+CD,109,affected,macro_auroc,0.8109515164835726,1765
PDRF+CD,109,affected,macro_auprc,0.5350867448077248,1765
PDRF+CD,109,affected,nll,2.934340174486285,1765
PDRF+CD,109,affected,brier,0.8088277539381076,1765
PDRF+CD,109,affected,ece15,0.35407457626912814,1765
PDRF+CD,109,unaffected,accuracy,0.6260100038476337,2599
PDRF+CD,109,unaffected,macro_f1,0.5927889892634797,2599
PDRF+CD,109,unaffected,macro_auroc,0.8725917988146952,2599
PDRF+CD,109,unaffected,macro_auprc,0.6477348369524536,2599
PDRF+CD,109,unaffected,nll,1.9392359365248832,2599
PDRF+CD,109,unaffected,brier,0.6059210288798327,2599
PDRF+CD,109,unaffected,ece15,0.24639523299944865,2599
PDRF+EMA-CD,109,all,accuracy,0.5829514207149404,4364
PDRF+EMA-CD,109,all,macro_f1,0.5663234272701495,4364
PDRF+EMA-CD,109,all,macro_auroc,0.8520485070789411,4364
PDRF+EMA-CD,109,all,macro_auprc,0.5953745510345348,4364
PDRF+EMA-CD,109,all,nll,2.0534036667744835,4364
PDRF+EMA-CD,109,all,brier,0.66931093805342,4364
PDRF+EMA-CD,109,all,ece15,0.27115018454087536,4364
PDRF+EMA-CD,109,affected,accuracy,0.5252124645892351,1765
PDRF+EMA-CD,109,affected,macro_f1,0.5243787409993548,1765
PDRF+EMA-CD,109,affected,macro_auroc,0.8153847081787067,1765
PDRF+EMA-CD,109,affected,macro_auprc,0.5359883455665858,1765
PDRF+EMA-CD,109,affected,nll,2.5268233399787774,1765
PDRF+EMA-CD,109,affected,brier,0.7737390871919146,1765
PDRF+EMA-CD,109,affected,ece15,0.3174622442499436,1765
PDRF+EMA-CD,109,unaffected,accuracy,0.6221623701423624,2599
PDRF+EMA-CD,109,unaffected,macro_f1,0.5885310885688919,2599
PDRF+EMA-CD,109,unaffected,macro_auroc,0.8797974865127642,2599
PDRF+EMA-CD,109,unaffected,macro_auprc,0.6457603833082949,2599
PDRF+EMA-CD,109,unaffected,nll,1.731900887549559,2599
PDRF+EMA-CD,109,unaffected,brier,0.5983930145330494,2599
PDRF+EMA-CD,109,unaffected,ece15,0.23969933788516787,2599
PDRF+Soft-CD,109,all,accuracy,0.577910174152154,4364
PDRF+Soft-CD,109,all,macro_f1,0.5579340591022622,4364
PDRF+Soft-CD,109,all,macro_auroc,0.8460571320972908,4364
PDRF+Soft-CD,109,all,macro_auprc,0.5932241746440501,4364
PDRF+Soft-CD,109,all,nll,2.4010542507099717,4364
PDRF+Soft-CD,109,all,brier,0.6941311640606501,4364
PDRF+Soft-CD,109,all,ece15,0.2962676903572682,4364
PDRF+Soft-CD,109,affected,accuracy,0.5076487252124646,1765
PDRF+Soft-CD,109,affected,macro_f1,0.5007422580205191,1765
PDRF+Soft-CD,109,affected,macro_auroc,0.8104947496303585,1765
PDRF+Soft-CD,109,affected,macro_auprc,0.532474687049066,1765
PDRF+Soft-CD,109,affected,nll,3.022901601518287,1765
PDRF+Soft-CD,109,affected,brier,0.8153843304015217,1765
PDRF+Soft-CD,109,affected,ece15,0.36043462638476753,1765
PDRF+Soft-CD,109,unaffected,accuracy,0.6256252404771065,2599
PDRF+Soft-CD,109,unaffected,macro_f1,0.5924360168881914,2599
PDRF+Soft-CD,109,unaffected,macro_auroc,0.8728191474781916,2599
PDRF+Soft-CD,109,unaffected,macro_auprc,0.6454049246505532,2599
PDRF+Soft-CD,109,unaffected,nll,1.9787531448320665,2599
PDRF+Soft-CD,109,unaffected,brier,0.6117872477114242,2599
PDRF+Soft-CD,109,unaffected,ece15,0.2526914478495012,2599
RO-AT-GATE,109,all,accuracy,0.5043538038496792,4364
RO-AT-GATE,109,all,macro_f1,0.477421614623565,4364
RO-AT-GATE,109,all,macro_auroc,0.7971856978477704,4364
RO-AT-GATE,109,all,macro_auprc,0.5167012311581017,4364
RO-AT-GATE,109,all,nll,1.4016549205128674,4364
RO-AT-GATE,109,all,brier,0.6522790240712004,4364
RO-AT-GATE,109,all,ece15,0.0638115532955754,4364
RO-AT-GATE,109,affected,accuracy,0.45325779036827196,1765
RO-AT-GATE,109,affected,macro_f1,0.4307811577826694,1765
RO-AT-GATE,109,affected,macro_auroc,0.7697943232548891,1765
RO-AT-GATE,109,affected,macro_auprc,0.4675636229561318,1765
RO-AT-GATE,109,affected,nll,1.5325669389571024,1765
RO-AT-GATE,109,affected,brier,0.7126399373329613,1765
RO-AT-GATE,109,affected,ece15,0.0963688437898166,1765
RO-AT-GATE,109,unaffected,accuracy,0.5390534821085032,2599
RO-AT-GATE,109,unaffected,macro_f1,0.5066975480061537,2599
RO-AT-GATE,109,unaffected,macro_auroc,0.8175311267897829,2599
RO-AT-GATE,109,unaffected,macro_auprc,0.5557621076408447,2599
RO-AT-GATE,109,unaffected,nll,1.3127516067175329,2599
RO-AT-GATE,109,unaffected,brier,0.6112874842839716,2599
RO-AT-GATE,109,unaffected,ece15,0.04955705948153932,2599
RO-PDRF-CAL,109,all,accuracy,0.5767644362969753,4364
RO-PDRF-CAL,109,all,macro_f1,0.5555652798281143,4364
RO-PDRF-CAL,109,all,macro_auroc,0.8463192260514836,4364
RO-PDRF-CAL,109,all,macro_auprc,0.5996164992466447,4364
RO-PDRF-CAL,109,all,nll,2.30658078390616,4364
RO-PDRF-CAL,109,all,brier,0.6854565006526556,4364
RO-PDRF-CAL,109,all,ece15,0.288674528258968,4364
RO-PDRF-CAL,109,affected,accuracy,0.5082152974504249,1765
RO-PDRF-CAL,109,affected,macro_f1,0.49924267444597764,1765
RO-PDRF-CAL,109,affected,macro_auroc,0.8122864768617206,1765
RO-PDRF-CAL,109,affected,macro_auprc,0.5396319956276167,1765
RO-PDRF-CAL,109,affected,nll,2.8727665215984444,1765
RO-PDRF-CAL,109,affected,brier,0.8031666631423113,1765
RO-PDRF-CAL,109,affected,ece15,0.35273237366851934,1765
RO-PDRF-CAL,109,unaffected,accuracy,0.6233166602539438,2599
RO-PDRF-CAL,109,unaffected,macro_f1,0.5890852781911377,2599
RO-PDRF-CAL,109,unaffected,macro_auroc,0.8718417753168622,2599
RO-PDRF-CAL,109,unaffected,macro_auprc,0.650376837222857,2599
RO-PDRF-CAL,109,unaffected,nll,1.922079888551453,2599
RO-PDRF-CAL,109,unaffected,brier,0.6055186642562561,2599
RO-PDRF-CAL,109,unaffected,ece15,0.24517253142175605,2599
PDRF+CD,110,all,accuracy,0.5641613198900092,4364
PDRF+CD,110,all,macro_f1,0.5413375471381286,4364
PDRF+CD,110,all,macro_auroc,0.8300227983757688,4364
PDRF+CD,110,all,macro_auprc,0.5744768926986157,4364
PDRF+CD,110,all,nll,2.280762420521138,4364
PDRF+CD,110,all,brier,0.6984496368840228,4364
PDRF+CD,110,all,ece15,0.2817063346969546,4364
PDRF+CD,110,affected,accuracy,0.49178470254957507,1765
PDRF+CD,110,affected,macro_f1,0.48007243436490815,1765
PDRF+CD,110,affected,macro_auroc,0.7910767894845515,1765
PDRF+CD,110,affected,macro_auprc,0.5011132531640146,1765
PDRF+CD,110,affected,nll,2.8151041983840575,1765
PDRF+CD,110,affected,brier,0.8323796207688094,1765
PDRF+CD,110,affected,ece15,0.35084131382004735,1765
PDRF+CD,110,unaffected,accuracy,0.6133128126202385,2599
PDRF+CD,110,unaffected,macro_f1,0.5809286735935763,2599
PDRF+CD,110,unaffected,macro_auroc,0.8585585386994762,2599
PDRF+CD,110,unaffected,macro_auprc,0.6343343416353897,2599
PDRF+CD,110,unaffected,nll,1.9178869923071895,2599
PDRF+CD,110,unaffected,brier,0.607496800579041,2599
PDRF+CD,110,unaffected,ece15,0.23501655744928357,2599
PDRF+EMA-CD,110,all,accuracy,0.5364344637946837,4364
PDRF+EMA-CD,110,all,macro_f1,0.5126150074398366,4364
PDRF+EMA-CD,110,all,macro_auroc,0.8216878663185807,4364
PDRF+EMA-CD,110,all,macro_auprc,0.5580029974510515,4364
PDRF+EMA-CD,110,all,nll,2.1358421910392282,4364
PDRF+EMA-CD,110,all,brier,0.7244684995336891,4364
PDRF+EMA-CD,110,all,ece15,0.2798923833464724,4364
PDRF+EMA-CD,110,affected,accuracy,0.4810198300283286,1765
PDRF+EMA-CD,110,affected,macro_f1,0.4655512804456485,1765
PDRF+EMA-CD,110,affected,macro_auroc,0.7850932819206017,1765
PDRF+EMA-CD,110,affected,macro_auprc,0.497495682619775,1765
PDRF+EMA-CD,110,affected,nll,2.585433133447439,1765
PDRF+EMA-CD,110,affected,brier,0.8341752261250992,1765
PDRF+EMA-CD,110,affected,ece15,0.3407106855435682,1765
PDRF+EMA-CD,110,unaffected,accuracy,0.5740669488264717,2599
PDRF+EMA-CD,110,unaffected,macro_f1,0.5421039154032493,2599
PDRF+EMA-CD,110,unaffected,macro_auroc,0.8490575347473296,2599
PDRF+EMA-CD,110,unaffected,macro_auprc,0.6077537235786529,2599
PDRF+EMA-CD,110,unaffected,nll,1.8305216780147986,2599
PDRF+EMA-CD,110,unaffected,brier,0.6499658552728814,2599
PDRF+EMA-CD,110,unaffected,ece15,0.24171438117172223,2599
PDRF+Soft-CD,110,all,accuracy,0.5430797433547204,4364
PDRF+Soft-CD,110,all,macro_f1,0.5238815270618876,4364
PDRF+Soft-CD,110,all,macro_auroc,0.8267735010091649,4364
PDRF+Soft-CD,110,all,macro_auprc,0.5541269888200085,4364
PDRF+Soft-CD,110,all,nll,2.392832855558735,4364
PDRF+Soft-CD,110,all,brier,0.7315412996805751,4364
PDRF+Soft-CD,110,all,ece15,0.30095909201940413,4364
PDRF+Soft-CD,110,affected,accuracy,0.47138810198300285,1765
PDRF+Soft-CD,110,affected,macro_f1,0.4643283224564821,1765
PDRF+Soft-CD,110,affected,macro_auroc,0.7842895960605784,1765
PDRF+Soft-CD,110,affected,macro_auprc,0.47942243501362025,1765
PDRF+Soft-CD,110,affected,nll,3.030844376332786,1765
PDRF+Soft-CD,110,affected,brier,0.8764992032898904,1765
PDRF+Soft-CD,110,affected,ece15,0.3780450332097224,1765
PDRF+Soft-CD,110,unaffected,accuracy,0.5917660638707195,2599
PDRF+Soft-CD,110,unaffected,macro_f1,0.5615571243437569,2599
PDRF+Soft-CD,110,unaffected,macro_auroc,0.8584844961356625,2599
PDRF+Soft-CD,110,unaffected,macro_auprc,0.6200252420127964,2599
PDRF+Soft-CD,110,unaffected,nll,1.9595545430669292,2599
PDRF+Soft-CD,110,unaffected,brier,0.6330993220467,2599
PDRF+Soft-CD,110,unaffected,ece15,0.2487142136827163,2599
RO-AT-GATE,110,all,accuracy,0.5224564619615032,4364
RO-AT-GATE,110,all,macro_f1,0.5098382551446184,4364
RO-AT-GATE,110,all,macro_auroc,0.7883682466760026,4364
RO-AT-GATE,110,all,macro_auprc,0.5285062140051991,4364
RO-AT-GATE,110,all,nll,2.1731101032483116,4364
RO-AT-GATE,110,all,brier,0.7421450692879742,4364
RO-AT-GATE,110,all,ece15,0.2688924013325427,4364
RO-AT-GATE,110,affected,accuracy,0.4764872521246459,1765
RO-AT-GATE,110,affected,macro_f1,0.47127671386715425,1765
RO-AT-GATE,110,affected,macro_auroc,0.7678319106312289,1765
RO-AT-GATE,110,affected,macro_auprc,0.49734153069238674,1765
RO-AT-GATE,110,affected,nll,2.4459455345604253,1765
RO-AT-GATE,110,affected,brier,0.8210780044591777,1765
RO-AT-GATE,110,affected,ece15,0.32245467826935115,1765
RO-AT-GATE,110,unaffected,accuracy,0.5536744901885341,2599
RO-AT-GATE,110,unaffected,macro_f1,0.5342033887127844,2599
RO-AT-GATE,110,unaffected,macro_auroc,0.8033914983106912,2599
RO-AT-GATE,110,unaffected,macro_auprc,0.5559806010764602,2599
RO-AT-GATE,110,unaffected,nll,1.9878255567820238,2599
RO-AT-GATE,110,unaffected,brier,0.6885411329366182,2599
RO-AT-GATE,110,unaffected,ece15,0.23445984307230783,2599
RO-PDRF-CAL,110,all,accuracy,0.5565994500458296,4364
RO-PDRF-CAL,110,all,macro_f1,0.5343629324789164,4364
RO-PDRF-CAL,110,all,macro_auroc,0.8279805454439556,4364
RO-PDRF-CAL,110,all,macro_auprc,0.5739824728543289,4364
RO-PDRF-CAL,110,all,nll,2.333549777940939,4364
RO-PDRF-CAL,110,all,brier,0.7075142244959612,4364
RO-PDRF-CAL,110,all,ece15,0.2902577337249772,4364
RO-PDRF-CAL,110,affected,accuracy,0.48725212464589235,1765
RO-PDRF-CAL,110,affected,macro_f1,0.47322401485583426,1765
RO-PDRF-CAL,110,affected,macro_auroc,0.7900212331091168,1765
RO-PDRF-CAL,110,affected,macro_auprc,0.5027526131764923,1765
RO-PDRF-CAL,110,affected,nll,2.883323901219446,1765
RO-PDRF-CAL,110,affected,brier,0.8366851564002352,1765
RO-PDRF-CAL,110,affected,ece15,0.35897632809435004,1765
RO-PDRF-CAL,110,unaffected,accuracy,0.6036937283570604,2599
RO-PDRF-CAL,110,unaffected,macro_f1,0.5738563125290473,2599
RO-PDRF-CAL,110,unaffected,macro_auroc,0.856308941746439,2599
RO-PDRF-CAL,110,unaffected,macro_auprc,0.6320818511703029,2599
RO-PDRF-CAL,110,unaffected,nll,1.9601941305432615,2599
RO-PDRF-CAL,110,unaffected,brier,0.6197932953651248,2599
RO-PDRF-CAL,110,unaffected,ece15,0.24400057511496606,2599
