seed,method,fault_realization,batch,subset,metric,value,n
102,EF-PD+CD,70001,all,unaffected,ece15,0.1994274241298655,2599
102,EF-PD+CD,70001,8,all,accuracy,0.5068027210884354,294
102,EF-PD+CD,70001,8,all,macro_f1,0.5429809782453113,294
102,EF-PD+CD,70001,8,all,macro_auroc,0.8336836778278792,294
102,EF-PD+CD,70001,8,all,macro_auprc,0.5622132725669265,294
102,EF-PD+CD,70001,8,all,nll,2.1109548694353855,294
102,EF-PD+CD,70001,8,all,brier,0.7192335750421716,294
102,EF-PD+CD,70001,8,all,ece15,0.2721258752605542,294
102,EF-PD+CD,70001,8,affected,accuracy,0.36666666666666664,120
102,EF-PD+CD,70001,8,affected,macro_f1,0.3909932903353956,120
102,EF-PD+CD,70001,8,affected,macro_auroc,0.741073456744833,120
102,EF-PD+CD,70001,8,affected,macro_auprc,0.44435386440297014,120
102,EF-PD+CD,70001,8,affected,nll,3.6251706630060068,120
102,EF-PD+CD,70001,8,affected,brier,1.023361390497098,120
102,EF-PD+CD,70001,8,affected,ece15,0.46553215608000753,120
102,EF-PD+CD,70001,8,unaffected,accuracy,0.603448275862069,174
102,EF-PD+CD,70001,8,unaffected,macro_f1,0.6674318113515966,174
102,EF-PD+CD,70001,8,unaffected,macro_auroc,0.9239109594342133,174
102,EF-PD+CD,70001,8,unaffected,macro_auprc,0.7719617115063268,174
102,EF-PD+CD,70001,8,unaffected,nll,1.0666681152487494,174
102,EF-PD+CD,70001,8,unaffected,brier,0.509490254038774,174
102,EF-PD+CD,70001,8,unaffected,ece15,0.15512425495290208,174
102,EF-PD+CD,70001,9,all,accuracy,0.4978723404255319,470
102,EF-PD+CD,70001,9,all,macro_f1,0.5020143824908588,470
102,EF-PD+CD,70001,9,all,macro_auroc,0.7872779673691749,470
102,EF-PD+CD,70001,9,all,macro_auprc,0.5390144148936126,470
102,EF-PD+CD,70001,9,all,nll,2.4835702360948706,470
102,EF-PD+CD,70001,9,all,brier,0.7434308448843622,470
102,EF-PD+CD,70001,9,all,ece15,0.29353713545393434,470
102,EF-PD+CD,70001,9,affected,accuracy,0.3435897435897436,195
102,EF-PD+CD,70001,9,affected,macro_f1,0.335080540088822,195
102,EF-PD+CD,70001,9,affected,macro_auroc,0.6789604292457776,195
102,EF-PD+CD,70001,9,affected,macro_auprc,0.38334825123210486,195
