subset,difference
all,-0.0005184659223138599
all,0.0015198004789963582
all,-0.00039528267002197914
all,-0.001949673248117123
all,-0.0003381767312563566
all,0.0024001609153552206
all,0.0010885757950948038
all,-0.001037089082545739
all,0.0003016275511719124
all,-0.0004110825888919978
all,-0.0020338317533082906
all,0.0004174719953145001
all,-0.00108090020449636
all,-0.0008963759589137865
all,-0.0006433309394022757
all,-0.0010056995842377958
all,1.1432487262097446e-05
all,0.003540553373323929
all,-0.0011640613130445843
all,0.0021768746721081422
all,-0.0008976524637642758
all,0.0024862469608291082
all,-0.0023359655697261505
all,0.003582491208059424
all,-0.0016745325009691614
all,-0.0036143042744656295
all,0.0007143046165999367
all,-0.001787358280794571
all,0.0011240006903754374
all,0.002354105387015193
all,-0.0018444311068507302
all,-1.405887913241699e-05
all,0.0006841543119410209
all,0.0026637206389977797
all,0.0003517404942291469
all,-0.001056303403926706
all,-3.894430140427563e-05
all,0.0019869558233358564
all,-0.001096541910424187
all,0.0023211612679702176
all,-0.0009114362879234505
all,0.00020618163860885996
all,-0.002056181496997378
all,-0.0021701100777552496
all,0.0010195494197021704
all,0.001062634004857177
all,-9.098517655892202e-05
all,0.0017575489888340678
all,-4.030768302021315e-05
all,0.003111462121696107
all,0.005746579237877691
all,-0.00048002181490991447
all,-0.0018188001915194763
all,-0.0005260083740059596
all,-0.0008171800820768738
all,0.0011082874720328428
all,0.0022521288773638126
all,0.004168411241873393
all,0.0007001128496091358
all,-0.0031522085364742436
all,-0.0020421621783125454
all,0.00282418223119818
all,-0.0009140337965495293
all,5.852771430636672e-05
all,-0.0009648067532103122
all,-0.003150289578678689
all,0.0030704054980441597
all,0.0012938805450704027
all,0.00035569600621809805
all,0.0038689876732068695
all,0.00499815470106002
all,0.0028589053358234473
all,-0.0022968071475761853
all,0.001182259277565878
all,-0.0026050134328483576
all,-4.669262441114874e-05
all,-0.00013258137808869197
all,0.00047476783282141
all,0.005183752959703858
all,-0.0009738254985203199
all,-0.0007445809556866356
all,-0.0013756449136893556
all,0.0008966310221923957
all,0.0012918773059089617
all,-0.0024920620965596108
all,-0.00010460080607177513
all,-0.0020109841885584956
all,0.0007866615661985543
all,-0.001789084138666297
all,0.0025740147534004665
all,0.0009014624053913511
all,0.0017870658169873987
all,-0.0014137127106881309
all,0.0033555260745695703
all,-0.0018551725620497006
all,0.004646941142082195
all,0.0016414145823407944
all,-0.0026058364760489505
all,-0.001367882724982561
all,-0.003194389087421312
all,-0.0011360052926493447
all,-0.00016517852985387105
all,0.000261718357221441
all,-6.119776985646919e-05
all,-0.002185637406767915
all,-0.000520810740047617
all,0.004584057784002615
all,9.10751821300293e-05
all,-0.002075956639552179
all,-0.0004023307736329418
all,-0.0011948985001092316
all,-0.00037577159468782373
all,-0.0015808941254332742
all,-0.004133590656377972
all,0.0021941802109242126
all,0.0017991617818193806
all,0.0006729758494167237
all,-0.0003422976722982085
all,-0.0007838152320516212
all,-0.0033774989247035148
all,-0.0005256165848456229
all,-0.0014317952811726542
all,0.0028355249286476925
all,0.0013788408872419389
all,-0.0008451879738001766
all,-0.001197940742871273
all,0.0002620167005608076
all,-0.0022613819525927337
all,-0.004494671671563366
all,-0.00023150075118982816
all,0.0019372476353006762
all,0.00048155521441806126
all,-0.0017702358983447963
all,-0.0018253438380199105
all,-0.0019807254657550066
all,-0.0008040415423304914
all,-0.0032780586915444054
all,-0.00036527570197320003
all,-0.00034325308773286434
all,0.002059390147785667
all,0.0009190632754212391
all,0.00036594294219227663
all,-0.0010440035718880525
all,0.0036189251428137004
all,0.0012231495956326333
all,-0.003391709580841007
all,-0.0022700952008855024
all,0.0007512548861362545
all,0.0015472324309241392
all,0.0012077267713435091
all,0.0010419372007972605
all,-0.0001549538162970432
all,0.0024297989625089444
all,0.0018788929827142642
all,-0.0012467120403112375
all,0.0031510978559787794
all,0.0012201054028846414
all,0.003058644143390077
all,-0.001007446854877636
all,0.0005203872295950207
all,0.0016514313833546623
all,0.0025385650708742435
all,0.00208595166901282
all,0.0009827929975680938
all,-0.0006658387717498604
all,0.001339793966468994
all,0.005160284297830442
all,0.0009353833515629573
all,0.003142741094380952
all,-0.003714532550748051
all,-0.0010279728128909094
all,0.001985724929459143
all,-0.000557146722788282
all,-0.002536727694296914
