seed,teacher,subset,metric,value,parameters,train_seconds,inference_ms_per_observation
102,removal_only,all,ece15,0.23190875138360134,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,accuracy,0.5179398148148148,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,macro_f1,0.49226019589554565,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,macro_auroc,0.8275107122100983,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,macro_auprc,0.5615513440007961,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,nll,2.1761766066469677,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,brier,0.7184820116744212,19740,15.977767599993967,0.0016895050413315
102,removal_only,affected,ece15,0.2839864900991044,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,accuracy,0.5876327769347496,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,macro_f1,0.5524415185171951,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,macro_auroc,0.8698595790140606,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,macro_auprc,0.6461143751108366,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,nll,1.5664499552140345,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,brier,0.5928438823755834,19740,15.977767599993967,0.0016895050413315
102,removal_only,unaffected,ece15,0.19779770270736158,19740,15.977767599993967,0.0016895050413315
102,confidence_selected,all,accuracy,0.5623281393217232,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,all,macro_f1,0.5335430175776567,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,all,macro_auroc,0.8526881337534845,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,all,macro_auprc,0.6109166910959988,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,all,nll,1.8073886208662655,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,all,brier,0.6384028730551567,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,all,ece15,0.23151736211383378,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,accuracy,0.5202546296296297,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,macro_f1,0.49569585545731815,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,macro_auroc,0.8285549656249848,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,macro_auprc,0.564746249660269,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,nll,2.1677845387112424,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,brier,0.7124526026235548,19740,18.101103299995884,0.002602153984104402
102,confidence_selected,affected,ece15,0.28262676638378587,19740,18.101103299995884,0.002602153984104402
