score_clean,score_degraded,weight_clean,weight_degraded
-1.7051815,2.982089,0.2806549,0.10783651
-1.730319,2.7567172,0.5863148,0.3158289
-0.98357487,2.904491,0.2714031,0.12351771
-1.6515658,2.8387852,0.3626182,0.1562227
-1.7465429,2.9990613,0.38167012,0.15857534
-1.1303246,2.9680836,0.31876108,0.1438009
-0.9781983,2.962615,0.27079844,0.121769555
-1.7569857,2.999672,0.28590643,0.10865888
-1.1137044,2.9999945,0.37127528,0.17434014
-0.9740677,2.9999719,0.27364984,0.122421905
-1.1735889,2.9999886,0.38424104,0.18020195
-1.7813541,2.9943578,0.28899673,0.10966284
-1.1256057,2.9999933,0.25834173,0.11046451
-1.7782781,2.9699912,0.39801317,0.16786736
-1.3422968,2.941403,0.33249345,0.14580941
-1.1333433,2.9594994,0.3175149,0.14326572
-1.8068286,2.6019156,0.28963903,0.11927393
-1.2665324,2.9428043,0.35556328,0.16151382
-1.2536591,2.995367,0.26831362,0.112500325
-1.3370779,2.999524,0.25705397,0.10475361
-1.3599898,2.9990792,0.35728416,0.1575013
-1.3343885,2.9977422,0.38790885,0.17665982
-1.4444491,2.9959943,0.29501286,0.121183366
-1.479944,2.9999466,0.39656392,0.1765679
-1.8278196,2.9980552,0.39921072,0.16586466
-1.3284297,2.9999876,0.27970996,0.116293795
-1.3616585,2.999615,0.26668155,0.10891779
-1.7750591,2.9997833,0.3634521,0.14752796
-1.3303231,2.992497,0.28512892,0.11921703
-1.8268051,2.9989328,0.37178314,0.15045851
-1.1139233,2.999847,0.37237507,0.17501642
-1.2587211,2.96177,0.28471935,0.12171448
-1.4250318,2.918633,0.28393322,0.11805798
-1.8329346,2.9994826,0.5175164,0.24268587
-1.3539555,0.7264819,0.2639433,0.1757108
-1.7587438,2.9869533,0.3633513,0.14839159
-1.4462099,2.9999998,0.3725977,0.16346885
-1.1263603,2.9998233,0.5779363,0.32800138
-1.8089751,2.9996803,0.28325054,0.10616198
