seed,rank_weight,regime,metric,value
107,0.07,missing_drift,nll,1.4673726972888204
107,0.07,missing_drift,aurc,0.2153347764455905
107,0.07,reported_fault,macro_auroc,0.8505778027291874
107,0.07,reported_fault,nll,1.5405241511018615
107,0.07,reported_fault,aurc,0.22947686423703587
107,0.07,silent_fault,macro_auroc,0.8273149478558596
107,0.07,silent_fault,nll,1.7991633387025103
107,0.07,silent_fault,aurc,0.26580987855829796
107,0.3,complete_drift,macro_auroc,0.8869888225442254
107,0.3,complete_drift,nll,1.3528669191164622
107,0.3,complete_drift,aurc,0.15538364407552924
107,0.3,missing_drift,macro_auroc,0.8706953101188929
107,0.3,missing_drift,nll,1.4841493819585028
107,0.3,missing_drift,aurc,0.18799242299662142
107,0.3,reported_fault,macro_auroc,0.860787393964808
107,0.3,reported_fault,nll,1.580756003960541
107,0.3,reported_fault,aurc,0.20715601053314334
107,0.3,silent_fault,macro_auroc,0.8392185471812471
107,0.3,silent_fault,nll,1.8556271387391121
107,0.3,silent_fault,aurc,0.25071395543147845
108,0.0,complete_drift,macro_auroc,0.8671809693699007
108,0.0,complete_drift,nll,1.4367489219930205
108,0.0,complete_drift,aurc,0.1766828531361525
108,0.0,missing_drift,macro_auroc,0.8508371712417322
108,0.0,missing_drift,nll,1.5637058650911262
108,0.0,missing_drift,aurc,0.21806127361780514
108,0.0,reported_fault,macro_auroc,0.837358805088032
108,0.0,reported_fault,nll,1.703852351219546
108,0.0,reported_fault,aurc,0.2447110023003306
108,0.0,silent_fault,macro_auroc,0.7952574789997159
108,0.0,silent_fault,nll,2.2698787466184966
108,0.0,silent_fault,aurc,0.30417555092773796
108,0.15,complete_drift,macro_auroc,0.8728485432918672
108,0.15,complete_drift,nll,1.480452212873501
108,0.15,complete_drift,aurc,0.17423475230779883
108,0.15,missing_drift,macro_auroc,0.8587776942809652
108,0.15,missing_drift,nll,1.6209277155975284
108,0.15,missing_drift,aurc,0.21260260781819623
108,0.15,reported_fault,macro_auroc,0.8536509051620812
108,0.15,reported_fault,nll,1.682599069974513
108,0.15,reported_fault,aurc,0.2242665608777523
108,0.15,silent_fault,macro_auroc,0.8297430948602599
108,0.15,silent_fault,nll,1.913128733771362
108,0.15,silent_fault,aurc,0.25543270504948734
108,0.03,complete_drift,macro_auroc,0.8739179735450427
108,0.03,complete_drift,nll,1.4044858734292944
108,0.03,complete_drift,aurc,0.1522282204478067
108,0.03,missing_drift,macro_auroc,0.8584268896817084
108,0.03,missing_drift,nll,1.5436319995871663
108,0.03,missing_drift,aurc,0.19357323200523519
108,0.03,reported_fault,macro_auroc,0.8487376397778318
108,0.03,reported_fault,nll,1.6650702493130247
108,0.03,reported_fault,aurc,0.2132072271384972
108,0.03,silent_fault,macro_auroc,0.8129325156224995
108,0.03,silent_fault,nll,2.11524565709363
108,0.03,silent_fault,aurc,0.2716657502250013
108,0.07,complete_drift,macro_auroc,0.8768869782598244
108,0.07,complete_drift,nll,1.5077478276793599
108,0.07,complete_drift,aurc,0.1703308508246852
108,0.07,missing_drift,macro_auroc,0.8595981287055392
108,0.07,missing_drift,nll,1.6630591796733274
108,0.07,missing_drift,aurc,0.20844581985814287
108,0.07,reported_fault,macro_auroc,0.8507389022231516
108,0.07,reported_fault,nll,1.75161345953395
108,0.07,reported_fault,aurc,0.2251524909914464
108,0.07,silent_fault,macro_auroc,0.8151821146476026
108,0.07,silent_fault,nll,2.2164412157552547
108,0.07,silent_fault,aurc,0.27997153509665135
108,0.3,complete_drift,macro_auroc,0.8707834876120124
108,0.3,complete_drift,nll,1.478726897803892
108,0.3,complete_drift,aurc,0.18462983341919947
108,0.3,missing_drift,macro_auroc,0.8586030787449125
108,0.3,missing_drift,nll,1.6097025773570781
108,0.3,missing_drift,aurc,0.21939173290978564
108,0.3,reported_fault,macro_auroc,0.8521475099081739
108,0.3,reported_fault,nll,1.6771975122571843
108,0.3,reported_fault,aurc,0.22747524719672427
108,0.3,silent_fault,macro_auroc,0.8319913323317962
108,0.3,silent_fault,nll,1.9011130189541268
108,0.3,silent_fault,aurc,0.2583505309996645
109,0.0,complete_drift,macro_auroc,0.8818054481886408
109,0.0,complete_drift,nll,1.4189325511043607
109,0.0,complete_drift,aurc,0.1740361216780828
109,0.0,missing_drift,macro_auroc,0.8591367106048908
109,0.0,missing_drift,nll,1.6218655118353604
109,0.0,missing_drift,aurc,0.21362684145576377
109,0.0,reported_fault,macro_auroc,0.8514823648633768
109,0.0,reported_fault,nll,1.7089161436924685
109,0.0,reported_fault,aurc,0.22119925130894363
109,0.0,silent_fault,macro_auroc,0.8172384450491226
109,0.0,silent_fault,nll,2.2352925600718585
109,0.0,silent_fault,aurc,0.2750432541271585
109,0.15,complete_drift,macro_auroc,0.8754628903605433
109,0.15,complete_drift,nll,1.5812237337289146
109,0.15,complete_drift,aurc,0.17846818317961094
109,0.15,missing_drift,macro_auroc,0.852550882940094
109,0.15,missing_drift,nll,1.7773648450424782
109,0.15,missing_drift,aurc,0.22311560526584454
109,0.15,reported_fault,macro_auroc,0.8469540167056104
109,0.15,reported_fault,nll,1.8517107106895803
109,0.15,reported_fault,aurc,0.23040334658529327
109,0.15,silent_fault,macro_auroc,0.8297192449073504
